AGE,EDUCATION,REVOKED,CLM_AMT,CAR_AGE,driverExperience,licenceType
48,Bachelor,No,1133,8,29,Full
46,Masters,Yes,98,13,26,Full
41,PhD,No,104,13,21,Full
54,Bachelor,No,99,7,34,Full
41,High School,No,105,3,19,Full
33,Bachelor,No,4220,7,14,Full
51,High School,Yes,4370,1,31,Full
45,High School,No,104,1,28,Full
55,Bachelor,No,100,11,37,Full
52,High School,No,110,1,31,Full
30,PhD,Yes,107,13,9,Full
54,Masters,No,104,16,32,Full
52,Bachelor,No,106,10,30,Full
34,Bachelor,Yes,108,7,17,Full
46,High School,No,120,7,27,Full
45,High School,No,112,1,26,Full
30,PhD,No,2573,10,12,Full
43,High School,No,100,4,22,Full
49,Masters,No,106,6,33,Full
46,High School,No,94,8,24,Full
44,Masters,No,96,18,26,Full
56,Bachelor,No,109,5,39,Full
67,High School,No,5391,8,50,Full
44,Bachelor,No,8116,4,27,Full
37,High School,Yes,5186,4,16,Full
47,Bachelor,No,107,1,30,Full
52,Masters,No,105,6,36,Full
47,Masters,No,117,16,28,Full
33,High School,No,107,10,14,Full
48,High School,No,101,1,30,Full
52,High School,No,114,4,33,Full
50,Bachelor,No,92,7,31,Full
49,Masters,No,115,20,30,Full
36,High School,Yes,105,1,20,Full
57,Bachelor,No,109,11,41,Full
53,Bachelor,No,104,6,34,Full
42,PhD,No,100,14,25,Full
56,Bachelor,No,102,11,37,Full
21,High School,No,105,1,0,Ls
26,High School,No,9235,1,8,Full
39,High School,No,4036,1,18,Full
42,Masters,Yes,4541,12,22,Full
32,High School,No,1882,6,14,Full
54,Masters,No,96,12,34,Full
39,High School,No,4743,6,23,Full
39,Bachelor,No,102,11,23,Full
48,Masters,No,122,15,29,Full
45,Bachelor,No,112,9,25,Full
46,High School,No,3050,7,30,Full
51,Bachelor,No,108,10,35,Full
45,Bachelor,No,107,7,26,Full
40,High School,No,112,1,24,Full
59,Bachelor,No,91,13,39,Full
37,High School,No,106,1,19,Full
51,High School,No,102,1,35,Full
63,Masters,No,96,14,46,Full
40,High School,No,118,7,18,Full
41,Masters,No,98,14,20,Full
33,High School,No,104,1,17,Full
52,PhD,No,98,14,30,Full
38,High School,No,30,8,16,Full
51,Bachelor,No,96,10,30,Full
43,High School,No,100,1,25,Full
45,Bachelor,No,105,7,26,Full
42,Bachelor,Yes,87,11,21,Full
48,High School,No,3278,1,29,Full
32,High School,Yes,110,1,14,Full
52,Masters,No,106,12,33,Full
24,Bachelor,No,6049,5,2,P1
40,High School,No,4591,1,24,Full
55,High School,No,2200,1,35,Full
45,High School,Yes,108,1,29,Full
49,High School,No,99,9,29,Full
25,High School,No,8139,1,8,Full
63,High School,No,1467,9,45,Full
45,High School,No,2517,6,27,Full
37,Bachelor,No,89,10,21,Full
49,Bachelor,No,6499,13,30,Full
29,High School,No,96,12,11,Full
34,High School,No,111,1,14,Full
56,High School,No,111,1,37,Full
49,Masters,No,107,12,29,Full
33,High School,No,122,1,15,Full
54,High School,No,116,1,34,Full
39,Bachelor,No,2638,6,22,Full
44,Masters,No,119,13,24,Full
30,High School,No,95,9,14,Full
53,PhD,No,108,13,36,Full
39,Bachelor,No,120,4,23,Full
36,High School,No,8220,1,16,Full
29,Bachelor,No,102,8,10,Full
32,High School,No,2528,8,16,Full
51,High School,No,99,1,32,Full
49,Masters,No,102,15,32,Full
48,Masters,No,100,13,28,Full
56,Bachelor,No,106,2,37,Full
37,PhD,Yes,1483,13,21,Full
37,High School,No,686,1,19,Full
45,Masters,No,1874,15,28,Full
56,Bachelor,Yes,100,13,39,Full
73,Bachelor,No,103,14,54,Full
48,High School,No,5429,1,31,Full
48,High School,No,99,8,28,Full
45,Bachelor,Yes,5424,10,28,Full
33,Bachelor,No,92,9,12,Full
56,High School,Yes,96,6,36,Full
55,Masters,No,99,8,33,Full
55,High School,No,114,8,38,Full
54,Bachelor,No,103,12,33,Full
25,Bachelor,No,113,1,4,P2
42,High School,Yes,96,1,21,Full
41,Bachelor,No,35009,1,21,Full
56,Masters,No,108,15,35,Full
35,High School,No,111,9,19,Full
46,High School,No,108,4,30,Full
55,High School,No,2927,9,33,Full
33,Masters,Yes,93,17,16,Full
43,High School,No,92,1,26,Full
48,Bachelor,No,109,7,27,Full
33,High School,No,99,1,11,Full
49,Bachelor,Yes,92,10,32,Full
56,High School,No,99,8,36,Full
35,Bachelor,Yes,102,10,14,Full
48,High School,No,96,8,30,Full
56,Masters,No,97,13,39,Full
42,High School,No,96,9,20,Full
40,High School,No,118,4,19,Full
41,High School,Yes,4592,6,19,Full
56,PhD,No,38223,19,39,Full
40,Masters,No,108,14,19,Full
43,High School,No,3905,11,24,Full
55,PhD,No,104,17,33,Full
34,High School,No,116,1,17,Full
29,High School,No,1541,1,11,Full
47,Bachelor,Yes,97,13,26,Full
49,High School,No,96,12,33,Full
56,High School,Yes,5296,6,34,Full
38,High School,Yes,1906,6,16,Full
49,Bachelor,No,111,12,28,Full
30,Bachelor,No,103,1,11,Full
53,High School,No,105,1,34,Full
43,Masters,No,100,13,24,Full
39,Bachelor,Yes,3498,1,23,Full
44,Masters,No,100,16,22,Full
50,Bachelor,No,5358,8,30,Full
39,Bachelor,No,104,10,17,Full
45,Bachelor,No,762,16,24,Full
51,High School,No,15731,10,31,Full
51,Masters,No,102,11,35,Full
52,Masters,No,104,12,33,Full
33,Masters,No,3351,10,15,Full
37,Bachelor,No,102,14,21,Full
48,Bachelor,No,105,8,29,Full
27,High School,No,5354,6,8,Full
48,High School,Yes,96,7,31,Full
34,High School,Yes,3336,8,18,Full
39,High School,No,104,1,19,Full
37,Bachelor,No,5179,10,16,Full
52,High School,No,2985,1,33,Full
57,High School,No,120,1,37,Full
30,High School,No,111,5,10,Full
48,High School,No,18139,1,31,Full
47,Bachelor,No,96,14,30,Full
49,High School,No,98,9,33,Full
51,Bachelor,Yes,104,8,30,Full
46,Bachelor,No,118,4,30,Full
55,Masters,Yes,4284,1,36,Full
31,High School,No,4066,1,13,Full
62,Masters,No,105,16,40,Full
23,High School,No,109,8,4,P2
47,High School,No,103,7,27,Full
45,Masters,No,102,24,29,Full
36,High School,No,117,1,20,Full
46,Bachelor,No,111,8,25,Full
36,High School,No,97,8,20,Full
45,Bachelor,No,104,14,24,Full
40,Masters,No,29227,14,19,Full
40,Masters,No,15721,18,24,Full
60,Bachelor,No,98,12,42,Full
28,High School,No,120,1,9,Full
47,Bachelor,No,97,14,31,Full
52,High School,No,96,1,34,Full
33,Bachelor,No,96,9,16,Full
47,High School,No,112,7,29,Full
36,High School,Yes,2611,1,20,Full
59,Masters,Yes,105,17,37,Full
39,High School,No,116,1,17,Full
38,High School,No,105,3,22,Full
56,Bachelor,No,103,13,38,Full
43,Masters,No,107,16,27,Full
43,High School,No,97,11,27,Full
46,Bachelor,No,100,10,24,Full
36,Masters,No,96,13,18,Full
53,Masters,No,100,19,31,Full
30,High School,No,94,8,8,Full
30,High School,No,101,7,8,Full
42,High School,Yes,2277,6,23,Full
51,Masters,No,94,17,31,Full
40,High School,Yes,97,6,21,Full
35,High School,Yes,94,12,17,Full
47,Bachelor,No,2380,9,31,Full
44,High School,No,98,1,25,Full
42,High School,No,83,8,20,Full
61,Masters,No,106,9,43,Full
54,Bachelor,No,103,8,36,Full
53,Bachelor,Yes,95,13,31,Full
43,High School,No,7571,5,22,Full
52,Masters,No,103,12,31,Full
43,High School,No,15846,1,21,Full
49,High School,No,106,5,28,Full
39,Masters,No,3774,20,22,Full
50,PhD,No,124,17,34,Full
49,PhD,Yes,114,14,32,Full
48,High School,No,87,8,28,Full
55,PhD,No,100,10,33,Full
47,PhD,No,104,13,29,Full
48,Masters,No,103,21,30,Full
58,High School,No,101,1,37,Full
57,PhD,No,108,12,35,Full
34,High School,No,113,6,18,Full
58,High School,No,103,1,41,Full
27,High School,No,3280,9,10,Full
39,Bachelor,No,111,11,23,Full
50,PhD,No,106,5,33,Full
33,High School,No,103,1,12,Full
43,High School,No,5273,4,27,Full
40,High School,Yes,1207,1,18,Full
42,High School,Yes,7893,11,25,Full
45,High School,Yes,89,6,29,Full
54,High School,No,102,1,33,Full
54,Bachelor,No,95,11,34,Full
48,Masters,No,100,18,27,Full
43,PhD,No,94,12,21,Full
39,High School,No,3829,7,23,Full
57,PhD,No,34640,11,35,Full
29,High School,Yes,1807,7,13,Full
42,Bachelor,No,99,9,25,Full
45,Masters,No,99,11,28,Full
47,Masters,No,95,19,26,Full
53,Bachelor,No,99,10,32,Full
48,PhD,Yes,8363,18,32,Full
56,High School,No,94,1,40,Full
24,High School,No,3033,1,7,Full
63,Masters,Yes,8633,19,45,Full
42,High School,No,103,7,21,Full
41,High School,No,123,5,22,Full
55,Bachelor,No,9543,14,33,Full
49,High School,No,102,6,29,Full
41,High School,No,105,1,25,Full
43,Masters,Yes,112,16,26,Full
46,Bachelor,No,96,13,25,Full
40,PhD,No,100,5,21,Full
37,Masters,No,105,13,16,Full
40,PhD,Yes,103,19,24,Full
39,High School,No,107,6,22,Full
53,High School,No,1538,1,36,Full
42,High School,No,111,10,24,Full
58,High School,No,109,1,42,Full
41,High School,Yes,103,1,20,Full
30,High School,Yes,3518,8,8,Full
48,High School,No,99,1,26,Full
37,Masters,No,97,16,16,Full
43,PhD,No,100,17,24,Full
30,Bachelor,No,90,9,10,Full
47,High School,Yes,103,1,29,Full
44,High School,No,5153,8,24,Full
45,Bachelor,No,122,11,23,Full
57,PhD,Yes,95,13,35,Full
52,Masters,No,110,14,36,Full
53,Bachelor,No,100,9,34,Full
48,Bachelor,No,3177,12,29,Full
58,High School,No,101,5,36,Full
40,High School,Yes,4622,13,21,Full
36,PhD,No,98,18,19,Full
46,High School,No,90,6,27,Full
42,High School,No,99,7,25,Full
39,High School,No,5247,4,17,Full
39,High School,No,99,5,18,Full
36,High School,No,91,10,17,Full
52,High School,No,97,1,32,Full
43,Bachelor,No,106,9,23,Full
49,High School,No,101,5,30,Full
34,High School,No,105,6,15,Full
53,Bachelor,Yes,107,14,36,Full
25,High School,No,4934,1,8,Full
44,Bachelor,Yes,100,5,27,Full
38,High School,No,112,1,22,Full
38,High School,Yes,4102,1,16,Full
42,Masters,No,111,16,25,Full
28,Bachelor,No,2730,10,11,Full
42,High School,No,99,10,26,Full
34,High School,No,97,8,15,Full
38,High School,Yes,15871,8,20,Full
36,High School,No,110,1,20,Full
33,Bachelor,No,106,7,16,Full
56,PhD,No,97,15,40,Full
49,High School,Yes,106,10,27,Full
34,High School,Yes,103,7,14,Full
33,High School,No,107,1,13,Full
48,High School,No,2251,1,26,Full
46,High School,No,115,8,27,Full
32,High School,Yes,104,1,15,Full
45,High School,No,97,5,25,Full
45,High School,No,95,5,29,Full
41,High School,No,114,6,19,Full
56,High School,No,102,6,39,Full
49,Bachelor,No,4306,12,27,Full
40,High School,No,110,1,21,Full
43,High School,No,3974,1,26,Full
54,High School,No,5161,1,37,Full
47,Bachelor,Yes,95,13,31,Full
34,High School,No,99,8,13,Full
41,Bachelor,Yes,105,9,24,Full
69,High School,No,108,1,53,Full
56,PhD,Yes,110,17,40,Full
33,Masters,No,99,24,16,Full
61,High School,No,110,9,40,Full
41,Masters,No,99,14,22,Full
30,High School,No,95,9,9,Full
44,High School,No,101,13,25,Full
49,Bachelor,No,102,11,31,Full
48,High School,No,3374,1,28,Full
42,High School,No,2581,1,25,Full
46,Masters,No,108,17,29,Full
42,PhD,No,99,16,26,Full
36,High School,No,3404,1,17,Full
50,Masters,Yes,99,20,29,Full
45,High School,No,117,7,24,Full
55,High School,No,102,4,38,Full
41,High School,No,105,1,22,Full
47,Bachelor,No,99,8,26,Full
34,High School,No,108,3,16,Full
57,High School,Yes,103,5,36,Full
51,High School,No,4824,1,34,Full
40,Bachelor,No,104,9,24,Full
56,Bachelor,No,102,7,37,Full
56,PhD,No,93,10,34,Full
56,PhD,No,112,15,36,Full
42,High School,No,114,1,23,Full
43,Bachelor,No,106,9,24,Full
28,High School,No,105,1,7,Full
26,Bachelor,No,88,8,6,Full
33,Bachelor,No,104,9,14,Full
49,Masters,No,101,7,31,Full
41,Masters,No,99,20,20,Full
41,High School,Yes,103,1,24,Full
59,Bachelor,No,1098,11,42,Full
44,Bachelor,No,100,14,27,Full
51,Masters,No,97,10,29,Full
40,Masters,Yes,104,14,19,Full
25,High School,No,6185,7,6,Full
48,High School,No,95,1,28,Full
38,Bachelor,No,100,11,19,Full
37,Masters,No,89,13,20,Full
57,PhD,No,103,11,37,Full
45,High School,No,101,6,28,Full
43,Bachelor,No,108,5,26,Full
62,Bachelor,Yes,101,8,44,Full
46,High School,No,879,11,28,Full
42,Masters,No,91,16,23,Full
48,High School,No,97,7,30,Full
46,High School,No,94,9,26,Full
41,Bachelor,No,100,13,25,Full
53,PhD,No,99,12,33,Full
36,Bachelor,No,4940,6,19,Full
48,High School,No,111,6,27,Full
61,High School,No,99,8,44,Full
48,Bachelor,No,102,1,27,Full
59,Bachelor,No,100,10,41,Full
47,PhD,No,107,16,30,Full
52,Masters,Yes,102,16,36,Full
40,Bachelor,Yes,99,13,21,Full
40,Masters,No,108,18,21,Full
47,High School,No,104,7,27,Full
68,PhD,No,105,10,47,Full
38,High School,No,102,1,16,Full
65,PhD,No,96,11,46,Full
39,Bachelor,Yes,96,11,21,Full
52,High School,Yes,1840,9,34,Full
41,PhD,No,110,4,19,Full
46,Masters,No,2349,19,29,Full
52,High School,No,103,1,34,Full
31,High School,No,5632,1,13,Full
54,Masters,No,2635,16,35,Full
34,High School,No,110,1,13,Full
46,High School,Yes,93,1,30,Full
48,High School,No,1978,1,31,Full
63,Masters,No,97,22,43,Full
50,Masters,No,104,10,31,Full
53,Bachelor,No,110,8,36,Full
61,High School,No,1459,9,39,Full
37,High School,No,96,9,18,Full
45,Bachelor,No,110,1,27,Full
54,Bachelor,No,103,10,32,Full
42,Bachelor,No,109,13,22,Full
43,PhD,Yes,105,15,23,Full
36,High School,Yes,112,1,15,Full
50,PhD,No,95,8,34,Full
46,Masters,Yes,99,22,29,Full
60,High School,Yes,4460,9,39,Full
26,Masters,No,3851,17,6,Full
38,Masters,No,101,10,19,Full
44,Bachelor,No,107,1,27,Full
43,High School,No,93,10,25,Full
52,High School,No,2344,5,36,Full
33,Masters,No,107,13,15,Full
41,High School,No,100,7,20,Full
50,High School,No,6203,7,30,Full
44,High School,No,101,1,26,Full
25,High School,No,3311,5,6,Full
47,High School,No,2724,1,28,Full
46,Bachelor,Yes,1107,7,29,Full
29,Bachelor,No,106,13,13,Full
43,High School,No,101,5,27,Full
40,Masters,Yes,100,14,21,Full
39,High School,No,101,5,21,Full
32,High School,No,3868,1,14,Full
42,High School,No,105,1,21,Full
46,High School,No,115,1,29,Full
47,Masters,No,101,15,27,Full
40,High School,No,111,7,20,Full
39,High School,No,91,9,22,Full
48,High School,No,100,1,26,Full
37,Masters,No,4165,15,15,Full
40,High School,No,110,1,20,Full
43,Bachelor,No,95,12,24,Full
39,Bachelor,No,125,13,23,Full
34,High School,No,114,1,12,Full
55,PhD,Yes,105,16,34,Full
45,Bachelor,No,112,1,29,Full
50,PhD,No,1373,9,30,Full
50,High School,No,108,1,30,Full
66,Bachelor,No,101,9,46,Full
40,Bachelor,No,87,9,24,Full
58,High School,No,6528,8,38,Full
45,High School,No,96,8,27,Full
45,Masters,No,101,18,27,Full
46,Bachelor,No,101,9,27,Full
57,PhD,No,4117,13,40,Full
48,High School,No,102,1,26,Full
46,High School,No,2582,1,24,Full
37,Bachelor,No,91,9,18,Full
52,Bachelor,No,93,14,31,Full
43,PhD,No,94,12,27,Full
30,Bachelor,No,98,12,8,Full
25,Bachelor,No,95,10,7,Full
49,Masters,No,93,16,32,Full
56,Masters,No,109,7,35,Full
30,High School,No,3853,10,12,Full
43,Masters,No,103,13,23,Full
41,Bachelor,Yes,100,14,25,Full
49,High School,No,103,8,32,Full
36,High School,No,114,1,17,Full
44,High School,No,115,1,23,Full
46,Masters,No,103,18,30,Full
52,High School,No,90,10,33,Full
48,PhD,No,102,13,26,Full
47,High School,No,3344,7,25,Full
46,Bachelor,Yes,100,11,25,Full
52,Bachelor,No,103,1,33,Full
63,Masters,No,99,5,44,Full
51,PhD,No,90,16,29,Full
56,PhD,No,97,15,36,Full
39,High School,No,104,6,20,Full
37,Masters,No,102,14,19,Full
40,High School,No,109,1,19,Full
45,PhD,No,105,17,28,Full
48,Masters,No,3539,14,31,Full
55,Bachelor,No,103,5,33,Full
44,High School,No,107,1,28,Full
37,Bachelor,No,100,11,19,Full
42,High School,No,107,1,23,Full
47,High School,No,98,7,25,Full
38,High School,No,106,5,17,Full
39,High School,No,113,1,21,Full
53,Bachelor,Yes,97,11,31,Full
48,High School,No,96,1,29,Full
56,Masters,No,99,20,37,Full
47,Bachelor,Yes,1469,-3,30,Full
53,PhD,No,109,16,32,Full
45,Masters,Yes,5329,10,25,Full
39,High School,No,104,1,17,Full
57,High School,No,102,5,41,Full
39,Bachelor,No,103,14,22,Full
52,Masters,No,103,17,30,Full
28,High School,No,3979,7,9,Full
36,Bachelor,No,91,11,20,Full
43,Bachelor,No,103,18,21,Full
48,Masters,Yes,90,23,29,Full
53,PhD,No,111,17,31,Full
27,High School,No,3444,7,10,Full
49,Masters,No,5521,10,27,Full
44,High School,No,105,1,25,Full
47,High School,No,94,8,31,Full
37,High School,No,100,10,18,Full
40,High School,No,112,1,23,Full
48,High School,No,101,7,29,Full
37,High School,Yes,5159,1,15,Full
56,High School,No,115,1,40,Full
56,Masters,No,98,12,38,Full
45,High School,No,101,1,27,Full
66,Bachelor,No,106,1,46,Full
37,High School,No,726,1,17,Full
47,High School,Yes,43492,4,30,Full
37,Bachelor,No,90,13,16,Full
57,PhD,No,107,14,35,Full
43,PhD,No,105,13,24,Full
48,Bachelor,No,103,6,27,Full
41,Masters,No,90,18,22,Full
58,Bachelor,No,64182,1,36,Full
52,PhD,No,110,15,33,Full
44,High School,No,104,8,27,Full
41,High School,No,106,1,19,Full
37,High School,No,82,8,20,Full
38,High School,No,101,1,17,Full
44,High School,No,6293,1,22,Full
29,High School,No,118,7,10,Full
34,High School,No,109,8,18,Full
27,High School,No,2103,1,10,Full
47,Bachelor,No,4232,7,25,Full
42,High School,No,100,7,20,Full
49,Bachelor,No,91,13,27,Full
51,High School,No,109,6,31,Full
43,Bachelor,No,118,5,27,Full
52,PhD,No,104,16,31,Full
47,High School,No,115,1,29,Full
48,Bachelor,No,100,5,29,Full
44,Bachelor,No,1168,1,24,Full
33,Masters,Yes,93,11,13,Full
36,Bachelor,No,99,7,16,Full
47,Masters,No,116,12,27,Full
45,PhD,No,97,16,23,Full
27,High School,No,91,8,6,Full
44,High School,No,100,12,25,Full
38,Bachelor,No,101,14,18,Full
35,Masters,No,3981,9,14,Full
46,High School,No,100,1,26,Full
34,Bachelor,No,109,7,18,Full
51,Bachelor,No,106,10,30,Full
53,Masters,No,94,15,36,Full
54,Masters,No,99,17,36,Full
54,Bachelor,No,99,10,32,Full
59,Bachelor,No,94,11,40,Full
36,High School,No,100,1,18,Full
29,High School,No,99,1,11,Full
51,Bachelor,No,120,5,30,Full
40,Bachelor,No,91,9,23,Full
54,Bachelor,No,96,13,35,Full
41,Bachelor,No,1921,10,25,Full
58,Bachelor,No,1261,12,41,Full
42,High School,No,103,1,22,Full
50,High School,No,2977,1,28,Full
42,PhD,No,111,18,22,Full
33,Bachelor,No,122,4,15,Full
46,Masters,No,102,20,30,Full
41,High School,No,104,1,23,Full
34,Masters,No,95,21,13,Full
40,Bachelor,No,4185,7,18,Full
48,Bachelor,No,94,10,26,Full
55,Masters,No,98,17,35,Full
43,Masters,No,102,10,24,Full
37,High School,No,113,1,20,Full
35,High School,No,105,5,19,Full
43,High School,No,6777,1,26,Full
36,High School,No,7345,7,19,Full
57,Masters,No,96,13,39,Full
53,PhD,No,3041,23,31,Full
45,Masters,No,101,13,23,Full
45,PhD,No,107,12,25,Full
37,High School,No,113,1,21,Full
35,High School,No,4405,1,18,Full
50,High School,No,93,8,34,Full
64,Masters,No,102,9,42,Full
55,High School,No,109,1,39,Full
37,Bachelor,No,107,8,17,Full
54,Bachelor,No,99,13,37,Full
43,Masters,No,103,14,21,Full
44,High School,Yes,4337,7,28,Full
52,Masters,No,97,22,36,Full
42,High School,No,103,1,25,Full
36,High School,No,92,1,19,Full
52,PhD,No,104,10,35,Full
51,PhD,No,107,14,33,Full
60,High School,No,103,1,43,Full
46,Bachelor,No,106,7,26,Full
46,Bachelor,No,109,1,30,Full
44,High School,No,3887,1,26,Full
44,Masters,No,95,19,27,Full
56,Bachelor,No,104,11,34,Full
36,PhD,No,86,18,14,Full
52,High School,No,101,1,33,Full
46,Masters,No,108,14,28,Full
38,High School,No,111,1,20,Full
57,Bachelor,No,99,8,36,Full
44,Masters,No,99,20,22,Full
49,Masters,No,101,12,31,Full
43,High School,No,103,1,25,Full
48,Bachelor,No,101,9,32,Full
51,Masters,Yes,105,14,30,Full
36,Bachelor,No,107,1,14,Full
45,Masters,No,99,17,29,Full
50,PhD,Yes,96,11,29,Full
47,Masters,No,5899,17,29,Full
59,High School,No,6639,9,40,Full
45,Bachelor,Yes,4290,12,28,Full
58,High School,No,104,1,37,Full
43,High School,No,98,9,22,Full
50,Masters,No,105,21,32,Full
38,Bachelor,No,94,9,20,Full
33,Bachelor,No,100,14,16,Full
37,High School,Yes,7552,1,21,Full
43,High School,No,4322,7,22,Full
40,Bachelor,No,100,10,22,Full
35,Masters,No,92,11,17,Full
39,High School,No,89,9,21,Full
38,High School,Yes,7052,1,20,Full
39,High School,No,18689,8,22,Full
46,Bachelor,No,42523,9,30,Full
45,Masters,No,98,12,26,Full
52,High School,Yes,6752,1,35,Full
50,High School,No,102,9,31,Full
51,High School,No,97,1,29,Full
47,Bachelor,No,112,1,28,Full
53,Bachelor,No,109,12,36,Full
40,Bachelor,No,108,12,24,Full
37,Bachelor,No,109,10,21,Full
34,High School,No,3964,1,13,Full
53,Bachelor,No,5787,11,37,Full
46,Masters,No,113,11,29,Full
40,Masters,No,5438,2,23,Full
42,PhD,No,99,13,22,Full
49,High School,No,111,5,27,Full
51,Bachelor,No,99,12,34,Full
33,High School,No,111,4,13,Full
49,High School,No,2928,11,30,Full
46,Masters,No,99,14,29,Full
54,High School,No,94,6,34,Full
43,High School,No,98,6,27,Full
30,High School,No,1691,1,9,Full
70,Bachelor,No,99,8,51,Full
36,High School,No,110,1,19,Full
63,Masters,No,104,21,42,Full
47,Masters,No,110,22,29,Full
32,High School,No,77907,6,10,Full
36,Bachelor,No,615,15,17,Full
47,High School,No,96,8,26,Full
60,PhD,No,102,13,41,Full
62,High School,No,2492,4,42,Full
52,Masters,No,100,19,35,Full
54,Masters,No,108,15,34,Full
51,High School,No,2912,1,32,Full
40,Bachelor,No,106,13,24,Full
43,High School,No,115,1,26,Full
49,High School,No,105,1,32,Full
24,Bachelor,Yes,4737,5,3,P2
41,High School,No,111,1,20,Full
39,High School,No,100,7,17,Full
34,High School,No,114,1,17,Full
33,Bachelor,No,2907,9,12,Full
50,Masters,No,7635,1,34,Full
53,Masters,No,5188,10,34,Full
31,High School,No,95,7,13,Full
57,PhD,No,115,11,38,Full
62,Masters,Yes,103,20,46,Full
59,High School,No,105,8,39,Full
34,High School,No,4442,1,14,Full
41,High School,No,112,1,20,Full
35,Bachelor,No,3492,11,17,Full
47,High School,No,102,1,27,Full
49,High School,No,113,8,33,Full
39,High School,No,1779,1,21,Full
47,Bachelor,No,4055,15,31,Full
29,High School,No,117,8,12,Full
46,PhD,No,96,14,26,Full
49,High School,No,104,1,28,Full
57,High School,No,3654,9,35,Full
52,Bachelor,No,101,13,35,Full
50,Bachelor,Yes,3953,13,31,Full
46,PhD,No,98,14,24,Full
50,Masters,No,96,18,28,Full
53,Bachelor,No,107,11,36,Full
38,Bachelor,Yes,2413,10,18,Full
43,Masters,No,6730,10,24,Full
43,Bachelor,No,92,13,23,Full
45,Masters,No,3182,19,25,Full
24,Bachelor,Yes,4515,10,4,P2
45,High School,No,108,10,29,Full
24,Bachelor,No,5100,13,3,P2
45,High School,No,106,9,23,Full
41,Masters,Yes,5853,13,21,Full
52,High School,No,117,5,33,Full
29,High School,No,108,7,10,Full
53,Masters,No,1363,1,35,Full
30,Bachelor,No,112,7,10,Full
51,Bachelor,No,100,1,35,Full
47,High School,No,104,1,27,Full
44,Masters,No,98,17,23,Full
38,Bachelor,No,104,12,16,Full
50,High School,No,103,1,31,Full
51,Bachelor,No,104,11,34,Full
43,PhD,No,98,12,21,Full
40,High School,No,108,7,20,Full
46,Bachelor,No,105,7,30,Full
47,Masters,No,106,8,28,Full
47,High School,No,104,1,27,Full
41,Masters,No,123,1,20,Full
46,Masters,No,2758,21,24,Full
54,High School,Yes,554,7,32,Full
38,High School,No,104,1,20,Full
37,Bachelor,Yes,102,5,20,Full
48,High School,No,92,10,26,Full
44,High School,No,106,8,25,Full
53,High School,No,8131,6,35,Full
37,Bachelor,No,92,10,18,Full
57,Bachelor,No,3773,8,36,Full
41,High School,No,104,1,24,Full
54,Masters,No,99,20,36,Full
49,Masters,No,115,4,31,Full
56,Bachelor,No,103,6,39,Full
36,Bachelor,No,104,9,15,Full
47,High School,No,5440,9,30,Full
60,High School,No,99,7,39,Full
41,High School,No,109,1,24,Full
44,High School,No,94,9,25,Full
33,High School,Yes,107,11,12,Full
46,High School,No,102,3,27,Full
58,Bachelor,No,107,10,42,Full
31,High School,Yes,110,1,13,Full
43,High School,No,111,5,25,Full
44,Masters,No,895,16,22,Full
41,Masters,Yes,99,10,20,Full
37,High School,Yes,2782,1,17,Full
49,PhD,No,116,1,31,Full
42,High School,No,97,9,26,Full
47,Bachelor,No,1487,10,31,Full
38,High School,Yes,104,11,21,Full
46,Masters,No,92,16,28,Full
46,High School,No,110,10,30,Full
53,Bachelor,No,123,1,36,Full
46,High School,No,114,4,24,Full
32,High School,No,119,1,11,Full
63,High School,No,107,6,47,Full
40,High School,No,115,1,22,Full
39,Bachelor,Yes,93,10,17,Full
43,High School,No,103,1,21,Full
41,PhD,No,106,11,19,Full
49,Bachelor,No,99,10,31,Full
51,High School,No,95,9,34,Full
45,Masters,No,98,21,27,Full
59,High School,No,103,1,42,Full
57,Masters,No,93,15,39,Full
50,Bachelor,No,112,5,30,Full
47,High School,No,2440,8,30,Full
26,High School,No,2992,7,6,Full
54,High School,Yes,3392,8,33,Full
43,High School,No,111,1,25,Full
61,High School,No,5603,6,39,Full
51,High School,No,111,5,30,Full
46,High School,No,112,5,27,Full
28,High School,No,119,7,10,Full
44,Bachelor,No,108,9,23,Full
40,High School,No,3985,13,19,Full
44,PhD,No,102,15,22,Full
47,Bachelor,No,105,9,25,Full
51,Bachelor,No,105,14,32,Full
40,High School,No,93,9,22,Full
45,Bachelor,No,102,11,28,Full
40,High School,No,104,1,24,Full
45,Masters,No,3952,15,28,Full
58,Masters,No,4366,16,37,Full
37,Bachelor,No,114,1,18,Full
51,Masters,No,108,14,33,Full
60,Bachelor,No,101,8,42,Full
56,High School,No,99,1,38,Full
46,Bachelor,No,96,9,30,Full
33,Masters,No,95,20,17,Full
44,High School,Yes,1257,6,27,Full
36,High School,No,5524,6,15,Full
42,High School,Yes,110,9,25,Full
47,High School,No,109,4,28,Full
36,Bachelor,No,96,9,20,Full
50,High School,No,121,1,30,Full
34,Masters,No,105,18,17,Full
53,High School,No,122,1,32,Full
43,High School,No,106,1,21,Full
40,High School,No,100,9,20,Full
48,PhD,Yes,102,14,31,Full
41,Masters,No,94,15,20,Full
41,High School,No,100,1,21,Full
46,High School,Yes,3793,10,24,Full
48,High School,Yes,97,5,26,Full
56,High School,No,101,6,36,Full
50,High School,No,113,1,33,Full
51,Bachelor,No,91,10,35,Full
36,High School,No,104,3,19,Full
