driverAge,educationLevel,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
48,High School,106,0,1,30,Full
43,High School,111,0,6,21,Full
50,Masters,94,0,19,28,Full
45,High School,7861,0,5,28,Full
62,High School,98,0,9,42,Full
40,Bachelor,110,0,12,23,Full
26,High School,4681,0,1,6,Full
57,Masters,100,0,16,38,Full
41,High School,128,0,1,25,Full
51,Masters,99,0,16,30,Full
45,Masters,111,0,19,28,Full
41,High School,127,0,5,25,Full
62,Masters,102,0,13,42,Full
47,Bachelor,106,0,1,26,Full
52,High School,96,0,8,31,Full
43,High School,106,0,1,23,Full
55,Bachelor,107,0,7,34,Full
51,High School,6001,0,1,29,Full
39,High School,103,0,9,23,Full
39,High School,4953,0,9,20,Full
55,Masters,96,0,15,38,Full
52,High School,109,0,1,30,Full
39,Bachelor,6190,0,9,23,Full
49,Masters,97,0,15,29,Full
40,Masters,105,0,19,23,Full
51,Masters,103,0,18,29,Full
32,Bachelor,3585,0,10,11,Full
40,Masters,115,0,24,23,Full
48,Bachelor,112,0,15,30,Full
39,Bachelor,107,0,9,22,Full
40,Masters,97,0,15,21,Full
41,Masters,96,0,17,25,Full
55,Bachelor,99,1,11,36,Full
35,Bachelor,95,0,10,17,Full
47,Bachelor,108,0,13,28,Full
47,Bachelor,91,1,9,30,Full
32,High School,7776,0,8,15,Full
48,Bachelor,108,0,11,31,Full
27,High School,111,0,1,11,Full
51,Masters,96,0,20,31,Full
43,High School,116,1,1,21,Full
46,Bachelor,113,0,7,24,Full
47,Bachelor,102,0,6,27,Full
51,Masters,100,0,15,33,Full
58,Bachelor,1322,0,1,39,Full
42,Bachelor,90,0,13,22,Full
47,Masters,101,0,16,31,Full
40,Masters,101,0,14,23,Full
33,Masters,114,0,18,15,Full
47,High School,109,0,1,30,Full
49,Bachelor,95,0,9,33,Full
46,High School,103,0,10,24,Full
31,Bachelor,111,0,8,14,Full
47,High School,113,0,6,31,Full
56,PhD,97,0,18,37,Full
45,High School,101,1,1,29,Full
31,High School,692,0,6,12,Full
26,Bachelor,114,0,7,7,Full
29,High School,112,0,1,10,Full
50,Masters,19247,0,13,33,Full
50,High School,104,0,1,33,Full
34,Bachelor,124,0,6,17,Full
46,Bachelor,94,0,9,28,Full
53,High School,97,0,9,35,Full
48,Bachelor,116,0,7,27,Full
52,PhD,113,1,7,31,Full
35,Bachelor,100,1,7,15,Full
43,PhD,100,0,23,25,Full
44,Bachelor,106,0,8,27,Full
36,High School,4286,0,7,18,Full
55,Bachelor,108,0,5,37,Full
57,High School,4903,0,1,39,Full
56,Masters,105,0,18,36,Full
43,Bachelor,1956,1,9,24,Full
34,PhD,6250,1,15,17,Full
50,High School,1697,0,9,33,Full
49,Bachelor,103,1,11,28,Full
59,Masters,100,0,10,39,Full
35,Bachelor,91,0,11,19,Full
62,Masters,97,1,10,43,Full
45,Masters,105,0,17,25,Full
33,High School,107,0,9,16,Full
56,PhD,87,0,20,38,Full
55,Masters,97,0,19,35,Full
30,High School,111,0,1,8,Full
47,High School,100,0,6,31,Full
62,Bachelor,110,0,1,42,Full
44,Bachelor,116,0,13,28,Full
58,PhD,95,0,15,37,Full
39,High School,100,0,11,19,Full
55,High School,108,0,1,34,Full
47,High School,96,0,3,31,Full
36,High School,706,0,1,16,Full
54,High School,116,0,1,32,Full
43,Masters,105,1,16,27,Full
50,Bachelor,100,0,10,34,Full
44,Bachelor,96,0,12,22,Full
36,Bachelor,7841,0,1,16,Full
39,High School,4192,0,6,22,Full
41,Masters,94,0,19,21,Full
49,High School,2648,0,1,32,Full
47,Masters,111,0,15,31,Full
24,Bachelor,2009,1,0,3,P2
33,Bachelor,106,0,9,13,Full
55,Masters,104,0,19,33,Full
40,Masters,3432,0,11,24,Full
46,Masters,99,0,12,29,Full
50,Masters,101,0,17,30,Full
29,Bachelor,90,0,8,9,Full
56,Bachelor,121,0,1,36,Full
45,Masters,104,0,16,26,Full
38,Bachelor,108,0,7,17,Full
55,Masters,108,0,13,38,Full
46,High School,106,0,1,30,Full
42,High School,91,0,10,26,Full
51,PhD,106,0,10,31,Full
32,High School,97,0,6,14,Full
44,High School,3454,0,1,26,Full
45,Masters,99,0,15,26,Full
59,High School,107,1,1,43,Full
48,Bachelor,1853,0,7,28,Full
47,High School,104,0,7,28,Full
47,High School,107,0,1,27,Full
35,High School,4198,0,6,19,Full
43,PhD,100,0,17,25,Full
35,High School,120,0,1,14,Full
49,Bachelor,108,1,11,32,Full
47,Masters,101,0,23,30,Full
51,Bachelor,112,0,12,31,Full
61,High School,1993,0,7,42,Full
49,Bachelor,108,0,7,27,Full
45,High School,98,0,1,28,Full
47,High School,99,0,7,28,Full
44,Bachelor,8284,0,12,22,Full
30,High School,108,0,1,14,Full
56,Masters,106,0,15,36,Full
42,Bachelor,6222,0,14,21,Full
37,High School,107,0,1,18,Full
43,Bachelor,110,1,11,23,Full
30,High School,103,0,1,13,Full
50,High School,4753,0,9,32,Full
46,High School,102,0,1,30,Full
47,High School,98,0,8,30,Full
44,Bachelor,2327,0,5,23,Full
34,Bachelor,118,0,7,14,Full
41,Masters,106,0,19,22,Full
41,Bachelor,97,0,10,19,Full
38,Bachelor,96,0,7,16,Full
52,High School,100,0,1,30,Full
40,High School,92,0,1,20,Full
45,High School,106,1,7,26,Full
40,Bachelor,95,0,15,20,Full
49,High School,98,0,1,27,Full
58,Bachelor,6001,0,12,42,Full
37,High School,94,0,5,19,Full
60,Masters,98,0,14,39,Full
45,High School,101,0,1,26,Full
45,High School,100,0,1,28,Full
43,High School,100,0,1,25,Full
43,High School,7505,1,4,27,Full
44,Bachelor,97,0,15,22,Full
44,High School,4301,0,6,25,Full
54,High School,98,1,4,34,Full
52,PhD,107,0,10,31,Full
46,Bachelor,96,0,8,25,Full
50,Masters,118,0,15,30,Full
40,Bachelor,106,0,11,22,Full
56,Masters,101,0,12,36,Full
49,Bachelor,109,0,8,31,Full
49,Bachelor,116,0,12,31,Full
52,High School,117,0,8,35,Full
49,High School,6088,0,1,27,Full
43,High School,103,0,6,26,Full
42,High School,96,1,8,25,Full
43,Bachelor,104,0,1,23,Full
37,High School,109,0,8,18,Full
41,Masters,97,0,12,22,Full
43,Bachelor,100,0,9,26,Full
43,Bachelor,3686,0,8,26,Full
53,Bachelor,3822,1,10,34,Full
50,Masters,88,0,12,33,Full
49,PhD,91,0,21,31,Full
47,High School,109,1,1,31,Full
44,High School,113,0,0,22,Full
45,Masters,97,0,19,24,Full
53,Masters,8067,0,11,35,Full
49,Bachelor,101,0,5,30,Full
55,Bachelor,113,1,13,38,Full
41,High School,112,0,1,25,Full
38,High School,1232,0,1,21,Full
37,High School,104,0,10,16,Full
44,High School,7907,1,6,23,Full
47,Masters,95,0,20,29,Full
62,PhD,3331,0,17,41,Full
51,Bachelor,101,0,1,30,Full
40,Bachelor,112,0,1,19,Full
47,High School,115,1,6,26,Full
60,PhD,113,0,6,43,Full
47,Masters,96,1,18,26,Full
39,High School,103,0,9,21,Full
48,Masters,2524,0,20,32,Full
38,Masters,5610,0,12,18,Full
46,High School,123,0,4,26,Full
52,PhD,97,0,18,36,Full
25,High School,7862,0,1,3,P2
47,Masters,121,0,1,30,Full
44,PhD,7833,0,19,23,Full
39,High School,109,0,8,17,Full
37,High School,3682,0,1,17,Full
52,Bachelor,106,0,10,30,Full
51,Bachelor,102,1,7,33,Full
36,High School,867,0,1,16,Full
50,Bachelor,101,0,1,32,Full
47,Bachelor,100,0,11,26,Full
43,Masters,106,0,19,21,Full
52,High School,7027,0,1,36,Full
45,Bachelor,2175,0,2,25,Full
32,Masters,104,0,19,16,Full
49,PhD,100,0,10,30,Full
37,High School,88,0,8,15,Full
49,High School,114,0,1,33,Full
28,High School,3350,0,5,7,Full
41,High School,87,0,6,21,Full
41,Bachelor,120,0,6,20,Full
66,Masters,99,0,17,48,Full
44,High School,103,0,1,28,Full
38,High School,106,0,1,18,Full
48,Masters,108,0,21,31,Full
58,PhD,100,0,14,40,Full
45,Masters,97,0,16,28,Full
37,High School,108,0,1,15,Full
45,Bachelor,111,0,7,28,Full
49,Bachelor,107,0,3,28,Full
42,High School,2012,0,7,23,Full
38,High School,1683,0,1,22,Full
51,Bachelor,100,0,11,34,Full
46,Bachelor,103,0,8,28,Full
54,High School,6424,0,7,37,Full
38,Bachelor,93,0,6,16,Full
49,Masters,101,0,18,28,Full
48,Masters,108,0,14,29,Full
30,High School,5555,1,8,10,Full
46,High School,107,0,6,25,Full
39,PhD,101,0,20,21,Full
32,Bachelor,35577,0,10,14,Full
48,High School,3549,0,1,28,Full
53,Bachelor,100,1,6,31,Full
55,Masters,99,0,10,36,Full
45,High School,104,1,3,26,Full
29,High School,116,0,1,13,Full
53,High School,111,0,7,32,Full
49,High School,8584,0,1,31,Full
48,Bachelor,116,0,10,32,Full
31,High School,347,0,1,10,Full
51,Bachelor,112,1,6,34,Full
38,Bachelor,9249,0,9,22,Full
33,High School,5779,0,7,17,Full
46,PhD,4395,0,19,25,Full
48,Bachelor,4043,0,7,27,Full
31,High School,4321,0,1,11,Full
60,Bachelor,2628,0,13,44,Full
46,High School,8696,1,7,25,Full
36,Masters,101,0,13,19,Full
39,PhD,3427,0,18,17,Full
27,Bachelor,5648,1,9,5,Full
37,Bachelor,96,1,14,21,Full
41,High School,122,0,1,22,Full
47,Bachelor,112,0,1,31,Full
46,High School,3720,1,11,25,Full
43,Bachelor,111,0,6,22,Full
39,High School,111,0,6,19,Full
37,Bachelor,104,0,3,17,Full
50,Masters,97,0,19,30,Full
61,High School,93,0,6,45,Full
61,PhD,98,0,19,44,Full
52,Bachelor,97,0,12,30,Full
44,High School,105,0,6,26,Full
32,High School,1282,1,6,12,Full
32,PhD,102,0,7,16,Full
33,High School,224,1,6,15,Full
41,Bachelor,107,0,10,20,Full
46,Bachelor,6611,0,12,25,Full
39,High School,100,0,1,20,Full
57,Bachelor,97,0,12,38,Full
43,High School,1664,0,11,23,Full
42,High School,121,0,1,22,Full
19,High School,102,0,5,-3,Ls
57,High School,124,0,4,38,Full
58,PhD,107,0,14,38,Full
56,High School,108,0,1,34,Full
48,Masters,3760,0,11,27,Full
46,Masters,94,1,12,27,Full
42,High School,96,0,11,26,Full
43,Masters,116,0,4,25,Full
37,PhD,2075,0,12,21,Full
38,High School,117,0,7,19,Full
58,Bachelor,106,0,5,42,Full
51,High School,105,0,6,32,Full
53,Bachelor,109,0,11,31,Full
51,Masters,106,0,19,35,Full
34,Bachelor,101,0,12,16,Full
48,Bachelor,1133,0,8,29,Full
46,Masters,98,1,13,26,Full
41,PhD,104,0,13,21,Full
54,Bachelor,99,0,7,34,Full
41,High School,105,0,3,19,Full
33,Bachelor,4220,0,7,14,Full
51,High School,4370,1,1,31,Full
45,High School,104,0,1,28,Full
55,Bachelor,100,0,11,37,Full
52,High School,110,0,1,31,Full
30,PhD,104,1,13,9,Full
54,Masters,104,0,16,32,Full
52,Bachelor,106,0,10,30,Full
34,Bachelor,108,1,7,17,Full
46,High School,120,0,7,27,Full
45,High School,112,0,1,26,Full
30,PhD,2573,0,10,12,Full
43,High School,100,0,4,22,Full
49,Masters,106,0,6,33,Full
46,High School,94,0,8,24,Full
44,Masters,96,0,18,26,Full
56,Bachelor,109,0,5,39,Full
67,High School,5391,0,8,50,Full
44,Bachelor,8116,0,4,27,Full
37,High School,5186,1,4,16,Full
47,Bachelor,107,0,1,30,Full
52,Masters,105,0,6,36,Full
47,Masters,117,0,16,28,Full
33,High School,107,0,10,14,Full
48,High School,101,0,1,30,Full
52,High School,114,0,4,33,Full
50,Bachelor,92,0,7,31,Full
49,Masters,115,0,20,30,Full
36,High School,105,1,1,20,Full
57,Bachelor,109,0,11,41,Full
53,Bachelor,104,0,6,34,Full
42,PhD,100,0,14,25,Full
56,Bachelor,102,0,11,37,Full
21,High School,105,0,1,0,Ls
26,High School,9235,0,1,8,Full
39,High School,4036,0,1,18,Full
42,Masters,4541,1,12,22,Full
32,High School,1882,0,6,14,Full
54,Masters,96,0,12,34,Full
39,High School,4743,0,6,23,Full
39,Bachelor,102,0,11,23,Full
48,Masters,122,0,15,29,Full
45,Bachelor,112,0,9,25,Full
46,High School,3050,0,7,30,Full
51,Bachelor,108,0,10,35,Full
45,Bachelor,107,0,7,26,Full
40,High School,112,0,1,24,Full
59,Bachelor,91,0,13,39,Full
37,High School,106,0,1,19,Full
51,High School,102,0,1,35,Full
63,Masters,96,0,14,46,Full
40,High School,118,0,7,18,Full
41,Masters,98,0,14,20,Full
33,High School,104,0,1,17,Full
52,PhD,98,0,14,30,Full
38,High School,30,0,8,16,Full
51,Bachelor,96,0,10,30,Full
43,High School,100,0,1,25,Full
45,Bachelor,105,0,7,26,Full
42,Bachelor,87,1,11,21,Full
48,High School,3278,0,1,29,Full
32,High School,110,1,1,14,Full
52,Masters,106,0,12,33,Full
24,Bachelor,6049,0,5,2,P1
40,High School,4591,0,1,24,Full
55,High School,2200,0,1,35,Full
45,High School,108,1,1,29,Full
49,High School,99,0,9,29,Full
25,High School,8139,0,1,8,Full
63,High School,1467,0,9,45,Full
45,High School,2517,0,6,27,Full
37,Bachelor,89,0,10,21,Full
49,Bachelor,6499,0,13,30,Full
29,High School,96,0,12,11,Full
34,High School,111,0,1,14,Full
56,High School,111,0,1,37,Full
49,Masters,107,0,12,29,Full
33,High School,122,0,1,15,Full
54,High School,116,0,1,34,Full
39,Bachelor,2638,0,6,22,Full
44,Masters,119,0,13,24,Full
30,High School,95,0,9,14,Full
53,PhD,108,0,13,36,Full
39,Bachelor,120,0,4,23,Full
36,High School,8220,0,1,16,Full
29,Bachelor,102,0,8,10,Full
32,High School,2528,0,8,16,Full
51,High School,99,0,1,32,Full
49,Masters,102,0,15,32,Full
48,Masters,100,0,13,28,Full
56,Bachelor,106,0,2,37,Full
37,PhD,1483,1,13,21,Full
37,High School,686,0,1,19,Full
45,Masters,1874,0,15,28,Full
56,Bachelor,100,1,13,39,Full
73,Bachelor,103,0,14,54,Full
48,High School,5429,0,1,31,Full
48,High School,99,0,8,28,Full
45,Bachelor,5424,1,10,28,Full
33,Bachelor,92,0,9,12,Full
56,High School,96,1,6,36,Full
55,Masters,99,0,8,33,Full
55,High School,114,0,8,38,Full
54,Bachelor,103,0,12,33,Full
25,Bachelor,113,0,1,4,P2
42,High School,96,1,1,21,Full
41,Bachelor,35009,0,1,21,Full
56,Masters,108,0,15,35,Full
35,High School,111,0,9,19,Full
46,High School,108,0,4,30,Full
55,High School,2927,0,9,33,Full
33,Masters,93,1,17,16,Full
43,High School,92,0,1,26,Full
48,Bachelor,109,0,7,27,Full
33,High School,99,0,1,11,Full
49,Bachelor,92,1,10,32,Full
56,High School,99,0,8,36,Full
35,Bachelor,102,1,10,14,Full
48,High School,96,0,8,30,Full
56,Masters,97,0,13,39,Full
42,High School,96,0,9,20,Full
40,High School,118,0,4,19,Full
41,High School,4592,1,6,19,Full
56,PhD,38223,0,19,39,Full
40,Masters,108,0,14,19,Full
43,High School,3905,0,11,24,Full
55,PhD,104,0,17,33,Full
34,High School,116,0,1,17,Full
29,High School,1541,0,1,11,Full
47,Bachelor,97,1,13,26,Full
49,High School,96,0,12,33,Full
56,High School,5296,1,6,34,Full
38,High School,1906,1,6,16,Full
49,Bachelor,111,0,12,28,Full
30,Bachelor,103,0,1,11,Full
53,High School,105,0,1,34,Full
43,Masters,100,0,13,24,Full
39,Bachelor,3498,1,1,23,Full
44,Masters,100,0,16,22,Full
50,Bachelor,5358,0,8,30,Full
39,Bachelor,104,0,10,17,Full
45,Bachelor,762,0,16,24,Full
51,High School,15731,0,10,31,Full
51,Masters,102,0,11,35,Full
52,Masters,104,0,12,33,Full
33,Masters,3351,0,10,15,Full
37,Bachelor,102,0,14,21,Full
48,Bachelor,105,0,8,29,Full
27,High School,5354,0,6,8,Full
48,High School,96,1,7,31,Full
34,High School,3336,1,8,18,Full
39,High School,104,0,1,19,Full
37,Bachelor,5179,0,10,16,Full
52,High School,2985,0,1,33,Full
57,High School,120,0,1,37,Full
30,High School,111,0,5,10,Full
48,High School,18139,0,1,31,Full
47,Bachelor,96,0,14,30,Full
49,High School,98,0,9,33,Full
51,Bachelor,104,1,8,30,Full
46,Bachelor,118,0,4,30,Full
55,Masters,4284,1,1,36,Full
31,High School,4066,0,1,13,Full
62,Masters,105,0,16,40,Full
23,High School,109,0,8,4,P2
47,High School,103,0,7,27,Full
45,Masters,102,0,24,29,Full
36,High School,117,0,1,20,Full
46,Bachelor,111,0,8,25,Full
36,High School,97,0,8,20,Full
45,Bachelor,104,0,14,24,Full
40,Masters,29227,0,14,19,Full
40,Masters,15721,0,18,24,Full
60,Bachelor,98,0,12,42,Full
28,High School,120,0,1,9,Full
47,Bachelor,97,0,14,31,Full
52,High School,96,0,1,34,Full
33,Bachelor,96,0,9,16,Full
47,High School,112,0,7,29,Full
36,High School,2611,1,1,20,Full
59,Masters,105,1,17,37,Full
39,High School,116,0,1,17,Full
38,High School,105,0,3,22,Full
56,Bachelor,103,0,13,38,Full
43,Masters,107,0,16,27,Full
43,High School,97,0,11,27,Full
46,Bachelor,100,0,10,24,Full
36,Masters,94,0,13,18,Full
53,Masters,100,0,19,31,Full
30,High School,94,0,8,8,Full
30,High School,101,0,7,8,Full
42,High School,2277,1,6,23,Full
51,Masters,94,0,17,31,Full
40,High School,97,1,6,21,Full
35,High School,94,1,12,17,Full
47,Bachelor,2380,0,9,31,Full
44,High School,98,0,1,25,Full
42,High School,83,0,8,20,Full
61,Masters,106,0,9,43,Full
54,Bachelor,103,0,8,36,Full
53,Bachelor,95,1,13,31,Full
43,High School,7571,0,5,22,Full
52,Masters,103,0,12,31,Full
43,High School,15846,0,1,21,Full
49,High School,106,0,5,28,Full
39,Masters,3774,0,20,22,Full
50,PhD,124,0,17,34,Full
49,PhD,114,1,14,32,Full
48,High School,87,0,8,28,Full
55,PhD,104,0,10,33,Full
47,PhD,104,0,13,29,Full
48,Masters,103,0,21,30,Full
58,High School,101,0,1,37,Full
57,PhD,108,0,12,35,Full
34,High School,113,0,6,18,Full
58,High School,103,0,1,41,Full
27,High School,3280,0,9,10,Full
39,Bachelor,111,0,11,23,Full
50,PhD,106,0,5,33,Full
33,High School,103,0,1,12,Full
43,High School,5273,0,4,27,Full
40,High School,1207,1,1,18,Full
42,High School,7893,1,11,25,Full
45,High School,89,1,6,29,Full
54,High School,102,0,1,33,Full
54,Bachelor,95,0,11,34,Full
48,Masters,100,0,18,27,Full
43,PhD,91,0,12,21,Full
39,High School,3829,0,7,23,Full
57,PhD,34640,0,11,35,Full
29,High School,1807,1,7,13,Full
42,Bachelor,99,0,9,25,Full
45,Masters,99,0,11,28,Full
47,Masters,95,0,19,26,Full
53,Bachelor,99,0,10,32,Full
48,PhD,8363,1,18,32,Full
56,High School,94,0,1,40,Full
24,High School,3033,0,1,7,Full
63,Masters,8633,1,19,45,Full
42,High School,103,0,7,21,Full
41,High School,123,0,5,22,Full
55,Bachelor,9543,0,14,33,Full
49,High School,102,0,6,29,Full
41,High School,105,0,1,25,Full
43,Masters,112,1,16,26,Full
46,Bachelor,96,0,13,25,Full
40,PhD,104,0,5,21,Full
37,Masters,105,0,13,16,Full
40,PhD,103,1,19,24,Full
39,High School,107,0,6,22,Full
53,High School,1538,0,1,36,Full
42,High School,111,0,10,24,Full
58,High School,109,0,1,42,Full
41,High School,103,1,1,20,Full
30,High School,3518,1,8,8,Full
48,High School,99,0,1,26,Full
37,Masters,97,0,16,16,Full
43,PhD,96,0,17,24,Full
30,Bachelor,90,0,9,10,Full
47,High School,103,1,1,29,Full
44,High School,5153,0,8,24,Full
45,Bachelor,122,0,11,23,Full
57,PhD,95,1,13,35,Full
52,Masters,110,0,14,36,Full
53,Bachelor,100,0,9,34,Full
48,Bachelor,3177,0,12,29,Full
58,High School,101,0,5,36,Full
40,High School,4622,1,13,21,Full
36,PhD,98,0,18,19,Full
46,High School,90,0,6,27,Full
42,High School,99,0,7,25,Full
39,High School,5247,0,4,17,Full
39,High School,99,0,5,18,Full
36,High School,91,0,10,17,Full
52,High School,97,0,1,32,Full
43,Bachelor,106,0,9,23,Full
49,High School,101,0,5,30,Full
34,High School,105,0,6,15,Full
53,Bachelor,107,1,14,36,Full
25,High School,4934,0,1,8,Full
44,Bachelor,100,1,5,27,Full
38,High School,112,0,1,22,Full
38,High School,4102,1,1,16,Full
42,Masters,111,0,16,25,Full
28,Bachelor,2730,0,10,11,Full
42,High School,99,0,10,26,Full
34,High School,97,0,8,15,Full
38,High School,15871,1,8,20,Full
36,High School,110,0,1,20,Full
33,Bachelor,106,0,7,16,Full
56,PhD,97,0,15,40,Full
49,High School,106,1,10,27,Full
34,High School,103,1,7,14,Full
33,High School,107,0,1,13,Full
48,High School,2251,0,1,26,Full
46,High School,115,0,8,27,Full
32,High School,104,1,1,15,Full
45,High School,97,0,5,25,Full
45,High School,95,0,5,29,Full
41,High School,114,0,6,19,Full
56,High School,102,0,6,39,Full
49,Bachelor,4306,0,12,27,Full
40,High School,110,0,1,21,Full
43,High School,3974,0,1,26,Full
54,High School,5161,0,1,37,Full
47,Bachelor,95,1,13,31,Full
34,High School,99,0,8,13,Full
41,Bachelor,105,1,9,24,Full
69,High School,108,0,1,53,Full
56,PhD,110,1,17,40,Full
33,Masters,99,0,24,16,Full
61,High School,110,0,9,40,Full
41,Masters,99,0,14,22,Full
30,High School,95,0,9,9,Full
44,High School,101,0,13,25,Full
49,Bachelor,102,0,11,31,Full
48,High School,3374,0,1,28,Full
42,High School,2581,0,1,25,Full
46,Masters,108,0,17,29,Full
42,PhD,99,0,16,26,Full
36,High School,3404,0,1,17,Full
50,Masters,99,1,20,29,Full
45,High School,117,0,7,24,Full
55,High School,102,0,4,38,Full
41,High School,105,0,1,22,Full
47,Bachelor,99,0,8,26,Full
34,High School,108,0,3,16,Full
57,High School,103,1,5,36,Full
51,High School,4824,0,1,34,Full
40,Bachelor,104,0,9,24,Full
56,Bachelor,102,0,7,37,Full
56,PhD,95,0,10,34,Full
56,PhD,112,0,15,36,Full
42,High School,114,0,1,23,Full
43,Bachelor,106,0,9,24,Full
28,High School,105,0,1,7,Full
26,Bachelor,88,0,8,6,Full
33,Bachelor,104,0,9,14,Full
49,Masters,102,0,7,31,Full
41,Masters,99,0,20,20,Full
41,High School,103,1,1,24,Full
59,Bachelor,1098,0,11,42,Full
44,Bachelor,100,0,14,27,Full
51,Masters,97,0,10,29,Full
40,Masters,104,1,14,19,Full
25,High School,6185,0,7,6,Full
48,High School,95,0,1,28,Full
38,Bachelor,100,0,11,19,Full
37,Masters,89,0,13,20,Full
57,PhD,103,0,11,37,Full
45,High School,101,0,6,28,Full
43,Bachelor,108,0,5,26,Full
62,Bachelor,101,1,8,44,Full
46,High School,879,0,11,28,Full
42,Masters,91,0,16,23,Full
48,High School,97,0,7,30,Full
46,High School,94,0,9,26,Full
41,Bachelor,100,0,13,25,Full
53,PhD,96,0,12,33,Full
36,Bachelor,4940,0,6,19,Full
48,High School,111,0,6,27,Full
61,High School,99,0,8,44,Full
48,Bachelor,102,0,1,27,Full
59,Bachelor,100,0,10,41,Full
47,PhD,107,0,16,30,Full
52,Masters,102,1,16,36,Full
40,Bachelor,99,1,13,21,Full
40,Masters,108,0,18,21,Full
47,High School,104,0,7,27,Full
68,PhD,105,0,10,47,Full
38,High School,102,0,1,16,Full
65,PhD,96,0,11,46,Full
39,Bachelor,96,1,11,21,Full
52,High School,1840,1,9,34,Full
41,PhD,110,0,4,19,Full
46,Masters,2349,0,19,29,Full
52,High School,103,0,1,34,Full
31,High School,5632,0,1,13,Full
54,Masters,2635,0,16,35,Full
34,High School,110,0,1,13,Full
46,High School,93,1,1,30,Full
48,High School,1978,0,1,31,Full
63,Masters,97,0,22,43,Full
50,Masters,104,0,10,31,Full
53,Bachelor,110,0,8,36,Full
61,High School,1459,0,9,39,Full
37,High School,96,0,9,18,Full
45,Bachelor,110,0,1,27,Full
54,Bachelor,103,0,10,32,Full
42,Bachelor,109,0,13,22,Full
43,PhD,105,1,15,23,Full
36,High School,112,1,1,15,Full
50,PhD,96,0,8,34,Full
46,Masters,99,1,22,29,Full
60,High School,4460,1,9,39,Full
26,Masters,3851,0,17,6,Full
38,Masters,101,0,10,19,Full
44,Bachelor,107,0,1,27,Full
43,High School,93,0,10,25,Full
52,High School,2344,0,5,36,Full
33,Masters,107,0,13,15,Full
41,High School,100,0,7,20,Full
50,High School,6203,0,7,30,Full
44,High School,101,0,1,26,Full
25,High School,3311,0,5,6,Full
47,High School,2724,0,1,28,Full
46,Bachelor,1107,1,7,29,Full
29,Bachelor,106,0,13,13,Full
43,High School,101,0,5,27,Full
40,Masters,100,1,14,21,Full
39,High School,101,0,5,21,Full
32,High School,3868,0,1,14,Full
42,High School,105,0,1,21,Full
46,High School,115,0,1,29,Full
47,Masters,101,0,15,27,Full
40,High School,111,0,7,20,Full
39,High School,91,0,9,22,Full
48,High School,100,0,1,26,Full
37,Masters,4165,0,15,15,Full
40,High School,110,0,1,20,Full
43,Bachelor,95,0,12,24,Full
39,Bachelor,125,0,13,23,Full
34,High School,114,0,1,12,Full
55,PhD,105,1,16,34,Full
45,Bachelor,112,0,1,29,Full
50,PhD,1373,0,9,30,Full
50,High School,108,0,1,30,Full
66,Bachelor,101,0,9,46,Full
40,Bachelor,87,0,9,24,Full
58,High School,6528,0,8,38,Full
45,High School,96,0,8,27,Full
45,Masters,101,0,18,27,Full
46,Bachelor,101,0,9,27,Full
57,PhD,4117,0,13,40,Full
48,High School,102,0,1,26,Full
46,High School,2582,0,1,24,Full
37,Bachelor,91,0,9,18,Full
52,Bachelor,93,0,14,31,Full
43,PhD,93,0,12,27,Full
30,Bachelor,98,0,12,8,Full
25,Bachelor,95,0,10,7,Full
49,Masters,93,0,16,32,Full
56,Masters,109,0,7,35,Full
30,High School,3853,0,10,12,Full
43,Masters,103,0,13,23,Full
41,Bachelor,100,1,14,25,Full
49,High School,103,0,8,32,Full
36,High School,114,0,1,17,Full
44,High School,115,0,1,23,Full
46,Masters,103,0,18,30,Full
52,High School,90,0,10,33,Full
48,PhD,102,0,13,26,Full
47,High School,3344,0,7,25,Full
46,Bachelor,100,1,11,25,Full
52,Bachelor,103,0,1,33,Full
63,Masters,99,0,5,44,Full
51,PhD,92,0,16,29,Full
56,PhD,97,0,15,36,Full
39,High School,104,0,6,20,Full
37,Masters,102,0,14,19,Full
40,High School,109,0,1,19,Full
45,PhD,105,0,17,28,Full
48,Masters,3539,0,14,31,Full
55,Bachelor,103,0,5,33,Full
44,High School,107,0,1,28,Full
37,Bachelor,100,0,11,19,Full
42,High School,107,0,1,23,Full
47,High School,98,0,7,25,Full
38,High School,106,0,5,17,Full
39,High School,113,0,1,21,Full
53,Bachelor,97,1,11,31,Full
48,High School,96,0,1,29,Full
56,Masters,99,0,20,37,Full
47,Bachelor,1469,1,-3,30,Full
53,PhD,109,0,16,32,Full
45,Masters,5329,1,10,25,Full
39,High School,104,0,1,17,Full
57,High School,102,0,5,41,Full
39,Bachelor,103,0,14,22,Full
52,Masters,103,0,17,30,Full
28,High School,3979,0,7,9,Full
36,Bachelor,91,0,11,20,Full
43,Bachelor,103,0,18,21,Full
48,Masters,95,1,23,29,Full
53,PhD,111,0,17,31,Full
27,High School,3444,0,7,10,Full
49,Masters,5521,0,10,27,Full
44,High School,105,0,1,25,Full
47,High School,94,0,8,31,Full
37,High School,100,0,10,18,Full
40,High School,112,0,1,23,Full
48,High School,101,0,7,29,Full
37,High School,5159,1,1,15,Full
56,High School,115,0,1,40,Full
56,Masters,98,0,12,38,Full
45,High School,101,0,1,27,Full
66,Bachelor,106,0,1,46,Full
37,High School,726,0,1,17,Full
47,High School,43492,1,4,30,Full
