index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
9667,283.0,45.0,1000.0,1196.0,PhD,Parked Car,Total Loss,Fire,7.0,1.0,0.0,0.0,56311.0,0,18.0,26.0,Full
9668,92.0,38.0,1000.0,1525.0,Bachelor,Single Vehicle Collision,Total Loss,Police,3.0,1.0,0.0,1.0,8763.0,1,15.0,34.0,Full
9669,118.0,60.0,2000.0,1075.0,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,14.0,4.0,1.0,1.0,2974.0,0,13.0,44.0,Full
9670,231.0,64.0,500.0,1323.0,Masters,Single Vehicle Collision,Total Loss,Fire,18.0,1.0,2.0,0.0,61788.0,0,14.0,26.0,Full
9671,86.0,59.0,2000.0,1168.0,MD,Parked Car,Major Loss,Other,8.0,1.0,1.0,1.0,5621.0,0,12.0,35.0,Full
9672,104.0,46.0,500.0,1691.0,Masters,Single Vehicle Collision,Total Loss,Police,18.0,1.0,0.0,0.0,2692.0,0,16.0,33.0,Full
9673,83.0,28.0,1000.0,1478.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,13.0,1.0,1.0,0.0,4421.0,0,4.0,18.0,Full
9674,55.0,45.0,500.0,1128.0,Bachelor,Parked Car,Minor Loss,Police,16.0,1.0,1.0,1.0,8782.0,0,14.0,35.0,Full
9675,280.0,40.0,1000.0,1032.0,Masters,Single Vehicle Collision,Minor Damage,Other,17.0,1.0,2.0,0.0,79165.0,0,19.0,34.0,Full
9676,206.0,61.0,500.0,1249.0,Associate,Single Vehicle Collision,Total Loss,Ambulance,17.0,1.0,2.0,0.0,56510.0,0,10.0,27.0,Full
9677,54.0,19.0,500.0,1359.0,Masters,Single Vehicle Collision,Major Damage,Fire,16.0,1.0,2.0,0.0,72150.0,0,7.0,0.0,P1
9678,22.0,41.0,500.0,1542.0,Bachelor,Single Vehicle Collision,Minor Loss,Other,7.0,1.0,0.0,0.0,3357.0,0,9.0,20.0,Full
9679,26.0,51.0,2000.0,1261.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,11.0,3.0,1.0,1.0,4592.0,0,5.0,14.0,Full
9680,157.0,45.0,1000.0,1210.0,Masters,Multi-vehicle Collision,Minor Loss,None,15.0,1.0,1.0,0.0,5820.0,0,0.0,23.0,Full
9681,11.0,29.0,500.0,1506.0,Bachelor,Multi-vehicle Collision,Total Loss,Police,15.0,1.0,1.0,1.0,3280.0,0,16.0,37.0,Full
9682,62.0,33.0,500.0,1499.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,4.0,1.0,0.0,0.0,6328.0,0,13.0,23.0,Full
9683,36.0,38.0,1000.0,1617.0,Bachelor,Single Vehicle Collision,Total Loss,Police,17.0,3.0,1.0,1.0,7797.0,0,14.0,30.0,Full
9684,10.0,45.0,1000.0,1658.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,10.0,2.0,1.0,1.0,5596.0,0,4.0,36.0,Full
9685,31.0,30.0,1000.0,1176.0,Masters,Multi-vehicle Collision,Total Loss,Other,3.0,3.0,1.0,0.0,66472.0,0,15.0,4.0,P2
9686,243.0,56.0,500.0,1606.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,2.0,3.0,0.0,0.0,2575.0,1,13.0,39.0,Full
9687,232.0,35.0,2000.0,1580.0,MD,Vehicle Theft,Trivial Damage,None,9.0,1.0,0.0,0.0,7435.0,0,20.0,13.0,Full
9688,54.0,31.0,2000.0,970.0,College,Single Vehicle Collision,Major Damage,Fire,15.0,1.0,2.0,1.0,47893.0,0,19.0,9.0,Full
9689,45.0,23.0,500.0,1621.0,High School,Multi-vehicle Collision,Major Loss,None,12.0,3.0,0.0,0.0,3000.0,0,13.0,2.0,P2
9690,158.0,43.0,2000.0,1603.0,Masters,Single Vehicle Collision,Minor Loss,Police,14.0,1.0,1.0,0.0,6992.0,0,17.0,20.0,Full
9691,22.0,21.0,500.0,902.0,Masters,Single Vehicle Collision,Major Damage,None,12.0,1.0,0.0,0.0,6290.0,0,12.0,3.0,Ls
9692,21.0,33.0,500.0,1514.0,Bachelor,Parked Car,Minor Loss,None,4.0,1.0,0.0,1.0,3953.0,0,12.0,27.0,Full
9693,106.0,31.0,2000.0,1241.0,PhD,Multi-vehicle Collision,Major Damage,Ambulance,11.0,3.0,0.0,0.0,74788.0,1,18.0,11.0,P2
9694,275.0,51.0,1000.0,1496.0,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,17.0,3.0,2.0,0.0,63757.0,0,2.0,26.0,Full
9695,2.0,42.0,500.0,1702.0,Bachelor,Multi-vehicle Collision,Minor Loss,Police,6.0,1.0,0.0,1.0,8330.0,0,8.0,6.0,P2
9696,242.0,40.0,1000.0,1155.0,JD,Parked Car,Minor Damage,None,7.0,1.0,0.0,0.0,5903.0,0,17.0,20.0,Full
9697,20.0,43.0,1000.0,1132.0,College,Parked Car,Minor Loss,Ambulance,7.0,1.0,0.0,0.0,3629.0,0,3.0,29.0,Full
9698,88.0,58.0,2000.0,1331.0,High School,Multi-vehicle Collision,Major Loss,Ambulance,6.0,3.0,1.0,0.0,5200.0,0,18.0,45.0,Full
9699,15.0,64.0,2000.0,1050.0,Masters,Multi-vehicle Collision,Minor Loss,None,20.0,3.0,1.0,1.0,6418.0,0,9.0,44.0,Full
9700,90.0,55.0,1000.0,1577.0,Bachelor,Parked Car,Major Loss,None,16.0,4.0,1.0,0.0,7816.0,0,2.0,40.0,Full
9701,25.0,21.0,1000.0,1033.0,Masters,Single Vehicle Collision,Total Loss,Other,19.0,3.0,1.0,0.0,3665.0,0,7.0,2.0,P2
9702,65.0,49.0,500.0,1619.0,Bachelor,Multi-vehicle Collision,Minor Loss,None,4.0,3.0,1.0,1.0,2202.0,0,0.0,41.0,Full
9703,14.0,41.0,500.0,1524.0,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,2.0,3.0,1.0,1.0,5717.0,0,0.0,42.0,Full
9704,20.0,45.0,1000.0,1122.0,Bachelor,Parked Car,Minor Loss,None,6.0,1.0,0.0,0.0,4296.0,0,17.0,27.0,Full
9705,95.0,27.0,500.0,1194.0,PhD,Parked Car,Total Loss,None,7.0,1.0,1.0,0.0,6115.0,0,17.0,19.0,Full
9706,40.0,58.0,2000.0,976.0,Bachelor,Single Vehicle Collision,Minor Loss,Police,19.0,1.0,1.0,1.0,9019.0,0,8.0,31.0,Full
9707,353.0,46.0,500.0,1469.0,Associate,Single Vehicle Collision,Major Damage,Fire,10.0,1.0,0.0,0.0,61591.0,0,18.0,32.0,Full
9708,97.0,29.0,2000.0,1381.0,PhD,Single Vehicle Collision,Major Damage,Ambulance,19.0,1.0,2.0,0.0,98478.0,1,10.0,3.0,Full
9709,195.0,59.0,1000.0,1441.0,MD,Parked Car,Trivial Damage,None,5.0,1.0,0.0,0.0,6835.0,0,5.0,42.0,Full
9710,128.0,55.0,1000.0,1327.0,Masters,Single Vehicle Collision,Major Loss,Ambulance,3.0,1.0,0.0,0.0,66793.0,0,5.0,43.0,Full
9711,54.0,37.0,500.0,1530.0,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,0.0,0.0,62038.0,0,20.0,21.0,Full
9712,324.0,48.0,500.0,1659.0,High School,Single Vehicle Collision,Minor Damage,Fire,13.0,1.0,1.0,1.0,49124.0,0,18.0,30.0,Full
9713,56.0,40.0,2000.0,1057.0,Bachelor,Parked Car,Minor Loss,None,7.0,1.0,1.0,1.0,5415.0,0,0.0,28.0,Full
9714,270.0,37.0,1000.0,1241.0,Associate,Single Vehicle Collision,Major Damage,Fire,17.0,1.0,0.0,0.0,68136.0,0,15.0,27.0,Full
9715,23.0,38.0,1000.0,1223.0,Bachelor,Multi-vehicle Collision,Minor Loss,Other,13.0,3.0,0.0,1.0,3878.0,0,19.0,26.0,Full
9716,166.0,38.0,1000.0,1665.0,PhD,Single Vehicle Collision,Total Loss,Fire,23.0,3.0,1.0,0.0,64358.0,0,2.0,21.0,Full
9717,43.0,29.0,500.0,1276.0,College,Multi-vehicle Collision,Major Damage,Police,19.0,3.0,2.0,0.0,73810.0,1,9.0,11.0,Full
9718,93.0,48.0,500.0,971.0,Bachelor,Parked Car,Minor Loss,None,3.0,1.0,0.0,1.0,5238.0,0,8.0,39.0,Full
9719,100.0,38.0,2000.0,1568.0,Masters,Parked Car,Minor Loss,Ambulance,10.0,1.0,1.0,0.0,8726.0,0,18.0,38.0,Full
9720,112.0,41.0,500.0,1150.0,Bachelor,Parked Car,Minor Loss,Police,14.0,1.0,1.0,1.0,7252.0,0,17.0,17.0,Full
9721,378.0,59.0,500.0,1415.0,Bachelor,Multi-vehicle Collision,Major Loss,None,20.0,1.0,0.0,0.0,6515.0,0,19.0,41.0,Full
9722,256.0,37.0,1000.0,1525.0,College,Single Vehicle Collision,Minor Damage,Police,2.0,1.0,2.0,1.0,69954.0,0,5.0,23.0,Full
9723,287.0,38.0,2000.0,1481.0,PhD,Multi-vehicle Collision,Total Loss,Ambulance,12.0,3.0,2.0,0.0,69744.0,0,6.0,29.0,Full
9724,240.0,44.0,2000.0,1095.0,College,Single Vehicle Collision,Minor Damage,Other,10.0,1.0,1.0,0.0,62247.0,0,18.0,25.0,Full
9725,476.0,64.0,500.0,1417.0,Masters,Multi-vehicle Collision,Total Loss,Ambulance,3.0,3.0,0.0,0.0,5997.0,0,18.0,28.0,Full
9726,67.0,40.0,2000.0,1761.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,16.0,3.0,1.0,0.0,2295.0,0,0.0,13.0,Full
9727,113.0,56.0,2000.0,1432.0,Bachelor,Parked Car,Minor Loss,None,4.0,1.0,0.0,1.0,4042.0,0,13.0,33.0,Full
9728,268.0,33.0,500.0,1437.0,High School,Vehicle Theft,Trivial Damage,None,8.0,1.0,1.0,0.0,6955.0,0,18.0,24.0,Full
9729,257.0,44.0,500.0,1357.0,Masters,Parked Car,Trivial Damage,None,8.0,1.0,2.0,0.0,5279.0,0,9.0,28.0,Full
9730,25.0,43.0,500.0,1581.0,Masters,Multi-vehicle Collision,Major Loss,Police,20.0,3.0,1.0,1.0,7495.0,1,18.0,29.0,Full
9731,445.0,56.0,500.0,967.0,Masters,Single Vehicle Collision,Total Loss,Police,2.0,1.0,0.0,1.0,8127.0,0,16.0,38.0,Full
9732,33.0,34.0,1000.0,937.0,High School,Single Vehicle Collision,Major Loss,Police,8.0,1.0,1.0,1.0,58890.0,0,18.0,18.0,Full
9733,94.0,27.0,1000.0,1245.0,High School,Multi-vehicle Collision,Minor Loss,Ambulance,7.0,3.0,1.0,0.0,9121.0,0,3.0,6.0,P2
9734,22.0,34.0,1000.0,1516.0,College,Multi-vehicle Collision,Minor Loss,Ambulance,23.0,3.0,1.0,1.0,141.0,0,4.0,28.0,Full
9735,98.0,53.0,2000.0,1208.0,Masters,Single Vehicle Collision,Total Loss,Police,18.0,1.0,0.0,0.0,4495.0,0,9.0,36.0,Full
9736,14.0,33.0,500.0,1466.0,Bachelor,Multi-vehicle Collision,Minor Loss,Police,9.0,3.0,1.0,1.0,4048.0,0,5.0,15.0,Full
9737,35.0,61.0,2000.0,1029.0,MD,Single Vehicle Collision,Total Loss,Police,21.0,1.0,1.0,0.0,10219.0,0,18.0,41.0,Full
9738,427.0,34.0,500.0,1234.0,College,Single Vehicle Collision,Major Damage,Other,16.0,1.0,2.0,0.0,62174.0,1,19.0,31.0,Full
9739,133.0,45.0,2000.0,1135.0,Associate,Vehicle Theft,Trivial Damage,Police,7.0,1.0,0.0,0.0,6945.0,0,6.0,35.0,Full
9740,29.0,38.0,500.0,1073.0,PhD,Multi-vehicle Collision,Total Loss,Police,8.0,3.0,1.0,0.0,3837.0,0,0.0,21.0,Full
9741,31.0,29.0,500.0,1472.0,MD,Single Vehicle Collision,Minor Damage,Fire,18.0,1.0,0.0,0.0,60914.0,0,16.0,13.0,Full
9742,15.0,53.0,500.0,979.0,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,6.0,1.0,1.0,1.0,8035.0,0,15.0,36.0,Full
9743,233.0,51.0,2000.0,1568.0,Masters,Single Vehicle Collision,Major Damage,Ambulance,16.0,1.0,2.0,0.0,71930.0,1,12.0,40.0,Full
9744,24.0,31.0,1000.0,1102.0,Masters,Single Vehicle Collision,Major Loss,None,0.0,1.0,1.0,0.0,5882.0,0,17.0,30.0,Full
9745,99.0,52.0,500.0,1527.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,16.0,3.0,1.0,0.0,3143.0,0,5.0,28.0,Full
9746,42.0,29.0,1000.0,1493.0,High School,Multi-vehicle Collision,Major Loss,Police,15.0,3.0,0.0,0.0,2413.0,0,17.0,10.0,Full
9747,342.0,64.0,500.0,933.0,PhD,Multi-vehicle Collision,Total Loss,None,17.0,4.0,0.0,1.0,2941.0,0,9.0,47.0,Full
9748,31.0,29.0,1000.0,1333.0,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,15.0,3.0,1.0,1.0,6904.0,0,17.0,7.0,Full
9749,177.0,50.0,1000.0,1275.0,High School,Single Vehicle Collision,Major Damage,Fire,3.0,1.0,1.0,0.0,66536.0,0,18.0,36.0,Full
9750,36.0,62.0,1000.0,1614.0,Masters,Vehicle Theft,Total Loss,Police,3.0,1.0,1.0,1.0,4322.0,0,13.0,44.0,Full
9751,263.0,58.0,500.0,1532.0,Masters,Single Vehicle Collision,Minor Loss,None,19.0,1.0,0.0,0.0,6011.0,1,12.0,38.0,Full
9752,25.0,47.0,1000.0,1605.0,JD,Single Vehicle Collision,Total Loss,Other,13.0,1.0,0.0,0.0,84279.0,0,17.0,23.0,Full
9753,35.0,33.0,500.0,1477.0,Masters,Parked Car,Minor Damage,Police,10.0,1.0,1.0,0.0,3297.0,0,7.0,9.0,Full
9754,242.0,52.0,1000.0,1326.0,PhD,Multi-vehicle Collision,Minor Damage,Fire,17.0,3.0,0.0,0.0,81426.0,0,6.0,23.0,Full
9755,76.0,28.0,500.0,1384.0,Bachelor,Single Vehicle Collision,Total Loss,Other,1.0,1.0,1.0,1.0,5691.0,0,3.0,10.0,Full
9756,103.0,31.0,500.0,1392.0,College,Multi-vehicle Collision,Minor Loss,None,17.0,3.0,0.0,0.0,5550.0,0,4.0,37.0,Full
9757,255.0,46.0,500.0,1463.0,MD,Multi-vehicle Collision,Minor Damage,Fire,18.0,3.0,0.0,0.0,59821.0,0,18.0,11.0,Full
9758,56.0,26.0,1000.0,1708.0,High School,Single Vehicle Collision,Minor Damage,None,17.0,1.0,1.0,1.0,11139.0,0,2.0,11.0,Full
9759,256.0,44.0,2000.0,940.0,JD,Parked Car,Trivial Damage,None,15.0,1.0,0.0,1.0,6954.0,0,10.0,32.0,Full
9760,236.0,57.0,500.0,1522.0,Associate,Single Vehicle Collision,Major Damage,Police,2.0,1.0,0.0,0.0,9762.0,0,6.0,24.0,Full
9761,22.0,36.0,2000.0,1450.0,PhD,Multi-vehicle Collision,Total Loss,Other,15.0,3.0,1.0,0.0,42902.0,0,2.0,25.0,Full
9762,61.0,29.0,1000.0,1208.0,Bachelor,Single Vehicle Collision,Total Loss,None,0.0,1.0,1.0,0.0,4848.0,0,11.0,11.0,Full
9763,0.0,22.0,1000.0,1657.0,High School,Single Vehicle Collision,Major Damage,Ambulance,15.0,1.0,2.0,0.0,65122.0,0,17.0,2.0,P1
9764,20.0,31.0,2000.0,1567.0,PhD,Parked Car,Minor Loss,None,4.0,1.0,1.0,1.0,9139.0,0,6.0,10.0,Full
9765,5.0,59.0,500.0,1631.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,18.0,1.0,1.0,1.0,6271.0,0,17.0,41.0,Full
9766,65.0,38.0,500.0,1580.0,College,Multi-vehicle Collision,Major Loss,Other,17.0,3.0,0.0,1.0,6905.0,0,3.0,11.0,Full
9767,125.0,26.0,500.0,977.0,College,Multi-vehicle Collision,Total Loss,Other,10.0,3.0,0.0,0.0,55116.0,0,4.0,13.0,Full
9768,192.0,42.0,500.0,1068.0,JD,Vehicle Theft,Trivial Damage,Police,10.0,1.0,0.0,0.0,6252.0,0,14.0,21.0,Full
9769,38.0,34.0,500.0,1027.0,PhD,Multi-vehicle Collision,Total Loss,Ambulance,16.0,3.0,1.0,0.0,52697.0,0,12.0,22.0,Full
9770,297.0,52.0,2000.0,1376.0,PhD,Single Vehicle Collision,Total Loss,None,0.0,1.0,1.0,1.0,60596.0,0,14.0,40.0,Full
9771,34.0,30.0,1000.0,1074.0,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,8.0,3.0,0.0,1.0,7293.0,0,4.0,17.0,Full
9772,279.0,38.0,500.0,1564.0,Masters,Single Vehicle Collision,Minor Damage,Police,17.0,1.0,2.0,1.0,85313.0,0,19.0,26.0,Full
9773,186.0,38.0,1000.0,1178.0,MD,Vehicle Theft,Minor Damage,Other,8.0,1.0,0.0,0.0,86087.0,1,8.0,21.0,Full
9774,2.0,48.0,1000.0,1371.0,High School,Multi-vehicle Collision,Minor Loss,Police,21.0,3.0,1.0,1.0,5153.0,0,15.0,26.0,Full
9775,78.0,29.0,1000.0,1471.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,3.0,1.0,0.0,5799.0,0,8.0,13.0,Full
9776,119.0,37.0,2000.0,1089.0,PhD,Single Vehicle Collision,Major Loss,None,8.0,1.0,1.0,1.0,3776.0,0,19.0,27.0,Full
9777,271.0,42.0,500.0,1576.0,JD,Single Vehicle Collision,Minor Damage,Police,18.0,1.0,2.0,0.0,68767.0,0,17.0,18.0,Full
9778,294.0,43.0,500.0,1349.0,MD,Multi-vehicle Collision,Minor Damage,Ambulance,22.0,3.0,0.0,0.0,71221.0,0,19.0,29.0,Full
9779,259.0,39.0,500.0,1488.0,College,Multi-vehicle Collision,Major Damage,Ambulance,2.0,3.0,1.0,0.0,52896.0,1,9.0,28.0,Full
9780,40.0,39.0,500.0,1463.0,College,Multi-vehicle Collision,Major Damage,Ambulance,16.0,3.0,0.0,1.0,77873.0,1,17.0,17.0,Full
9781,36.0,43.0,1000.0,1347.0,PhD,Multi-vehicle Collision,Major Loss,Ambulance,17.0,3.0,0.0,0.0,6570.0,0,7.0,28.0,Full
9782,47.0,59.0,500.0,1362.0,Bachelor,Single Vehicle Collision,Minor Loss,Police,7.0,1.0,0.0,1.0,4818.0,0,9.0,38.0,Full
9783,191.0,44.0,500.0,1099.0,High School,Single Vehicle Collision,Minor Loss,Ambulance,5.0,1.0,1.0,0.0,6101.0,0,12.0,38.0,Full
9784,9.0,44.0,500.0,1708.0,College,Multi-vehicle Collision,Major Loss,None,4.0,3.0,1.0,1.0,8313.0,0,0.0,23.0,Full
9785,113.0,52.0,1000.0,1543.0,College,Vehicle Theft,Minor Loss,None,4.0,1.0,1.0,1.0,4503.0,0,20.0,31.0,Full
9786,27.0,56.0,1000.0,1649.0,High School,Multi-vehicle Collision,Major Loss,Police,5.0,3.0,1.0,1.0,7223.0,0,8.0,23.0,Full
9787,99.0,37.0,1000.0,1648.0,JD,Multi-vehicle Collision,Major Damage,Police,7.0,3.0,0.0,0.0,6323.0,1,2.0,13.0,Full
9788,155.0,49.0,2000.0,925.0,Masters,Single Vehicle Collision,Total Loss,Police,5.0,1.0,0.0,0.0,87355.0,0,10.0,29.0,Full
9789,74.0,63.0,2000.0,1492.0,High School,Single Vehicle Collision,Minor Loss,Police,12.0,1.0,1.0,1.0,7150.0,0,3.0,40.0,Full
9790,167.0,42.0,500.0,1009.0,MD,Single Vehicle Collision,Total Loss,Fire,20.0,1.0,0.0,0.0,54040.0,0,10.0,25.0,Full
9791,381.0,48.0,500.0,1178.0,High School,Single Vehicle Collision,Major Damage,Fire,17.0,1.0,0.0,0.0,55441.0,0,19.0,42.0,Full
9792,287.0,50.0,2000.0,1215.0,College,Multi-vehicle Collision,Minor Damage,Police,11.0,3.0,2.0,1.0,73533.0,0,17.0,38.0,Full
9793,111.0,30.0,1000.0,1291.0,Masters,Vehicle Theft,Minor Loss,Ambulance,20.0,1.0,0.0,0.0,6854.0,0,20.0,14.0,Full
9794,44.0,44.0,2000.0,1183.0,PhD,Multi-vehicle Collision,Total Loss,Police,4.0,3.0,0.0,1.0,8690.0,0,10.0,35.0,Full
9795,197.0,58.0,500.0,1575.0,PhD,Multi-vehicle Collision,Minor Damage,Ambulance,9.0,3.0,0.0,0.0,47343.0,0,18.0,30.0,Full
9796,78.0,43.0,2000.0,1561.0,MD,Single Vehicle Collision,Major Loss,Ambulance,7.0,1.0,1.0,0.0,882.0,0,12.0,30.0,Full
9797,128.0,49.0,1000.0,1401.0,PhD,Multi-vehicle Collision,Major Damage,Other,14.0,3.0,1.0,0.0,54953.0,0,2.0,42.0,Full
9798,72.0,37.0,500.0,1001.0,MD,Single Vehicle Collision,Major Damage,Police,7.0,1.0,1.0,0.0,45814.0,1,19.0,16.0,Full
9799,9.0,20.0,500.0,1434.0,PhD,Single Vehicle Collision,Major Damage,Police,14.0,1.0,0.0,0.0,87087.0,1,6.0,0.0,P1
9800,247.0,47.0,1000.0,1563.0,High School,Multi-vehicle Collision,Total Loss,Police,23.0,1.0,0.0,0.0,45137.0,1,20.0,38.0,Full
9801,21.0,46.0,2000.0,1649.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,0.0,3.0,0.0,0.0,1708.0,0,19.0,24.0,Full
9802,75.0,34.0,1000.0,1496.0,Masters,Parked Car,Minor Damage,Ambulance,3.0,1.0,0.0,0.0,7716.0,1,8.0,22.0,Full
9803,72.0,26.0,1000.0,1641.0,PhD,Single Vehicle Collision,Minor Loss,Other,8.0,1.0,1.0,1.0,4293.0,0,6.0,8.0,Full
9804,273.0,48.0,500.0,1229.0,PhD,Multi-vehicle Collision,Minor Damage,Fire,14.0,3.0,2.0,0.0,66108.0,0,18.0,29.0,Full
9805,61.0,40.0,500.0,968.0,PhD,Multi-vehicle Collision,Major Loss,Police,8.0,3.0,1.0,1.0,2709.0,0,0.0,33.0,Full
9806,386.0,46.0,2000.0,1569.0,College,Vehicle Theft,Major Loss,Other,9.0,1.0,1.0,1.0,9440.0,0,17.0,31.0,Full
9807,276.0,37.0,500.0,1256.0,PhD,Multi-vehicle Collision,Minor Damage,Police,11.0,1.0,0.0,1.0,5744.0,0,19.0,19.0,Full
9808,101.0,59.0,500.0,1032.0,High School,Multi-vehicle Collision,Major Loss,Police,2.0,3.0,1.0,1.0,4225.0,0,2.0,40.0,Full
9809,58.0,19.0,1000.0,1516.0,PhD,Single Vehicle Collision,Major Damage,Fire,15.0,1.0,1.0,0.0,63234.0,0,16.0,0.0,P1
9810,213.0,45.0,500.0,947.0,Associate,Single Vehicle Collision,Major Damage,Other,18.0,1.0,2.0,0.0,73379.0,0,1.0,23.0,Full
9811,106.0,57.0,2000.0,1270.0,High School,Vehicle Theft,Minor Loss,None,14.0,1.0,1.0,1.0,2441.0,0,19.0,26.0,Full
9812,27.0,28.0,500.0,1499.0,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,14.0,3.0,0.0,1.0,7422.0,0,18.0,39.0,Full
9813,239.0,50.0,500.0,1375.0,Associate,Single Vehicle Collision,Minor Damage,Other,20.0,1.0,0.0,0.0,58424.0,0,18.0,35.0,Full
9814,66.0,33.0,1000.0,1212.0,JD,Single Vehicle Collision,Major Damage,Fire,5.0,1.0,0.0,0.0,74697.0,0,7.0,12.0,Full
9815,22.0,48.0,500.0,1090.0,College,Multi-vehicle Collision,Total Loss,Fire,17.0,3.0,1.0,0.0,75600.0,0,7.0,21.0,Full
9816,73.0,29.0,1000.0,1204.0,PhD,Multi-vehicle Collision,Minor Damage,Police,8.0,3.0,2.0,0.0,76197.0,0,18.0,9.0,Full
9817,45.0,29.0,500.0,1421.0,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,15.0,1.0,0.0,0.0,6665.0,0,17.0,11.0,Full
9818,64.0,57.0,1000.0,1422.0,Bachelor,Vehicle Theft,Major Loss,Ambulance,19.0,1.0,1.0,1.0,8695.0,0,9.0,25.0,Full
9819,274.0,41.0,500.0,1266.0,Masters,Vehicle Theft,Trivial Damage,Police,5.0,1.0,0.0,0.0,3811.0,0,2.0,20.0,Full
9820,43.0,28.0,2000.0,1613.0,Bachelor,Multi-vehicle Collision,Major Loss,Police,11.0,2.0,0.0,1.0,4728.0,0,13.0,24.0,Full
9821,58.0,20.0,1000.0,1260.0,JD,Single Vehicle Collision,Major Damage,Other,1.0,1.0,0.0,0.0,63315.0,1,7.0,1.0,P1
9822,1.0,52.0,500.0,1594.0,Bachelor,Multi-vehicle Collision,Minor Loss,Police,6.0,3.0,1.0,0.0,6323.0,0,6.0,32.0,Full
9823,39.0,27.0,1000.0,1563.0,Masters,Multi-vehicle Collision,Major Loss,Ambulance,7.0,2.0,0.0,0.0,97436.0,0,19.0,8.0,Full
9824,142.0,43.0,1000.0,1272.0,Masters,Single Vehicle Collision,Trivial Damage,Police,8.0,1.0,1.0,0.0,72304.0,0,10.0,34.0,Full
9825,68.0,37.0,2000.0,1037.0,PhD,Multi-vehicle Collision,Major Damage,Ambulance,7.0,3.0,1.0,0.0,66872.0,0,14.0,25.0,Full
9826,390.0,57.0,2000.0,1224.0,JD,Multi-vehicle Collision,Minor Damage,Other,3.0,3.0,2.0,0.0,92720.0,1,1.0,29.0,Full
9827,10.0,22.0,2000.0,1531.0,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,12.0,1.0,1.0,0.0,8147.0,0,15.0,2.0,P2
9828,317.0,61.0,2000.0,1521.0,Masters,Single Vehicle Collision,Minor Loss,Ambulance,18.0,1.0,1.0,1.0,9538.0,0,13.0,30.0,Full
9829,361.0,54.0,500.0,1461.0,College,Multi-vehicle Collision,Minor Loss,Police,16.0,3.0,0.0,0.0,39660.0,0,18.0,38.0,Full
9830,393.0,45.0,1000.0,1670.0,Associate,Single Vehicle Collision,Major Damage,Other,8.0,1.0,2.0,0.0,65807.0,0,11.0,15.0,Full
9831,274.0,43.0,500.0,1202.0,JD,Multi-vehicle Collision,Total Loss,Police,11.0,3.0,0.0,1.0,56172.0,0,0.0,26.0,Full
9832,100.0,27.0,2000.0,1009.0,High School,Multi-vehicle Collision,Major Damage,Police,19.0,3.0,0.0,0.0,96832.0,0,13.0,9.0,Full
9833,26.0,40.0,1000.0,1427.0,Masters,Parked Car,Minor Loss,None,6.0,1.0,1.0,0.0,5771.0,0,13.0,18.0,Full
9834,78.0,42.0,500.0,1354.0,Bachelor,Parked Car,Total Loss,None,6.0,1.0,1.0,0.0,1734.0,0,0.0,39.0,Full
9835,58.0,46.0,500.0,867.0,PhD,Multi-vehicle Collision,Minor Loss,Other,6.0,3.0,1.0,0.0,5335.0,0,5.0,8.0,Full
9836,273.0,43.0,500.0,1396.0,Masters,Single Vehicle Collision,Major Damage,Fire,16.0,1.0,1.0,1.0,94715.0,0,3.0,19.0,Full
9837,356.0,43.0,1000.0,905.0,Associate,Vehicle Theft,Trivial Damage,None,2.0,1.0,1.0,0.0,5134.0,0,15.0,21.0,Full
9838,39.0,42.0,500.0,1444.0,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,16.0,3.0,0.0,0.0,4080.0,0,15.0,31.0,Full
9839,209.0,39.0,2000.0,1583.0,Associate,Single Vehicle Collision,Trivial Damage,Police,10.0,1.0,0.0,0.0,6250.0,0,18.0,26.0,Full
9840,21.0,36.0,2000.0,1260.0,High School,Single Vehicle Collision,Total Loss,Ambulance,9.0,1.0,1.0,1.0,7504.0,0,8.0,35.0,Full
