index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
16312,31.0,53.0,1000.0,1236.0,,Bachelor,Multi-vehicle Collision,Total Loss,,17.0,3.0,-0.0,1.0,5000.0,0,2.0,37.0,Full
16313,19.0,37.0,500.0,1356.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,9.0,1.0,1.0,1.0,7000.0,0,8.0,19.0,Full
16314,97.0,61.0,500.0,1251.0,,Masters,Multi-vehicle Collision,Total Loss,,9.0,3.0,1.0,1.0,1000.0,0,4.0,40.0,Full
16315,343.0,52.0,1000.0,1053.0,1.0,Associate,Single Vehicle Collision,Major Damage,Other,2.0,1.0,-0.0,0.0,47630.0,0,10.0,31.0,Full
16316,14.0,41.0,500.0,944.0,,Bachelor,Multi-vehicle Collision,Total Loss,Other,10.0,3.0,1.0,-0.0,3000.0,0,20.0,21.0,Full
16317,37.0,27.0,1000.0,1525.0,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,23.0,3.0,0.0,-0.0,5000.0,0,18.0,7.0,Full
16318,29.0,34.0,1000.0,1532.0,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,15.0,1.0,-0.0,1.0,1000.0,0,1.0,13.0,Full
16319,7.0,39.0,500.0,1112.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,10.0,3.0,0.0,-0.0,8000.0,0,10.0,17.0,Full
16320,62.0,63.0,500.0,962.0,,Bachelor,Multi-vehicle Collision,Total Loss,,14.0,2.0,1.0,0.0,10000.0,0,5.0,41.0,Full
16321,82.0,63.0,500.0,1461.0,,MD,Multi-vehicle Collision,Total Loss,,20.0,3.0,1.0,1.0,5000.0,0,13.0,46.0,Full
16322,119.0,41.0,1000.0,1333.0,,Bachelor,Vehicle Theft,Minor Loss,Other,23.0,1.0,0.0,0.0,5000.0,0,12.0,25.0,Full
16323,78.0,43.0,1000.0,1187.0,,Masters,Parked Car,Total Loss,,9.0,1.0,1.0,-0.0,1000.0,0,16.0,24.0,Full
16324,101.0,54.0,1000.0,1498.0,,Bachelor,Multi-vehicle Collision,Major Loss,,5.0,3.0,1.0,1.0,2000.0,0,3.0,35.0,Full
16325,81.0,25.0,500.0,920.0,1.0,High School,Multi-vehicle Collision,Major Damage,Other,11.0,3.0,1.0,-0.0,73920.0,0,12.0,9.0,Full
16326,27.0,35.0,1000.0,1480.0,,High School,Multi-vehicle Collision,Total Loss,Ambulance,23.0,3.0,1.0,1.0,9000.0,0,13.0,19.0,Full
16327,103.0,29.0,500.0,915.0,-0.0,Associate,Parked Car,Minor Damage,Police,5.0,1.0,2.0,0.0,7110.0,0,10.0,9.0,Full
16328,78.0,30.0,2000.0,1217.0,,MD,Single Vehicle Collision,Total Loss,Police,21.0,1.0,1.0,1.0,6000.0,0,3.0,8.0,Full
16329,39.0,31.0,1000.0,1413.0,,High School,Single Vehicle Collision,Major Loss,Police,-0.0,1.0,0.0,0.0,7000.0,1,12.0,14.0,Full
16330,245.0,39.0,500.0,965.0,1.0,Associate,Multi-vehicle Collision,Minor Damage,Police,7.0,3.0,0.0,-0.0,72820.0,0,5.0,20.0,Full
16331,32.0,28.0,1000.0,1271.0,,Masters,Multi-vehicle Collision,Total Loss,Other,17.0,3.0,1.0,-0.0,2000.0,0,3.0,8.0,Full
16332,265.0,40.0,1000.0,1454.0,1.0,MD,Multi-vehicle Collision,Total Loss,Other,17.0,3.0,2.0,0.0,55120.0,0,13.0,23.0,Full
16333,110.0,48.0,500.0,1399.0,,Bachelor,Single Vehicle Collision,Minor Loss,Police,15.0,1.0,1.0,1.0,5000.0,0,7.0,26.0,Full
16334,112.0,29.0,500.0,1011.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,18.0,3.0,1.0,-0.0,7000.0,0,12.0,8.0,Full
16335,461.0,57.0,500.0,865.0,1.0,High School,Multi-vehicle Collision,Major Damage,Ambulance,7.0,3.0,-0.0,0.0,59040.0,0,20.0,36.0,Full
16336,160.0,33.0,1000.0,1423.0,1.0,High School,Multi-vehicle Collision,Total Loss,Ambulance,17.0,3.0,2.0,1.0,52800.0,0,9.0,13.0,Full
16337,42.0,61.0,1000.0,913.0,,MD,Multi-vehicle Collision,Total Loss,Ambulance,13.0,3.0,1.0,1.0,2000.0,0,4.0,45.0,Full
16338,112.0,31.0,500.0,882.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,6.0,1.0,-0.0,1.0,4000.0,0,14.0,15.0,Full
16339,122.0,34.0,1000.0,1221.0,0.0,PhD,Parked Car,Minor Damage,,5.0,1.0,2.0,1.0,8190.0,0,2.0,15.0,Full
16340,73.0,44.0,1000.0,1245.0,,High School,Single Vehicle Collision,Total Loss,Ambulance,6.0,1.0,1.0,0.0,2000.0,0,8.0,22.0,Full
16341,83.0,47.0,1000.0,1115.0,,Bachelor,Multi-vehicle Collision,Major Loss,Police,13.0,3.0,1.0,1.0,7000.0,1,3.0,28.0,Full
16342,75.0,37.0,500.0,1385.0,,High School,Single Vehicle Collision,Total Loss,,4.0,1.0,1.0,1.0,2000.0,0,20.0,15.0,Full
16343,109.0,40.0,1000.0,1591.0,,Masters,Single Vehicle Collision,Total Loss,Police,9.0,1.0,1.0,1.0,10000.0,0,10.0,23.0,Full
16344,66.0,30.0,500.0,485.0,1.0,College,Multi-vehicle Collision,Major Damage,Fire,2.0,3.0,0.0,1.0,65560.0,0,0.0,12.0,Full
16345,46.0,29.0,1000.0,921.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,17.0,3.0,1.0,1.0,9000.0,0,2.0,8.0,Full
16346,25.0,48.0,1000.0,1655.0,,High School,Multi-vehicle Collision,Major Loss,Ambulance,19.0,3.0,1.0,-0.0,6000.0,1,8.0,31.0,Full
16347,47.0,25.0,2000.0,1368.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,1.0,1.0,1.0,1.0,6000.0,0,6.0,5.0,Full
16348,339.0,48.0,500.0,1699.0,-0.0,JD,Multi-vehicle Collision,Total Loss,Fire,18.0,3.0,2.0,0.0,51840.0,0,14.0,31.0,Full
16349,43.0,26.0,1000.0,881.0,,Bachelor,Single Vehicle Collision,Minor Loss,Police,5.0,1.0,1.0,0.0,6000.0,0,19.0,6.0,Full
16350,68.0,29.0,500.0,890.0,,MD,Multi-vehicle Collision,Major Loss,Police,5.0,2.0,-0.0,1.0,1000.0,0,16.0,9.0,Full
16351,94.0,34.0,1000.0,933.0,,College,Parked Car,Major Loss,Police,19.0,1.0,1.0,1.0,8000.0,1,10.0,17.0,Full
16352,20.0,54.0,1000.0,1614.0,,High School,Single Vehicle Collision,Total Loss,,5.0,1.0,1.0,-0.0,3000.0,0,15.0,35.0,Full
16353,328.0,49.0,500.0,1435.0,1.0,Masters,Single Vehicle Collision,Total Loss,Police,19.0,1.0,-0.0,1.0,71440.0,0,10.0,28.0,Full
16354,30.0,48.0,500.0,1137.0,,College,Single Vehicle Collision,Total Loss,Police,1.0,1.0,1.0,1.0,2000.0,0,1.0,32.0,Full
16355,34.0,51.0,500.0,1020.0,,College,Single Vehicle Collision,Total Loss,Ambulance,19.0,1.0,1.0,0.0,1000.0,0,7.0,32.0,Full
16356,100.0,56.0,500.0,1323.0,,Masters,Multi-vehicle Collision,Minor Loss,,6.0,3.0,1.0,1.0,8000.0,0,4.0,39.0,Full
16357,141.0,30.0,1000.0,1347.0,-0.0,High School,Parked Car,Minor Damage,,6.0,1.0,1.0,1.0,6480.0,0,19.0,11.0,Full
16358,428.0,54.0,2000.0,1506.0,-0.0,Masters,Multi-vehicle Collision,Minor Damage,Fire,16.0,3.0,1.0,0.0,76560.0,0,6.0,35.0,Full
16359,72.0,54.0,500.0,1148.0,,Bachelor,Single Vehicle Collision,Minor Loss,,21.0,1.0,1.0,1.0,1000.0,1,19.0,38.0,Full
16360,156.0,38.0,500.0,1368.0,-0.0,High School,Multi-vehicle Collision,Major Damage,Fire,23.0,3.0,0.0,-0.0,55200.0,1,17.0,19.0,Full
16361,33.0,50.0,500.0,1140.0,,Bachelor,Vehicle Theft,Total Loss,Police,3.0,1.0,1.0,1.0,5000.0,0,3.0,32.0,Full
16362,271.0,40.0,1000.0,1252.0,1.0,Associate,Parked Car,Minor Damage,,6.0,1.0,0.0,0.0,3080.0,0,3.0,23.0,Full
16363,9.0,26.0,1000.0,1424.0,,Bachelor,Vehicle Theft,Major Loss,,4.0,1.0,-0.0,1.0,7000.0,0,2.0,5.0,Full
16364,25.0,40.0,1000.0,1491.0,,High School,Parked Car,Major Loss,Ambulance,15.0,1.0,1.0,1.0,5000.0,0,10.0,22.0,Full
16365,16.0,29.0,1000.0,1315.0,,PhD,Multi-vehicle Collision,Minor Loss,Ambulance,18.0,3.0,1.0,1.0,3000.0,0,11.0,8.0,Full
16366,105.0,63.0,1000.0,1622.0,,High School,Parked Car,Total Loss,Police,7.0,1.0,1.0,1.0,10000.0,1,4.0,42.0,Full
16367,230.0,41.0,1000.0,1464.0,-0.0,JD,Multi-vehicle Collision,Minor Damage,Ambulance,19.0,3.0,2.0,0.0,53040.0,0,9.0,21.0,Full
16368,6.0,37.0,500.0,1619.0,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,3.0,3.0,1.0,-0.0,3000.0,1,6.0,21.0,Full
16369,50.0,57.0,1000.0,1472.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,1.0,2.0,1.0,1.0,6000.0,0,12.0,37.0,Full
16370,98.0,55.0,2000.0,1436.0,,Bachelor,Parked Car,Major Loss,Ambulance,7.0,1.0,1.0,1.0,4000.0,0,12.0,38.0,Full
16371,97.0,61.0,500.0,1356.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,23.0,3.0,-0.0,1.0,2000.0,1,20.0,44.0,Full
16372,440.0,61.0,500.0,1051.0,-0.0,PhD,Single Vehicle Collision,Major Damage,Fire,21.0,1.0,2.0,0.0,53640.0,0,11.0,39.0,Full
16373,210.0,35.0,1000.0,1346.0,-0.0,Masters,Single Vehicle Collision,Total Loss,Ambulance,11.0,1.0,-0.0,-0.0,58200.0,0,2.0,17.0,Full
16374,86.0,45.0,1000.0,889.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,6.0,1.0,1.0,1.0,8000.0,0,5.0,29.0,Full
16375,84.0,32.0,1000.0,965.0,,Bachelor,Vehicle Theft,Major Loss,Ambulance,14.0,1.0,1.0,1.0,3000.0,0,17.0,10.0,Full
16376,95.0,30.0,2000.0,1371.0,-0.0,College,Single Vehicle Collision,Minor Damage,Police,22.0,1.0,-0.0,-0.0,34800.0,0,16.0,8.0,Full
16377,31.0,28.0,1000.0,1407.0,,Bachelor,Parked Car,Total Loss,Police,5.0,1.0,1.0,0.0,4000.0,0,-0.0,9.0,Full
16378,32.0,28.0,1000.0,1486.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,10.0,3.0,1.0,1.0,4000.0,0,18.0,6.0,Full
16379,104.0,34.0,2000.0,1432.0,,High School,Multi-vehicle Collision,Total Loss,Ambulance,19.0,2.0,1.0,0.0,5000.0,0,6.0,15.0,Full
16380,51.0,25.0,500.0,1499.0,,High School,Single Vehicle Collision,Total Loss,,13.0,1.0,0.0,1.0,8000.0,0,13.0,7.0,Full
16381,71.0,37.0,500.0,1310.0,,High School,Single Vehicle Collision,Minor Loss,,15.0,1.0,1.0,1.0,7000.0,0,5.0,19.0,Full
16382,38.0,57.0,500.0,1233.0,,Bachelor,Vehicle Theft,Minor Loss,,22.0,1.0,1.0,1.0,1000.0,1,14.0,36.0,Full
16383,123.0,31.0,500.0,1326.0,1.0,Associate,Single Vehicle Collision,Total Loss,Fire,13.0,1.0,1.0,-0.0,72120.0,0,6.0,14.0,Full
16384,324.0,46.0,2000.0,898.0,0.0,MD,Single Vehicle Collision,Minor Damage,Other,13.0,1.0,1.0,1.0,79600.0,0,4.0,28.0,Full
16385,11.0,33.0,2000.0,1558.0,,College,Single Vehicle Collision,Minor Loss,Other,14.0,1.0,0.0,1.0,10000.0,0,12.0,16.0,Full
16386,233.0,43.0,1000.0,954.0,1.0,College,Multi-vehicle Collision,Minor Damage,Other,17.0,3.0,2.0,1.0,42500.0,0,15.0,27.0,Full
16387,66.0,40.0,500.0,1354.0,,PhD,Vehicle Theft,Major Loss,Police,23.0,1.0,1.0,1.0,6000.0,0,6.0,23.0,Full
16388,25.0,52.0,500.0,1335.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,19.0,1.0,0.0,0.0,5000.0,0,0.0,32.0,Full
16389,92.0,44.0,1000.0,933.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,21.0,1.0,0.0,1.0,9000.0,0,12.0,28.0,Full
16390,210.0,41.0,500.0,1223.0,0.0,High School,Multi-vehicle Collision,Total Loss,Other,12.0,3.0,2.0,-0.0,81070.0,1,14.0,25.0,Full
16391,111.0,47.0,2000.0,1359.0,,High School,Multi-vehicle Collision,Major Loss,,2.0,3.0,1.0,1.0,10000.0,0,13.0,31.0,Full
16392,283.0,46.0,2000.0,1313.0,1.0,PhD,Multi-vehicle Collision,Major Damage,Ambulance,3.0,3.0,1.0,0.0,77660.0,0,11.0,25.0,Full
16393,57.0,49.0,500.0,1499.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,3.0,3.0,1.0,-0.0,1000.0,1,9.0,30.0,Full
16394,91.0,30.0,2000.0,1317.0,1.0,Masters,Multi-vehicle Collision,Minor Damage,Other,13.0,3.0,2.0,-0.0,84500.0,1,6.0,9.0,Full
16395,117.0,39.0,500.0,1269.0,,Masters,Single Vehicle Collision,Major Loss,Police,11.0,1.0,-0.0,1.0,10000.0,0,17.0,22.0,Full
16396,464.0,61.0,1000.0,1125.0,1.0,Associate,Multi-vehicle Collision,Major Damage,Police,6.0,3.0,-0.0,1.0,79800.0,0,15.0,40.0,Full
16397,117.0,39.0,500.0,1269.0,,Masters,Single Vehicle Collision,Major Loss,Police,11.0,1.0,0.0,1.0,10000.0,1,17.0,22.0,Full
16398,45.0,31.0,500.0,1460.0,-0.0,MD,Parked Car,Minor Damage,,6.0,1.0,1.0,0.0,6000.0,0,15.0,13.0,Full
16399,19.0,53.0,2000.0,1492.0,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,14.0,3.0,1.0,1.0,1000.0,1,8.0,35.0,Full
16400,86.0,27.0,2000.0,916.0,,MD,Multi-vehicle Collision,Major Loss,Ambulance,20.0,3.0,1.0,0.0,10000.0,0,4.0,8.0,Full
16401,265.0,41.0,2000.0,1724.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Police,18.0,3.0,1.0,0.0,44200.0,1,1.0,25.0,Full
16402,61.0,37.0,2000.0,1481.0,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,21.0,1.0,-0.0,1.0,2000.0,0,2.0,16.0,Full
16403,200.0,35.0,2000.0,1318.0,0.0,High School,Vehicle Theft,Trivial Damage,,13.0,1.0,0.0,1.0,6490.0,0,13.0,15.0,Full
16404,89.0,37.0,1000.0,899.0,,Bachelor,Parked Car,Minor Loss,,6.0,1.0,1.0,1.0,1000.0,0,1.0,15.0,Full
16405,104.0,29.0,500.0,1556.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,3.0,3.0,0.0,-0.0,4000.0,0,5.0,8.0,Full
16406,338.0,49.0,1000.0,1279.0,-0.0,MD,Parked Car,Minor Damage,,13.0,1.0,0.0,0.0,4300.0,0,11.0,32.0,Full
16407,295.0,48.0,1000.0,1149.0,1.0,College,Parked Car,Trivial Damage,,6.0,1.0,1.0,1.0,5400.0,0,16.0,28.0,Full
16408,88.0,35.0,500.0,1187.0,,High School,Single Vehicle Collision,Minor Loss,Other,10.0,1.0,0.0,0.0,1000.0,0,2.0,16.0,Full
16409,62.0,28.0,1000.0,988.0,1.0,Masters,Single Vehicle Collision,Total Loss,Police,3.0,1.0,1.0,1.0,60200.0,0,11.0,11.0,Full
16410,24.0,25.0,1000.0,1554.0,,High School,Parked Car,Total Loss,,14.0,1.0,-0.0,1.0,8000.0,0,20.0,5.0,Full
16411,111.0,27.0,500.0,1364.0,1.0,Masters,Single Vehicle Collision,Total Loss,Police,12.0,1.0,2.0,-0.0,90970.0,0,6.0,11.0,Full
16412,91.0,64.0,500.0,1423.0,,Masters,Multi-vehicle Collision,Total Loss,,7.0,2.0,1.0,0.0,4000.0,0,16.0,42.0,Full
16413,230.0,44.0,2000.0,1009.0,1.0,College,Single Vehicle Collision,Total Loss,Fire,19.0,1.0,-0.0,1.0,74140.0,0,-0.0,25.0,Full
16414,91.0,64.0,1000.0,1245.0,,College,Single Vehicle Collision,Minor Loss,Other,0.0,1.0,1.0,1.0,10000.0,0,2.0,48.0,Full
16415,88.0,57.0,1000.0,937.0,,College,Multi-vehicle Collision,Minor Loss,Other,12.0,3.0,0.0,-0.0,8000.0,0,20.0,35.0,Full
16416,30.0,41.0,2000.0,958.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,12.0,1.0,1.0,1.0,7000.0,1,2.0,22.0,Full
16417,175.0,39.0,500.0,1359.0,0.0,PhD,Multi-vehicle Collision,Major Damage,Other,9.0,3.0,2.0,1.0,71610.0,1,3.0,20.0,Full
16418,102.0,36.0,2000.0,1641.0,,Bachelor,Single Vehicle Collision,Total Loss,Other,14.0,1.0,1.0,1.0,9000.0,0,8.0,14.0,Full
16419,85.0,50.0,500.0,1341.0,,College,Single Vehicle Collision,Major Loss,Ambulance,18.0,1.0,0.0,1.0,3000.0,0,3.0,34.0,Full
16420,86.0,42.0,500.0,1159.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,20.0,1.0,1.0,1.0,6000.0,0,13.0,21.0,Full
16421,61.0,23.0,500.0,1112.0,0.0,JD,Single Vehicle Collision,Major Damage,Fire,6.0,1.0,1.0,-0.0,41850.0,0,18.0,2.0,P1
16422,8.0,51.0,2000.0,1021.0,,Masters,Multi-vehicle Collision,Minor Loss,Police,23.0,4.0,-0.0,1.0,5000.0,0,9.0,33.0,Full
16423,76.0,55.0,500.0,1527.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,8.0,1.0,1.0,1.0,2000.0,0,20.0,38.0,Full
16424,132.0,32.0,2000.0,1107.0,0.0,PhD,Vehicle Theft,Minor Damage,Police,21.0,1.0,1.0,1.0,5600.0,0,10.0,11.0,Full
16425,79.0,28.0,1000.0,1596.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,19.0,3.0,1.0,0.0,5000.0,0,19.0,7.0,Full
16426,189.0,39.0,2000.0,838.0,1.0,College,Multi-vehicle Collision,Minor Damage,Police,7.0,3.0,2.0,1.0,64400.0,1,18.0,19.0,Full
16427,64.0,51.0,500.0,1422.0,,Bachelor,Single Vehicle Collision,Major Loss,,5.0,1.0,1.0,1.0,8000.0,0,4.0,32.0,Full
16428,98.0,52.0,500.0,1062.0,,College,Multi-vehicle Collision,Minor Loss,Police,14.0,3.0,-0.0,1.0,7000.0,1,9.0,36.0,Full
16429,27.0,58.0,2000.0,945.0,,Bachelor,Parked Car,Minor Loss,Police,9.0,1.0,1.0,-0.0,5000.0,0,2.0,42.0,Full
16430,72.0,39.0,500.0,1534.0,,MD,Multi-vehicle Collision,Total Loss,,8.0,3.0,1.0,1.0,7000.0,0,1.0,22.0,Full
16431,72.0,59.0,1000.0,864.0,,Masters,Vehicle Theft,Minor Loss,Ambulance,1.0,1.0,-0.0,1.0,8000.0,0,11.0,38.0,Full
16432,17.0,44.0,1000.0,1498.0,,Masters,Parked Car,Major Loss,Ambulance,9.0,1.0,0.0,1.0,4000.0,0,5.0,27.0,Full
16433,285.0,43.0,2000.0,1513.0,1.0,College,Vehicle Theft,Minor Damage,Police,7.0,1.0,1.0,0.0,2520.0,0,18.0,23.0,Full
16434,45.0,38.0,1000.0,1198.0,0.0,Masters,Multi-vehicle Collision,Total Loss,Ambulance,17.0,3.0,2.0,-0.0,78240.0,0,2.0,19.0,Full
16435,19.0,37.0,500.0,867.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,10.0,1.0,0.0,1.0,9000.0,0,20.0,19.0,Full
16436,140.0,36.0,500.0,1364.0,1.0,JD,Multi-vehicle Collision,Minor Damage,Other,10.0,3.0,2.0,1.0,79500.0,0,15.0,19.0,Full
16437,46.0,26.0,500.0,1575.0,,High School,Multi-vehicle Collision,Minor Loss,Police,9.0,3.0,1.0,0.0,4000.0,0,0.0,7.0,Full
16438,58.0,48.0,2000.0,1667.0,,Masters,Vehicle Theft,Total Loss,,17.0,1.0,1.0,0.0,7000.0,1,14.0,27.0,Full
16439,54.0,60.0,2000.0,1249.0,,Bachelor,Vehicle Theft,Minor Loss,Other,12.0,1.0,1.0,0.0,5000.0,0,13.0,40.0,Full
16440,186.0,38.0,2000.0,1219.0,1.0,Masters,Multi-vehicle Collision,Total Loss,Police,23.0,3.0,2.0,-0.0,68760.0,0,17.0,22.0,Full
16441,79.0,43.0,500.0,1493.0,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,20.0,3.0,1.0,0.0,4000.0,0,17.0,24.0,Full
16442,103.0,48.0,500.0,1558.0,,Bachelor,Single Vehicle Collision,Total Loss,Police,16.0,1.0,0.0,1.0,2000.0,1,-0.0,29.0,Full
16443,25.0,39.0,500.0,897.0,,Bachelor,Single Vehicle Collision,Minor Loss,Police,13.0,1.0,0.0,0.0,7000.0,0,4.0,17.0,Full
16444,89.0,61.0,1000.0,901.0,,PhD,Single Vehicle Collision,Total Loss,,16.0,1.0,1.0,-0.0,8000.0,0,10.0,42.0,Full
16445,150.0,37.0,1000.0,1007.0,1.0,PhD,Single Vehicle Collision,Total Loss,Police,9.0,1.0,-0.0,-0.0,80080.0,0,2.0,21.0,Full
16446,398.0,58.0,500.0,991.0,1.0,Associate,Single Vehicle Collision,Major Damage,Police,18.0,1.0,2.0,-0.0,99320.0,0,13.0,40.0,Full
16447,33.0,37.0,1000.0,1512.0,,High School,Single Vehicle Collision,Major Loss,Other,10.0,1.0,1.0,1.0,9000.0,0,6.0,20.0,Full
16448,253.0,43.0,500.0,1187.0,1.0,Associate,Vehicle Theft,Trivial Damage,Police,9.0,1.0,0.0,-0.0,3840.0,0,1.0,24.0,Full
16449,246.0,39.0,1000.0,1416.0,1.0,JD,Single Vehicle Collision,Minor Damage,Ambulance,16.0,1.0,-0.0,-0.0,45180.0,1,11.0,18.0,Full
16450,79.0,44.0,1000.0,1264.0,,Masters,Multi-vehicle Collision,Total Loss,Police,3.0,3.0,1.0,1.0,1000.0,1,3.0,23.0,Full
16451,86.0,42.0,500.0,1159.0,,High School,Single Vehicle Collision,Major Loss,Ambulance,20.0,1.0,1.0,1.0,6000.0,0,13.0,21.0,Full
16452,245.0,44.0,1000.0,1168.0,0.0,JD,Multi-vehicle Collision,Total Loss,Other,23.0,3.0,-0.0,-0.0,44280.0,0,18.0,28.0,Full
16453,194.0,35.0,500.0,1416.0,1.0,MD,Parked Car,Minor Damage,,7.0,1.0,1.0,-0.0,5940.0,0,12.0,17.0,Full
16454,265.0,41.0,2000.0,1724.0,1.0,Associate,Multi-vehicle Collision,Total Loss,Police,18.0,3.0,1.0,-0.0,44200.0,0,1.0,25.0,Full
16455,123.0,34.0,2000.0,1270.0,1.0,College,Multi-vehicle Collision,Total Loss,Fire,13.0,3.0,1.0,-0.0,55260.0,0,15.0,12.0,Full
16456,101.0,26.0,1000.0,1372.0,1.0,MD,Parked Car,Trivial Damage,,4.0,1.0,2.0,0.0,3190.0,0,20.0,9.0,Full
16457,92.0,38.0,500.0,1237.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,17.0,3.0,1.0,1.0,2000.0,0,1.0,21.0,Full
16458,118.0,34.0,1000.0,1434.0,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,4.0,1.0,1.0,0.0,1000.0,0,12.0,17.0,Full
16459,186.0,37.0,2000.0,1628.0,1.0,JD,Single Vehicle Collision,Total Loss,Ambulance,22.0,1.0,1.0,1.0,55600.0,0,6.0,16.0,Full
16460,77.0,28.0,500.0,916.0,,MD,Multi-vehicle Collision,Minor Loss,Ambulance,16.0,3.0,1.0,0.0,10000.0,0,9.0,7.0,Full
16461,91.0,53.0,500.0,1395.0,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,7.0,2.0,1.0,1.0,10000.0,0,18.0,36.0,Full
16462,49.0,39.0,1000.0,1542.0,,Bachelor,Vehicle Theft,Total Loss,,11.0,1.0,1.0,0.0,8000.0,1,2.0,19.0,Full
16463,116.0,38.0,2000.0,1092.0,,Bachelor,Vehicle Theft,Major Loss,Ambulance,20.0,1.0,1.0,0.0,10000.0,0,17.0,16.0,Full
16464,100.0,29.0,2000.0,1425.0,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,21.0,3.0,1.0,1.0,3000.0,0,7.0,10.0,Full
16465,354.0,48.0,2000.0,1526.0,1.0,Masters,Single Vehicle Collision,Minor Damage,Police,12.0,1.0,2.0,1.0,90240.0,0,20.0,32.0,Full
16466,99.0,25.0,1000.0,1031.0,,High School,Vehicle Theft,Total Loss,,10.0,1.0,1.0,-0.0,1000.0,0,8.0,9.0,Full
16467,71.0,55.0,2000.0,1132.0,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,22.0,1.0,1.0,1.0,6000.0,0,13.0,38.0,Full
16468,32.0,26.0,2000.0,1260.0,0.0,JD,Single Vehicle Collision,Total Loss,Fire,16.0,1.0,1.0,-0.0,45500.0,0,6.0,8.0,Full
16469,74.0,50.0,2000.0,1308.0,,Masters,Multi-vehicle Collision,Total Loss,Ambulance,14.0,3.0,-0.0,-0.0,4000.0,0,6.0,29.0,Full
16470,165.0,33.0,1000.0,1427.0,1.0,Associate,Parked Car,Minor Damage,Police,3.0,1.0,1.0,-0.0,2970.0,0,7.0,12.0,Full
16471,58.0,28.0,2000.0,1595.0,,Masters,Single Vehicle Collision,Major Loss,Other,18.0,1.0,-0.0,-0.0,6000.0,0,3.0,8.0,Full
16472,47.0,29.0,500.0,1093.0,,Bachelor,Multi-vehicle Collision,Minor Loss,,0.0,2.0,1.0,1.0,2000.0,0,13.0,8.0,Full
16473,103.0,58.0,2000.0,1677.0,,Masters,Multi-vehicle Collision,Major Loss,,8.0,3.0,1.0,1.0,8000.0,0,10.0,38.0,Full
16474,99.0,43.0,1000.0,1319.0,,Bachelor,Single Vehicle Collision,Major Loss,,7.0,1.0,1.0,1.0,10000.0,0,1.0,22.0,Full
16475,257.0,44.0,1000.0,1281.0,0.0,MD,Single Vehicle Collision,Total Loss,Other,21.0,1.0,0.0,0.0,46980.0,0,13.0,23.0,Full
16476,96.0,64.0,500.0,1215.0,,Bachelor,Parked Car,Minor Loss,Ambulance,23.0,1.0,1.0,1.0,1000.0,0,16.0,42.0,Full
16477,73.0,55.0,500.0,1260.0,,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,21.0,3.0,1.0,1.0,1000.0,0,15.0,39.0,Full
16478,108.0,61.0,500.0,1433.0,,High School,Single Vehicle Collision,Total Loss,,15.0,1.0,1.0,1.0,10000.0,1,2.0,45.0,Full
16479,100.0,45.0,500.0,1617.0,,Bachelor,Multi-vehicle Collision,Total Loss,Police,1.0,3.0,1.0,0.0,6000.0,0,18.0,23.0,Full
16480,107.0,46.0,500.0,939.0,,High School,Single Vehicle Collision,Major Loss,Police,0.0,1.0,0.0,1.0,7000.0,0,13.0,27.0,Full
16481,85.0,57.0,2000.0,1592.0,,Bachelor,Single Vehicle Collision,Total Loss,,20.0,1.0,1.0,1.0,4000.0,0,6.0,37.0,Full
