index,index,timeascustomer,driverage,insuranceaccess,insurancepremium,incidenttime,numvehiclesinvolved,numbodilyinjuries,policereportbool,totalclaimamount,vehicleage,driverexperience,educationlevel,accidenttype,incidentseverity,authoritiesinvolved,licencetype,drivergender,fraud
8789,335,14,26,1960,777,4,3,0,0,31463,14,10,College,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
8790,1386,51,27,992,1545,3,1,0,1,10000,20,8,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8791,5738,78,41,500,1441,11,3,1,1,10000,18,21,Bachelor,Single Vehicle Collision,Major Damage,,Full,0.0,1
8792,673,146,32,1000,1081,14,1,2,0,82266,19,14,JD,Single Vehicle Collision,Major Damage,,Full,0.0,1
8793,5249,67,57,667,931,18,1,1,1,4000,8,37,PhD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8794,417,194,38,500,1356,5,3,0,1,51523,14,20,College,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8795,406,243,41,2000,1158,3,3,1,0,64204,2,23,MD,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
8796,5939,81,44,707,1583,7,2,0,1,6000,7,27,Bachelor,Parked Car,Minor Damage,Other,Full,0.0,1
8797,2752,46,32,723,1644,1,3,1,0,8000,12,14,College,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
8798,3907,113,49,500,1608,8,1,0,0,7951,8,28,Associate,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
8799,858,173,37,632,1239,17,3,2,1,42389,7,18,PhD,Parked Car,Major Damage,Other,Full,0.0,1
8800,4689,247,42,1173,1132,6,3,2,0,96876,8,25,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8801,4022,100,31,769,1128,10,1,1,0,1000,6,14,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8802,1556,48,39,832,1242,10,2,1,1,3000,1,21,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
8803,5377,89,36,1000,1271,8,1,1,1,10000,9,20,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8804,1540,47,32,2000,1119,10,1,0,0,2000,19,13,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8805,5195,340,52,500,977,13,2,2,0,98952,11,35,Bachelor,Vehicle Theft,Total Loss,Other,Full,0.0,1
8806,158,76,28,2000,1373,4,4,1,1,64771,2,7,Associate,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8807,4135,198,40,966,1569,4,1,1,0,3177,11,21,Bachelor,Parked Car,Minor Damage,Police,Full,0.0,1
8808,426,279,46,500,867,20,3,2,0,69030,5,24,Associate,Vehicle Theft,Minor Loss,Police,Full,0.0,1
8809,5617,103,64,1000,1133,14,2,0,0,2000,13,46,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8810,6206,47,32,510,1172,18,1,1,1,2000,16,13,JD,Parked Car,Major Loss,Police,Full,0.0,1
8811,473,375,49,500,1422,12,1,1,0,54849,17,32,MD,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8812,3290,74,39,1000,1332,13,3,1,1,8000,19,18,Masters,Parked Car,Minor Loss,Fire,Full,0.0,1
8813,232,25,29,2000,1353,10,3,0,1,53583,1,8,Bachelor,Parked Car,Minor Loss,Ambulance,Full,0.0,1
8814,330,225,39,1291,976,17,2,1,0,36288,7,19,High School,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
8815,346,132,31,1070,1163,3,1,2,0,107909,18,10,High School,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
8816,3625,182,35,1484,1225,17,1,1,0,50863,14,16,Masters,Vehicle Theft,Major Damage,Police,Full,0.0,1
8817,5679,339,49,1490,1209,12,2,0,0,53792,7,30,College,Single Vehicle Collision,Minor Damage,Fire,Full,0.0,1
8818,4850,260,45,1120,1280,14,1,0,0,62709,12,24,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8819,2034,31,33,599,1557,4,1,0,1,4000,19,16,College,Parked Car,Total Loss,Ambulance,Full,0.0,1
8820,3838,52,58,1000,1491,18,1,0,1,10000,17,37,Masters,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8821,3865,20,35,2000,1362,2,3,0,1,4000,1,18,High School,Parked Car,Total Loss,Ambulance,Full,0.0,1
8822,5620,54,58,500,1557,8,1,0,1,1000,7,41,PhD,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
8823,3131,136,32,1000,1035,17,1,1,0,82725,2,15,MD,Vehicle Theft,Minor Damage,Police,Full,0.0,1
8824,1952,83,38,500,1451,10,1,0,1,10000,13,20,Bachelor,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
8825,4567,82,35,1323,1873,2,1,2,0,46606,15,17,Masters,Parked Car,Major Loss,Ambulance,Full,0.0,1
8826,319,115,29,889,1282,14,1,2,0,71571,10,12,Masters,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
8827,665,94,29,1000,1312,16,3,2,1,55434,10,10,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
8828,1777,89,42,1000,1056,12,1,1,1,7000,9,22,High School,Single Vehicle Collision,Major Loss,,Full,0.0,1
8829,4398,146,30,1000,1670,7,1,1,1,4570,2,10,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
8830,3939,81,30,749,1555,13,2,1,0,6000,5,10,Bachelor,Vehicle Theft,Minor Loss,Ambulance,Full,0.0,1
8831,230,159,34,2000,1355,11,1,1,0,81264,5,16,Associate,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8832,285,109,33,500,1077,16,1,2,0,88197,8,16,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8833,3741,96,36,500,1543,8,2,1,0,6746,8,16,High School,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8834,5489,30,29,1568,1519,6,1,1,0,4000,10,11,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8835,2816,72,46,1377,1230,6,2,1,1,1000,9,25,Masters,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8836,4972,38,35,1926,1136,21,3,2,0,53123,19,18,Masters,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
8837,4993,230,39,1000,905,0,1,1,0,74200,13,20,College,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
8838,3673,102,50,2000,1400,19,1,1,0,8817,12,29,High School,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8839,107,11,31,2000,1451,17,2,2,1,71374,6,13,College,Single Vehicle Collision,Minor Damage,,Full,0.0,1
8840,322,146,33,500,1064,7,2,0,0,59851,8,13,MD,Parked Car,Total Loss,Ambulance,Full,0.0,1
8841,575,113,31,778,969,4,3,0,1,65137,8,11,High School,Single Vehicle Collision,Major Damage,,Full,0.0,1
8842,6002,111,35,869,1206,21,2,1,1,3000,13,18,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8843,4991,57,35,1000,1151,9,1,1,0,6000,8,16,Bachelor,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
8844,5443,203,38,2000,1110,3,3,0,0,67881,9,19,Bachelor,Single Vehicle Collision,Total Loss,,Full,0.0,1
8845,507,209,41,2000,1371,13,3,1,1,67004,13,20,MD,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8846,4177,25,37,2000,1075,16,2,1,1,7000,9,17,Bachelor,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
8847,2704,42,54,2000,1223,17,2,0,0,9352,2,37,MD,Vehicle Theft,Major Loss,Police,Full,0.0,1
8848,3797,116,45,500,1092,21,3,0,1,8000,16,25,Bachelor,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
8849,795,108,37,673,1365,15,2,1,0,55131,14,18,PhD,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,1
8850,2287,54,40,809,1185,6,2,1,0,8000,12,20,High School,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
8851,1733,87,40,2000,1293,13,4,1,1,2690,7,22,Associate,Multi-vehicle Collision,Trivial Damage,Other,Full,0.0,1
8852,469,379,56,500,1231,12,1,0,0,63579,17,39,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8853,1400,48,30,1000,1495,3,1,0,1,10000,19,11,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8854,1091,70,38,1000,1496,5,4,0,0,1077,9,18,High School,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
8855,5751,419,55,1311,1499,23,2,2,1,71788,15,34,Masters,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8856,3271,82,31,564,1604,1,1,0,0,57319,18,10,MD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8857,2438,224,38,1035,984,18,4,1,0,35500,16,22,High School,Vehicle Theft,Total Loss,Other,Full,0.0,1
8858,5532,67,35,1408,1276,17,2,0,0,3000,12,16,High School,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
8859,748,233,40,918,1150,4,1,1,1,50476,16,20,MD,Multi-vehicle Collision,Major Loss,,Full,0.0,1
8860,757,436,57,978,992,19,3,0,0,68224,8,37,JD,Vehicle Theft,Total Loss,Police,Full,0.0,1
8861,600,322,49,1645,1234,18,3,1,0,32995,8,30,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8862,4545,67,57,2000,970,18,1,1,0,10000,14,39,High School,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
8863,5067,82,47,995,1113,13,3,1,1,7000,3,28,High School,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
8864,320,97,30,500,1432,5,3,1,0,80673,7,12,PhD,Multi-vehicle Collision,Major Loss,,Full,0.0,1
8865,1407,20,44,1000,1482,9,1,0,1,4000,5,27,MD,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8866,4231,56,51,1000,1554,3,2,1,1,6000,15,29,Bachelor,Vehicle Theft,Minor Loss,Ambulance,Full,0.0,1
8867,5761,85,37,631,1222,5,1,0,0,10000,10,19,PhD,Parked Car,Minor Loss,,Full,0.0,1
8868,352,27,21,1000,1181,6,1,0,0,48866,5,4,High School,Multi-vehicle Collision,Trivial Damage,Police,Full,0.0,1
8869,3037,43,28,2000,1201,17,1,0,1,1000,5,9,MD,Multi-vehicle Collision,Total Loss,,Full,0.0,1
8870,3282,74,30,1245,1331,5,3,2,0,52664,14,9,MD,Multi-vehicle Collision,Major Loss,,Full,0.0,1
8871,338,201,36,1000,1362,15,1,2,0,66621,3,16,Bachelor,Multi-vehicle Collision,Major Loss,Other,P2,0.0,1
8872,1907,92,36,1000,1399,7,1,1,1,5000,13,20,Masters,Single Vehicle Collision,Minor Damage,,Full,0.0,1
8873,6086,15,26,1000,1381,5,3,1,1,4000,15,9,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
8874,2909,51,45,541,1215,15,1,1,0,8000,14,28,PhD,Single Vehicle Collision,Total Loss,,Full,0.0,1
8875,2049,68,34,2000,1395,6,2,1,1,2000,3,13,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8876,3819,37,52,1000,891,12,3,1,0,8000,7,35,JD,Single Vehicle Collision,Minor Damage,,Full,0.0,1
8877,499,113,31,2000,1337,14,2,2,0,44310,10,13,Masters,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
8878,442,153,33,546,944,17,1,0,0,70334,13,14,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8879,4560,108,33,598,933,18,2,1,1,1000,8,12,JD,Parked Car,Total Loss,Police,Full,0.0,1
8880,148,86,28,1066,1160,2,3,1,0,44740,15,9,High School,Multi-vehicle Collision,Minor Damage,Other,Full,0.0,1
8881,3655,56,57,1000,1454,23,1,0,1,10000,18,36,Bachelor,Vehicle Theft,Total Loss,Police,Full,0.0,1
8882,689,207,41,2000,1391,5,2,2,0,63886,8,23,Bachelor,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
8883,3874,234,39,954,945,1,1,1,0,74388,13,21,Bachelor,Single Vehicle Collision,Major Damage,Other,Full,0.0,1
8884,4851,52,32,939,1577,19,1,0,0,5000,6,11,High School,Parked Car,Total Loss,Police,Full,0.0,1
8885,2895,59,53,767,1388,6,2,1,1,6000,17,33,PhD,Single Vehicle Collision,Major Damage,Other,Full,0.0,1
8886,481,18,34,500,1283,1,4,0,0,66931,19,13,High School,Multi-vehicle Collision,Minor Damage,Fire,Full,0.0,1
8887,6424,81,56,500,1427,19,2,0,1,3000,5,37,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8888,3596,105,51,2000,1034,12,1,0,0,8000,11,35,Bachelor,Parked Car,Minor Loss,Other,Full,0.0,1
8889,5898,26,52,1000,1582,6,1,1,0,3000,15,33,Bachelor,Multi-vehicle Collision,Major Loss,,Full,0.0,1
8890,5975,211,49,1000,1327,7,1,1,0,2783,6,32,College,Multi-vehicle Collision,Trivial Damage,Fire,Full,0.0,1
8891,3212,181,38,1513,1509,16,1,1,0,77864,6,21,JD,Single Vehicle Collision,Minor Damage,,Full,0.0,1
8892,773,337,48,2000,1034,21,3,0,1,35664,10,30,Associate,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8893,5618,26,27,1000,1400,5,2,1,0,4000,4,9,Bachelor,Parked Car,Minor Damage,Other,Full,0.0,1
8894,3701,23,46,1000,1459,13,2,1,1,1000,18,25,High School,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
8895,2214,42,55,664,910,8,2,1,1,2000,1,37,Masters,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
8896,4573,48,53,500,1522,18,3,1,1,2000,20,32,PhD,Multi-vehicle Collision,Major Damage,,Full,0.0,1
8897,291,179,36,2000,1418,3,4,1,1,64506,2,16,Bachelor,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
8898,1775,76,53,500,1650,18,1,1,1,9000,3,32,Masters,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
8899,3847,261,42,2000,1183,8,1,0,0,5870,9,22,Masters,Parked Car,Minor Damage,Ambulance,Full,0.0,1
8900,1367,59,38,1000,1496,3,2,0,1,10000,14,20,Masters,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8901,384,118,29,1504,1076,10,2,1,0,98320,10,10,High School,Vehicle Theft,Major Damage,Police,Full,0.0,1
8902,851,147,32,563,1476,16,1,1,1,74638,7,11,PhD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8903,218,263,42,973,1289,5,3,1,1,81058,9,20,High School,Vehicle Theft,Major Loss,Ambulance,Full,0.0,1
8904,5914,209,41,566,1730,20,3,2,1,68674,11,24,College,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
8905,3365,117,33,1000,1311,5,3,2,0,51884,17,11,Bachelor,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,1
8906,555,337,51,2000,1264,18,2,1,1,68674,15,32,Bachelor,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,1
8907,3938,81,26,2000,952,12,3,0,0,5056,12,7,High School,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,1
8908,2593,26,51,1000,1304,11,2,0,1,7000,3,35,MD,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8909,857,191,38,623,1268,16,3,2,1,42685,12,18,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8910,3014,64,40,500,1321,14,1,1,0,8000,15,23,MD,Parked Car,Minor Damage,,Full,0.0,1
8911,4046,270,45,1000,1038,18,3,1,1,89400,17,23,PhD,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,1
8912,6043,77,48,809,1611,5,2,1,1,6000,9,30,Associate,Parked Car,Major Damage,Police,P2,0.0,1
8913,473,218,39,500,1674,9,3,2,0,55101,18,21,Bachelor,Multi-vehicle Collision,Major Damage,,Full,0.0,1
8914,5035,57,37,948,1202,16,3,2,0,78123,2,19,College,Single Vehicle Collision,Major Damage,Fire,Full,0.0,1
8915,1681,45,44,519,1582,11,1,1,0,9000,12,23,Masters,Single Vehicle Collision,Minor Damage,Police,Full,0.0,1
8916,1048,46,41,2000,1219,3,1,1,1,8000,5,25,High School,Single Vehicle Collision,Major Loss,Fire,Full,0.0,1
8917,3707,43,34,2000,1299,6,1,0,1,7000,12,15,PhD,Parked Car,Total Loss,Ambulance,Full,0.0,1
8918,5264,115,56,2000,1177,3,1,1,0,6876,16,38,Bachelor,Parked Car,Total Loss,Police,Full,0.0,1
8919,5546,144,41,2000,1072,13,2,1,1,6663,9,22,Bachelor,Vehicle Theft,Minor Damage,Other,Full,0.0,1
8920,6363,74,44,500,1501,6,2,0,1,9000,17,23,JD,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
8921,5472,52,47,2000,1456,21,2,1,1,7000,7,29,JD,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
8922,5461,84,32,500,1187,8,2,1,0,87435,17,14,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8923,425,106,35,635,1409,22,2,1,0,64173,9,14,MD,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
8924,5157,192,36,705,1150,22,1,2,0,86192,10,16,Bachelor,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
8925,4369,130,37,500,1180,13,3,2,0,79887,4,20,Associate,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8926,511,239,41,650,1102,21,3,2,0,64650,5,21,JD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8927,5216,42,46,856,1114,14,3,0,1,8000,12,29,High School,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,1
8928,5279,72,38,2000,1161,3,1,0,1,10000,2,17,College,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
8929,5345,66,51,570,1210,8,3,1,1,4000,14,30,MD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8930,609,104,30,729,883,4,3,0,1,65212,7,12,Associate,Multi-vehicle Collision,Major Damage,,Full,0.0,1
8931,5185,41,39,2000,1309,9,2,1,0,5000,8,20,PhD,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
8932,96,173,40,2000,1143,19,3,2,0,70666,5,23,Masters,Single Vehicle Collision,Major Loss,,Full,0.0,1
8933,5957,56,35,1000,1519,6,2,1,1,4000,17,18,High School,Multi-vehicle Collision,Major Damage,Fire,Full,0.0,1
8934,5198,76,38,500,1394,4,1,1,1,2000,18,16,High School,Parked Car,Total Loss,Police,Full,0.0,1
8935,688,274,45,1622,1217,18,3,1,0,32991,7,26,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8936,5762,94,55,2000,1277,6,2,1,0,8000,13,38,MD,Single Vehicle Collision,Total Loss,,Full,0.0,1
8937,2996,66,58,2000,963,18,1,1,0,10000,15,39,College,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8938,6404,88,62,500,1560,13,1,0,1,8524,12,44,Bachelor,Vehicle Theft,Major Damage,Ambulance,Full,0.0,1
8939,905,121,31,996,1136,15,3,1,0,64310,13,13,Associate,Single Vehicle Collision,Total Loss,Fire,Full,0.0,1
8940,5734,27,53,615,1464,4,1,1,0,4000,4,36,High School,Single Vehicle Collision,Minor Damage,Fire,Full,0.0,1
8941,4365,58,51,605,1436,16,3,1,1,5000,12,32,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8942,405,170,38,751,1265,11,3,0,0,53565,3,19,High School,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
8943,366,222,39,500,1026,12,1,0,0,70307,11,20,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8944,2720,45,24,2000,1577,21,1,0,0,3567,18,7,High School,Single Vehicle Collision,Trivial Damage,Police,Full,0.0,1
8945,4088,83,34,2000,1479,14,3,0,1,5000,10,15,College,Single Vehicle Collision,Major Damage,,Full,0.0,1
8946,806,136,29,1229,1306,13,3,2,0,85144,9,11,Masters,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
8947,5354,241,41,842,1043,4,3,2,0,97566,8,25,PhD,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
8948,918,237,41,500,979,4,3,2,0,98310,8,25,College,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8949,5270,70,39,1407,1642,7,1,0,0,4000,18,22,High School,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,1
8950,4550,69,28,1000,1599,19,2,1,0,5000,14,7,Bachelor,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
8951,6160,72,40,500,1451,18,2,1,1,3000,11,22,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
8952,6182,45,49,803,1273,13,3,1,1,2000,11,32,JD,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
8953,129,136,36,2000,1163,17,2,2,0,70576,4,18,High School,Single Vehicle Collision,Major Damage,,Full,0.0,1
8954,4158,66,39,500,1174,10,2,0,0,1000,2,21,Bachelor,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
8955,3015,180,37,2000,1341,12,3,2,0,68046,9,16,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
8956,3088,91,35,500,1479,5,3,0,1,3000,18,16,High School,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
8957,3508,95,45,594,909,18,3,1,0,10000,7,27,High School,Single Vehicle Collision,Major Damage,Fire,Full,0.0,1
8958,573,88,34,2000,1452,13,2,2,1,79250,7,16,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8959,5181,18,56,566,889,17,3,1,1,4000,7,37,Associate,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
8960,812,164,35,1234,1359,10,1,0,0,44083,12,18,Bachelor,Single Vehicle Collision,Trivial Damage,Police,Full,0.0,1
8961,4705,386,54,2000,1276,18,1,1,1,36814,17,36,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
8962,3418,172,33,1000,1456,15,3,0,0,41684,15,17,College,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
8963,4556,99,30,1000,992,11,1,1,1,56876,5,10,MD,Single Vehicle Collision,Minor Damage,Other,Full,0.0,1
8964,5658,85,38,1000,916,7,3,1,0,6000,15,20,High School,Vehicle Theft,Major Loss,Police,Full,0.0,1
8965,2492,61,34,1000,1361,4,2,1,1,8000,11,15,High School,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8966,331,276,43,500,1433,6,1,1,0,60414,11,22,High School,Multi-vehicle Collision,Major Damage,,Full,0.0,1
8967,5066,254,41,599,1574,8,1,2,0,63477,16,23,Masters,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
8968,6251,116,47,592,1320,17,3,0,1,3000,6,29,Masters,Vehicle Theft,Total Loss,Police,Full,0.0,1
8969,6499,71,34,500,1386,12,2,1,1,58796,13,13,Bachelor,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
8970,3905,69,53,500,1448,8,2,0,0,8000,9,33,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
8971,4402,467,62,692,1256,17,1,2,0,71245,16,40,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
8972,2811,20,57,2000,1201,18,3,0,0,9000,2,40,High School,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8973,3581,77,47,1000,1037,13,2,0,1,10000,3,30,High School,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
8974,1074,50,40,2000,1221,4,1,1,1,8000,6,24,College,Vehicle Theft,Total Loss,Police,Full,0.0,1
8975,6497,107,41,500,988,0,1,0,1,6733,12,23,College,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
8976,887,321,49,1000,1118,18,1,1,1,91184,11,29,PhD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8977,1642,70,30,926,1094,6,1,1,0,5000,10,13,Associate,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
8978,3509,277,42,1083,1278,14,1,1,0,54426,10,24,PhD,Parked Car,Major Loss,Ambulance,Full,0.0,1
8979,3604,99,45,783,1129,12,2,0,1,2000,6,23,Associate,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
8980,673,71,33,643,1348,21,2,2,0,64229,9,12,College,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
8981,4167,9,26,969,1422,22,3,1,0,3000,18,9,Associate,Multi-vehicle Collision,Trivial Damage,Other,Full,0.0,1
8982,5399,92,28,956,1006,9,1,2,1,57790,8,8,JD,Parked Car,Total Loss,,Full,0.0,1
8983,630,134,32,500,1069,3,3,0,0,69966,2,13,Associate,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
8984,3476,59,57,1000,1126,14,1,1,0,7071,15,38,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
8985,6318,142,32,934,1063,8,1,0,0,68605,17,15,High School,Parked Car,Major Loss,Ambulance,Full,0.0,1
8986,3503,71,27,1302,1003,8,1,2,1,57793,6,7,Bachelor,Vehicle Theft,Minor Loss,Police,Full,0.0,1
8987,5759,475,61,500,1266,23,1,0,0,64350,17,43,High School,Multi-vehicle Collision,Minor Damage,,Full,0.0,1
8988,698,364,53,1972,1316,18,3,1,0,32173,5,33,PhD,Multi-vehicle Collision,Minor Damage,,Full,0.0,1
8989,5499,121,36,1000,1302,16,1,0,0,3011,18,15,High School,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,1
8990,3241,148,33,945,1005,15,1,1,0,82557,2,16,Bachelor,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
8991,3345,66,50,500,1320,12,3,1,1,2000,17,29,Masters,Parked Car,Total Loss,Police,Full,0.0,1
8992,1866,25,45,500,977,14,2,1,1,2577,3,28,High School,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
8993,3652,14,25,1991,1641,0,1,1,1,10000,12,6,High School,Vehicle Theft,Major Loss,Ambulance,Full,0.0,1
8994,5489,102,39,1164,1415,12,3,0,0,87635,12,22,Bachelor,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
8995,5107,94,31,1046,1092,16,3,0,1,60911,9,15,High School,Parked Car,Minor Damage,Ambulance,Full,0.0,1
8996,3921,71,27,1000,1226,8,2,1,1,52350,14,5,High School,Parked Car,Minor Loss,Ambulance,Full,0.0,1
8997,259,237,39,2000,1231,10,1,1,0,58134,4,22,Associate,Vehicle Theft,Total Loss,Ambulance,Full,0.0,1
8998,3981,274,43,1210,1126,17,3,2,0,35982,18,26,Bachelor,Vehicle Theft,Total Loss,Ambulance,Full,0.0,1
8999,626,183,35,500,934,15,1,1,0,70706,16,16,MD,Vehicle Theft,Trivial Damage,Ambulance,Full,0.0,1
9000,2720,27,54,2000,1116,21,3,0,0,9000,3,37,High School,Vehicle Theft,Trivial Damage,Ambulance,Full,0.0,1
9001,5302,130,28,1000,1003,21,2,2,0,85020,5,8,Masters,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
9002,3246,179,36,1566,1020,17,3,1,1,90351,19,15,Masters,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9003,5185,16,55,500,937,14,3,1,1,4000,7,35,High School,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,1
9004,4853,177,38,2000,1230,14,3,1,0,53659,5,17,College,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9005,36,223,41,1880,1215,7,1,0,0,5029,7,20,Associate,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
