ClaimsID,DriverID,InsuranceID,IncidentID,authoritiesInvolved,policeReportBool,totalClaimAmount,fraud,VehicleID
1470,D1470,In1470,I1470,Police,0.0,8000,0,V1470
1471,D1471,In1471,I1471,Ambulance,1.0,4000,0,V1471
1472,D1472,In1472,I1472,Other,0.0,1000,0,V1472
1473,D1473,In1473,I1473,None,0.0,3000,0,V1473
1474,D1474,In1474,I1474,Police,0.0,5000,0,V1474
1475,D1475,In1475,I1475,Ambulance,0.0,6000,0,V1475
1476,D1476,In1476,I1476,None,1.0,8000,0,V1476
1477,D1477,In1477,I1477,Ambulance,0.0,10000,0,V1477
1478,D1478,In1478,I1478,Ambulance,1.0,1000,0,V1478
1479,D1479,In1479,I1479,None,1.0,10000,0,V1479
1480,D1480,In1480,I1480,Other,1.0,1000,0,V1480
1481,D1481,In1481,I1481,Ambulance,0.0,3000,0,V1481
1482,D1482,In1482,I1482,Police,1.0,3000,1,V1482
1483,D1483,In1483,I1483,Ambulance,0.0,1000,0,V1483
1484,D1484,In1484,I1484,Other,0.0,4000,0,V1484
1485,D1485,In1485,I1485,Police,1.0,7000,0,V1485
1486,D1486,In1486,I1486,Ambulance,1.0,6000,0,V1486
1487,D1487,In1487,I1487,Police,0.0,9000,0,V1487
1488,D1488,In1488,I1488,Ambulance,0.0,7000,0,V1488
1489,D1489,In1489,I1489,Ambulance,1.0,7000,0,V1489
1490,D1490,In1490,I1490,Police,1.0,3000,0,V1490
1491,D1491,In1491,I1491,Ambulance,0.0,7000,0,V1491
1492,D1492,In1492,I1492,Police,1.0,6000,0,V1492
1493,D1493,In1493,I1493,None,1.0,6000,0,V1493
1494,D1494,In1494,I1494,Police,1.0,8000,0,V1494
1495,D1495,In1495,I1495,Police,0.0,4000,0,V1495
1496,D1496,In1496,I1496,Police,0.0,4000,0,V1496
1497,D1497,In1497,I1497,Ambulance,1.0,7000,0,V1497
1498,D1498,In1498,I1498,Police,1.0,2000,0,V1498
1499,D1499,In1499,I1499,Ambulance,0.0,5000,0,V1499
1500,D1500,In1500,I1500,Ambulance,1.0,3000,0,V1500
1501,D1501,In1501,I1501,Police,1.0,1000,0,V1501
1502,D1502,In1502,I1502,Ambulance,1.0,6000,0,V1502
1503,D1503,In1503,I1503,Police,1.0,9000,0,V1503
1504,D1504,In1504,I1504,Police,0.0,5000,0,V1504
1505,D1505,In1505,I1505,Ambulance,0.0,5000,0,V1505
1506,D1506,In1506,I1506,None,1.0,2000,0,V1506
1507,D1507,In1507,I1507,Ambulance,1.0,9000,0,V1507
1508,D1508,In1508,I1508,None,1.0,5000,0,V1508
1509,D1509,In1509,I1509,Police,1.0,6000,1,V1509
1510,D1510,In1510,I1510,None,0.0,8000,0,V1510
1511,D1511,In1511,I1511,Police,1.0,1000,0,V1511
1512,D1512,In1512,I1512,Ambulance,0.0,9000,0,V1512
1513,D1513,In1513,I1513,Police,1.0,2000,0,V1513
1514,D1514,In1514,I1514,Ambulance,1.0,5000,0,V1514
1515,D1515,In1515,I1515,None,0.0,8000,0,V1515
1516,D1516,In1516,I1516,Other,1.0,9000,0,V1516
1517,D1517,In1517,I1517,Ambulance,0.0,5000,0,V1517
1518,D1518,In1518,I1518,None,1.0,8000,0,V1518
1519,D1519,In1519,I1519,Police,1.0,10000,0,V1519
1520,D1520,In1520,I1520,Police,1.0,9000,0,V1520
1521,D1521,In1521,I1521,Ambulance,1.0,5000,0,V1521
1522,D1522,In1522,I1522,Police,1.0,6000,0,V1522
1523,D1523,In1523,I1523,None,0.0,7000,0,V1523
1524,D1524,In1524,I1524,Police,1.0,7000,0,V1524
1525,D1525,In1525,I1525,Ambulance,0.0,4000,0,V1525
1526,D1526,In1526,I1526,None,0.0,2000,1,V1526
1527,D1527,In1527,I1527,Police,1.0,3000,0,V1527
1528,D1528,In1528,I1528,Police,0.0,2000,0,V1528
1529,D1529,In1529,I1529,Ambulance,1.0,4000,0,V1529
1530,D1530,In1530,I1530,Police,0.0,1000,0,V1530
1531,D1531,In1531,I1531,Ambulance,1.0,3000,0,V1531
1532,D1532,In1532,I1532,None,1.0,3000,0,V1532
1533,D1533,In1533,I1533,Ambulance,1.0,6000,0,V1533
1534,D1534,In1534,I1534,Police,0.0,10000,1,V1534
1535,D1535,In1535,I1535,Ambulance,1.0,3000,0,V1535
1536,D1536,In1536,I1536,Ambulance,1.0,5000,1,V1536
1537,D1537,In1537,I1537,Police,1.0,1000,0,V1537
1538,D1538,In1538,I1538,None,1.0,9000,0,V1538
1539,D1539,In1539,I1539,Police,1.0,10000,0,V1539
1540,D1540,In1540,I1540,Police,0.0,4000,0,V1540
1541,D1541,In1541,I1541,None,1.0,2000,0,V1541
1542,D1542,In1542,I1542,None,1.0,1000,0,V1542
1543,D1543,In1543,I1543,Ambulance,1.0,5000,0,V1543
1544,D1544,In1544,I1544,Police,1.0,8000,0,V1544
1545,D1545,In1545,I1545,None,1.0,8000,0,V1545
1546,D1546,In1546,I1546,None,1.0,10000,0,V1546
1547,D1547,In1547,I1547,Other,1.0,3000,0,V1547
1548,D1548,In1548,I1548,Ambulance,0.0,6000,0,V1548
1549,D1549,In1549,I1549,None,1.0,7000,0,V1549
1550,D1550,In1550,I1550,None,1.0,2000,0,V1550
1551,D1551,In1551,I1551,Ambulance,1.0,10000,0,V1551
1552,D1552,In1552,I1552,Police,0.0,10000,0,V1552
1553,D1553,In1553,I1553,Ambulance,1.0,3000,0,V1553
1554,D1554,In1554,I1554,Ambulance,0.0,9000,0,V1554
1555,D1555,In1555,I1555,None,1.0,5000,0,V1555
1556,D1556,In1556,I1556,Ambulance,0.0,3000,0,V1556
1557,D1557,In1557,I1557,Ambulance,1.0,3000,0,V1557
1558,D1558,In1558,I1558,None,0.0,4000,0,V1558
1559,D1559,In1559,I1559,Police,0.0,6000,0,V1559
1560,D1560,In1560,I1560,Other,0.0,5000,0,V1560
1561,D1561,In1561,I1561,Ambulance,1.0,7000,0,V1561
1562,D1562,In1562,I1562,Ambulance,1.0,2000,1,V1562
1563,D1563,In1563,I1563,Police,1.0,5000,0,V1563
1564,D1564,In1564,I1564,Ambulance,1.0,7000,0,V1564
1565,D1565,In1565,I1565,Ambulance,1.0,4000,0,V1565
1566,D1566,In1566,I1566,Ambulance,1.0,2000,0,V1566
1567,D1567,In1567,I1567,Other,1.0,7000,0,V1567
1568,D1568,In1568,I1568,Other,0.0,7000,1,V1568
1569,D1569,In1569,I1569,None,0.0,8000,0,V1569
1570,D1570,In1570,I1570,Police,1.0,10000,1,V1570
1571,D1571,In1571,I1571,Ambulance,0.0,4000,0,V1571
1572,D1572,In1572,I1572,None,1.0,1000,0,V1572
1573,D1573,In1573,I1573,Ambulance,0.0,4000,0,V1573
1574,D1574,In1574,I1574,None,1.0,1000,0,V1574
1575,D1575,In1575,I1575,Police,1.0,8000,0,V1575
1576,D1576,In1576,I1576,Ambulance,1.0,5000,0,V1576
1577,D1577,In1577,I1577,Police,1.0,10000,0,V1577
1578,D1578,In1578,I1578,Police,0.0,10000,0,V1578
1579,D1579,In1579,I1579,Other,1.0,2000,0,V1579
1580,D1580,In1580,I1580,Ambulance,1.0,6000,0,V1580
1581,D1581,In1581,I1581,Police,1.0,8000,0,V1581
1582,D1582,In1582,I1582,Other,0.0,5000,0,V1582
1583,D1583,In1583,I1583,Ambulance,0.0,2000,0,V1583
1584,D1584,In1584,I1584,Ambulance,1.0,3000,0,V1584
1585,D1585,In1585,I1585,None,0.0,4000,0,V1585
1586,D1586,In1586,I1586,Ambulance,1.0,2000,0,V1586
1587,D1587,In1587,I1587,Ambulance,1.0,2000,0,V1587
1588,D1588,In1588,I1588,Ambulance,1.0,7000,0,V1588
1589,D1589,In1589,I1589,None,0.0,8000,0,V1589
1590,D1590,In1590,I1590,None,1.0,10000,0,V1590
1591,D1591,In1591,I1591,None,0.0,10000,0,V1591
1592,D1592,In1592,I1592,Ambulance,1.0,10000,0,V1592
1593,D1593,In1593,I1593,Ambulance,1.0,6000,0,V1593
1594,D1594,In1594,I1594,Police,0.0,3000,0,V1594
1595,D1595,In1595,I1595,Police,1.0,1000,0,V1595
1596,D1596,In1596,I1596,None,0.0,3000,0,V1596
1597,D1597,In1597,I1597,Ambulance,1.0,10000,0,V1597
1598,D1598,In1598,I1598,Police,1.0,7000,1,V1598
1599,D1599,In1599,I1599,Ambulance,1.0,3000,0,V1599
1600,D1600,In1600,I1600,Police,1.0,6000,0,V1600
1601,D1601,In1601,I1601,None,0.0,4000,0,V1601
1602,D1602,In1602,I1602,Other,1.0,6000,0,V1602
1603,D1603,In1603,I1603,None,1.0,1000,0,V1603
1604,D1604,In1604,I1604,Police,1.0,4000,0,V1604
1605,D1605,In1605,I1605,Ambulance,1.0,3000,0,V1605
1606,D1606,In1606,I1606,Police,0.0,5000,1,V1606
1607,D1607,In1607,I1607,Ambulance,1.0,4000,0,V1607
1608,D1608,In1608,I1608,Police,0.0,8000,0,V1608
1609,D1609,In1609,I1609,Police,1.0,1000,0,V1609
1610,D1610,In1610,I1610,None,1.0,9000,0,V1610
1611,D1611,In1611,I1611,Ambulance,0.0,7000,0,V1611
1612,D1612,In1612,I1612,Ambulance,1.0,2000,0,V1612
1613,D1613,In1613,I1613,None,1.0,2000,0,V1613
1614,D1614,In1614,I1614,Police,1.0,7000,1,V1614
1615,D1615,In1615,I1615,Police,0.0,5000,0,V1615
1616,D1616,In1616,I1616,None,0.0,6000,0,V1616
1617,D1617,In1617,I1617,None,1.0,8000,0,V1617
1618,D1618,In1618,I1618,Ambulance,1.0,9000,0,V1618
1619,D1619,In1619,I1619,Police,1.0,1000,0,V1619
1620,D1620,In1620,I1620,Police,0.0,2000,0,V1620
1621,D1621,In1621,I1621,Ambulance,1.0,3000,0,V1621
1622,D1622,In1622,I1622,Ambulance,1.0,6000,0,V1622
1623,D1623,In1623,I1623,Police,0.0,6000,0,V1623
1624,D1624,In1624,I1624,Ambulance,0.0,1000,0,V1624
1625,D1625,In1625,I1625,Police,1.0,2000,0,V1625
1626,D1626,In1626,I1626,Ambulance,0.0,1000,0,V1626
1627,D1627,In1627,I1627,Other,1.0,4000,0,V1627
1628,D1628,In1628,I1628,Police,1.0,4000,0,V1628
1629,D1629,In1629,I1629,Police,1.0,8000,0,V1629
1630,D1630,In1630,I1630,Ambulance,1.0,9000,0,V1630
1631,D1631,In1631,I1631,None,1.0,8000,0,V1631
1632,D1632,In1632,I1632,Police,1.0,4000,0,V1632
1633,D1633,In1633,I1633,Ambulance,1.0,4000,0,V1633
1634,D1634,In1634,I1634,Other,0.0,5000,0,V1634
1635,D1635,In1635,I1635,Ambulance,0.0,5000,0,V1635
1636,D1636,In1636,I1636,Police,0.0,3000,0,V1636
1637,D1637,In1637,I1637,Ambulance,0.0,6000,1,V1637
1638,D1638,In1638,I1638,Other,1.0,4000,0,V1638
1639,D1639,In1639,I1639,Ambulance,1.0,10000,0,V1639
1640,D1640,In1640,I1640,None,1.0,2000,0,V1640
1641,D1641,In1641,I1641,Police,1.0,9000,0,V1641
1642,D1642,In1642,I1642,None,0.0,9000,0,V1642
1643,D1643,In1643,I1643,Other,1.0,7000,0,V1643
1644,D1644,In1644,I1644,Police,0.0,5000,0,V1644
1645,D1645,In1645,I1645,Ambulance,1.0,7000,0,V1645
1646,D1646,In1646,I1646,Ambulance,1.0,3000,0,V1646
1647,D1647,In1647,I1647,Police,1.0,9000,0,V1647
1648,D1648,In1648,I1648,Police,1.0,7000,0,V1648
1649,D1649,In1649,I1649,Ambulance,0.0,7000,0,V1649
1650,D1650,In1650,I1650,Ambulance,0.0,3000,0,V1650
1651,D1651,In1651,I1651,None,1.0,8000,0,V1651
1652,D1652,In1652,I1652,Ambulance,0.0,5000,0,V1652
1653,D1653,In1653,I1653,Other,1.0,4000,1,V1653
1654,D1654,In1654,I1654,Ambulance,0.0,3000,0,V1654
1655,D1655,In1655,I1655,None,0.0,10000,0,V1655
1656,D1656,In1656,I1656,None,1.0,3000,0,V1656
1657,D1657,In1657,I1657,Ambulance,1.0,2000,0,V1657
1658,D1658,In1658,I1658,Police,1.0,5000,0,V1658
1659,D1659,In1659,I1659,Police,0.0,7000,0,V1659
1660,D1660,In1660,I1660,Police,1.0,10000,0,V1660
1661,D1661,In1661,I1661,Ambulance,1.0,7000,0,V1661
1662,D1662,In1662,I1662,Police,1.0,1000,0,V1662
1663,D1663,In1663,I1663,Ambulance,1.0,5000,0,V1663
1664,D1664,In1664,I1664,Police,1.0,7000,0,V1664
1665,D1665,In1665,I1665,Other,1.0,3000,0,V1665
1666,D1666,In1666,I1666,None,1.0,3000,0,V1666
1667,D1667,In1667,I1667,Police,1.0,2000,1,V1667
1668,D1668,In1668,I1668,Other,1.0,1000,0,V1668
1669,D1669,In1669,I1669,None,1.0,2000,0,V1669
1670,D1670,In1670,I1670,Police,0.0,8000,0,V1670
1671,D1671,In1671,I1671,Ambulance,0.0,2000,0,V1671
1672,D1672,In1672,I1672,Ambulance,0.0,9000,0,V1672
1673,D1673,In1673,I1673,Police,0.0,7000,0,V1673
1674,D1674,In1674,I1674,Ambulance,0.0,2000,0,V1674
1675,D1675,In1675,I1675,Other,1.0,1000,0,V1675
1676,D1676,In1676,I1676,Ambulance,0.0,9000,1,V1676
1677,D1677,In1677,I1677,None,1.0,6000,0,V1677
1678,D1678,In1678,I1678,None,1.0,7000,0,V1678
1679,D1679,In1679,I1679,Police,0.0,10000,0,V1679
1680,D1680,In1680,I1680,Police,1.0,4000,0,V1680
1681,D1681,In1681,I1681,Police,1.0,2000,0,V1681
1682,D1682,In1682,I1682,None,1.0,6000,0,V1682
1683,D1683,In1683,I1683,Police,0.0,8000,0,V1683
1684,D1684,In1684,I1684,Police,1.0,1000,0,V1684
1685,D1685,In1685,I1685,Police,1.0,2000,0,V1685
1686,D1686,In1686,I1686,Ambulance,1.0,9000,0,V1686
1687,D1687,In1687,I1687,Other,0.0,2000,0,V1687
1688,D1688,In1688,I1688,Police,0.0,10000,0,V1688
1689,D1689,In1689,I1689,Police,0.0,7000,1,V1689
1690,D1690,In1690,I1690,None,1.0,1000,0,V1690
1691,D1691,In1691,I1691,Ambulance,1.0,9000,0,V1691
1692,D1692,In1692,I1692,Police,0.0,2000,0,V1692
1693,D1693,In1693,I1693,Ambulance,1.0,4000,0,V1693
1694,D1694,In1694,I1694,Other,1.0,3000,0,V1694
1695,D1695,In1695,I1695,Ambulance,0.0,7000,0,V1695
1696,D1696,In1696,I1696,Ambulance,1.0,2000,0,V1696
1697,D1697,In1697,I1697,None,1.0,4000,0,V1697
1698,D1698,In1698,I1698,None,1.0,5000,0,V1698
1699,D1699,In1699,I1699,Police,1.0,9000,0,V1699
1700,D1700,In1700,I1700,None,0.0,9000,0,V1700
1701,D1701,In1701,I1701,Police,1.0,3000,1,V1701
1702,D1702,In1702,I1702,Ambulance,1.0,3000,1,V1702
1703,D1703,In1703,I1703,Other,0.0,4000,0,V1703
1704,D1704,In1704,I1704,Police,0.0,5000,0,V1704
1705,D1705,In1705,I1705,None,0.0,4000,0,V1705
1706,D1706,In1706,I1706,Other,0.0,2000,0,V1706
1707,D1707,In1707,I1707,Other,1.0,1000,0,V1707
1708,D1708,In1708,I1708,None,1.0,6000,0,V1708
1709,D1709,In1709,I1709,Police,1.0,8000,0,V1709
1710,D1710,In1710,I1710,Police,0.0,3000,0,V1710
1711,D1711,In1711,I1711,Other,1.0,8000,0,V1711
1712,D1712,In1712,I1712,Ambulance,1.0,9000,0,V1712
1713,D1713,In1713,I1713,None,1.0,2000,0,V1713
1714,D1714,In1714,I1714,Ambulance,1.0,7000,0,V1714
1715,D1715,In1715,I1715,Ambulance,0.0,8000,0,V1715
1716,D1716,In1716,I1716,Ambulance,1.0,4000,0,V1716
1717,D1717,In1717,I1717,Ambulance,1.0,4000,0,V1717
1718,D1718,In1718,I1718,Ambulance,1.0,10000,0,V1718
1719,D1719,In1719,I1719,Police,1.0,5000,0,V1719
1720,D1720,In1720,I1720,Police,1.0,3000,0,V1720
1721,D1721,In1721,I1721,Ambulance,1.0,7000,0,V1721
1722,D1722,In1722,I1722,Police,0.0,5000,0,V1722
1723,D1723,In1723,I1723,Ambulance,1.0,2000,1,V1723
1724,D1724,In1724,I1724,Other,1.0,8000,0,V1724
1725,D1725,In1725,I1725,Other,1.0,3000,0,V1725
1726,D1726,In1726,I1726,Police,1.0,9000,0,V1726
1727,D1727,In1727,I1727,Police,0.0,4000,0,V1727
1728,D1728,In1728,I1728,Ambulance,1.0,5000,0,V1728
1729,D1729,In1729,I1729,None,1.0,2000,0,V1729
1730,D1730,In1730,I1730,None,1.0,4000,0,V1730
1731,D1731,In1731,I1731,Police,1.0,10000,1,V1731
1732,D1732,In1732,I1732,None,1.0,6000,0,V1732
1733,D1733,In1733,I1733,None,1.0,2000,1,V1733
1734,D1734,In1734,I1734,Police,1.0,7000,0,V1734
1735,D1735,In1735,I1735,Ambulance,1.0,7000,0,V1735
1736,D1736,In1736,I1736,Ambulance,1.0,8000,0,V1736
1737,D1737,In1737,I1737,Police,1.0,3000,1,V1737
1738,D1738,In1738,I1738,Police,0.0,1000,0,V1738
1739,D1739,In1739,I1739,Police,0.0,8000,0,V1739
1740,D1740,In1740,I1740,Ambulance,1.0,10000,0,V1740
1741,D1741,In1741,I1741,Police,0.0,5000,0,V1741
1742,D1742,In1742,I1742,None,1.0,4000,0,V1742
1743,D1743,In1743,I1743,None,1.0,10000,0,V1743
1744,D1744,In1744,I1744,Police,0.0,7000,0,V1744
1745,D1745,In1745,I1745,None,1.0,3000,0,V1745
1746,D1746,In1746,I1746,Police,1.0,8000,0,V1746
1747,D1747,In1747,I1747,Other,1.0,9000,0,V1747
1748,D1748,In1748,I1748,Police,1.0,5000,0,V1748
1749,D1749,In1749,I1749,Other,1.0,10000,0,V1749
1750,D1750,In1750,I1750,Police,1.0,7000,0,V1750
1751,D1751,In1751,I1751,None,1.0,1000,0,V1751
1752,D1752,In1752,I1752,Police,1.0,6000,0,V1752
1753,D1753,In1753,I1753,Ambulance,1.0,2000,0,V1753
1754,D1754,In1754,I1754,Police,1.0,6000,0,V1754
1755,D1755,In1755,I1755,Other,0.0,6000,0,V1755
1756,D1756,In1756,I1756,Other,1.0,6000,0,V1756
1757,D1757,In1757,I1757,Police,0.0,10000,0,V1757
1758,D1758,In1758,I1758,Other,0.0,4000,0,V1758
1759,D1759,In1759,I1759,Ambulance,0.0,8000,0,V1759
1760,D1760,In1760,I1760,Ambulance,0.0,7000,0,V1760
1761,D1761,In1761,I1761,Police,0.0,1000,0,V1761
1762,D1762,In1762,I1762,None,1.0,4000,0,V1762
1763,D1763,In1763,I1763,Ambulance,1.0,8000,0,V1763
1764,D1764,In1764,I1764,Ambulance,0.0,1000,0,V1764
1765,D1765,In1765,I1765,None,1.0,9000,0,V1765
1766,D1766,In1766,I1766,None,1.0,10000,0,V1766
1767,D1767,In1767,I1767,None,1.0,2000,0,V1767
1768,D1768,In1768,I1768,None,1.0,2000,0,V1768
1769,D1769,In1769,I1769,Ambulance,1.0,3000,0,V1769
1770,D1770,In1770,I1770,Police,0.0,4000,0,V1770
1771,D1771,In1771,I1771,Ambulance,1.0,7000,0,V1771
1772,D1772,In1772,I1772,Other,1.0,7000,0,V1772
1773,D1773,In1773,I1773,Ambulance,1.0,8000,0,V1773
1774,D1774,In1774,I1774,Ambulance,1.0,10000,0,V1774
1775,D1775,In1775,I1775,Ambulance,1.0,5000,0,V1775
1776,D1776,In1776,I1776,Ambulance,1.0,10000,0,V1776
1777,D1777,In1777,I1777,Ambulance,0.0,5000,0,V1777
1778,D1778,In1778,I1778,None,1.0,3000,0,V1778
1779,D1779,In1779,I1779,Police,1.0,8000,0,V1779
1780,D1780,In1780,I1780,Other,1.0,2000,0,V1780
1781,D1781,In1781,I1781,Ambulance,0.0,6000,0,V1781
1782,D1782,In1782,I1782,Police,0.0,7000,0,V1782
1783,D1783,In1783,I1783,Police,1.0,5000,0,V1783
1784,D1784,In1784,I1784,None,0.0,10000,0,V1784
1785,D1785,In1785,I1785,None,1.0,7000,1,V1785
1786,D1786,In1786,I1786,Ambulance,1.0,2000,0,V1786
1787,D1787,In1787,I1787,None,1.0,8000,1,V1787
1788,D1788,In1788,I1788,Other,1.0,6000,0,V1788
1789,D1789,In1789,I1789,None,1.0,9000,0,V1789
1790,D1790,In1790,I1790,Ambulance,1.0,8000,0,V1790
1791,D1791,In1791,I1791,Ambulance,1.0,2000,0,V1791
1792,D1792,In1792,I1792,None,0.0,3000,0,V1792
1793,D1793,In1793,I1793,Other,1.0,9000,0,V1793
1794,D1794,In1794,I1794,Police,0.0,1000,0,V1794
1795,D1795,In1795,I1795,Ambulance,1.0,9000,0,V1795
1796,D1796,In1796,I1796,Ambulance,1.0,4000,0,V1796
1797,D1797,In1797,I1797,Ambulance,0.0,8000,0,V1797
1798,D1798,In1798,I1798,Ambulance,1.0,8000,0,V1798
1799,D1799,In1799,I1799,Police,1.0,9000,1,V1799
1800,D1800,In1800,I1800,Ambulance,0.0,6000,0,V1800
1801,D1801,In1801,I1801,Ambulance,1.0,9000,0,V1801
1802,D1802,In1802,I1802,Ambulance,1.0,1000,0,V1802
1803,D1803,In1803,I1803,None,1.0,2000,0,V1803
1804,D1804,In1804,I1804,None,1.0,7000,0,V1804
1805,D1805,In1805,I1805,Ambulance,1.0,9000,0,V1805
1806,D1806,In1806,I1806,None,1.0,1000,0,V1806
1807,D1807,In1807,I1807,None,1.0,10000,0,V1807
1808,D1808,In1808,I1808,Police,1.0,3000,0,V1808
1809,D1809,In1809,I1809,Ambulance,0.0,8000,0,V1809
1810,D1810,In1810,I1810,Ambulance,1.0,9000,1,V1810
1811,D1811,In1811,I1811,None,1.0,8000,0,V1811
1812,D1812,In1812,I1812,Other,1.0,9000,0,V1812
1813,D1813,In1813,I1813,Police,1.0,2000,0,V1813
1814,D1814,In1814,I1814,Police,1.0,6000,0,V1814
1815,D1815,In1815,I1815,Police,0.0,9000,1,V1815
1816,D1816,In1816,I1816,Ambulance,1.0,10000,0,V1816
1817,D1817,In1817,I1817,Police,1.0,5000,0,V1817
1818,D1818,In1818,I1818,Police,1.0,1000,0,V1818
1819,D1819,In1819,I1819,Police,1.0,10000,0,V1819
1820,D1820,In1820,I1820,Police,1.0,9000,0,V1820
1821,D1821,In1821,I1821,None,1.0,5000,0,V1821
1822,D1822,In1822,I1822,Ambulance,1.0,6000,0,V1822
1823,D1823,In1823,I1823,Police,1.0,6000,0,V1823
1824,D1824,In1824,I1824,Ambulance,1.0,9000,0,V1824
1825,D1825,In1825,I1825,Police,1.0,8000,0,V1825
1826,D1826,In1826,I1826,Police,1.0,9000,0,V1826
1827,D1827,In1827,I1827,Police,1.0,1000,0,V1827
1828,D1828,In1828,I1828,Ambulance,1.0,7000,0,V1828
1829,D1829,In1829,I1829,Ambulance,1.0,10000,0,V1829
1830,D1830,In1830,I1830,None,1.0,5000,0,V1830
1831,D1831,In1831,I1831,Police,1.0,3000,0,V1831
1832,D1832,In1832,I1832,Police,0.0,6000,0,V1832
1833,D1833,In1833,I1833,None,1.0,4000,0,V1833
1834,D1834,In1834,I1834,None,1.0,10000,0,V1834
1835,D1835,In1835,I1835,Ambulance,0.0,3000,0,V1835
1836,D1836,In1836,I1836,Police,1.0,7000,1,V1836
1837,D1837,In1837,I1837,Police,1.0,9000,0,V1837
1838,D1838,In1838,I1838,Ambulance,1.0,5000,0,V1838
1839,D1839,In1839,I1839,Ambulance,1.0,4000,0,V1839
1840,D1840,In1840,I1840,Other,1.0,4000,0,V1840
1841,D1841,In1841,I1841,Ambulance,1.0,8000,0,V1841
1842,D1842,In1842,I1842,Police,1.0,2000,0,V1842
1843,D1843,In1843,I1843,Police,1.0,2000,0,V1843
1844,D1844,In1844,I1844,Police,1.0,10000,0,V1844
1845,D1845,In1845,I1845,Ambulance,0.0,4000,0,V1845
1846,D1846,In1846,I1846,Ambulance,1.0,8000,0,V1846
1847,D1847,In1847,I1847,Ambulance,0.0,4000,0,V1847
1848,D1848,In1848,I1848,Ambulance,0.0,5000,1,V1848
1849,D1849,In1849,I1849,Ambulance,1.0,1000,0,V1849
1850,D1850,In1850,I1850,Ambulance,0.0,2000,0,V1850
1851,D1851,In1851,I1851,Ambulance,0.0,1000,0,V1851
1852,D1852,In1852,I1852,Police,1.0,1000,0,V1852
1853,D1853,In1853,I1853,Other,1.0,3000,0,V1853
1854,D1854,In1854,I1854,Ambulance,0.0,1000,0,V1854
1855,D1855,In1855,I1855,Other,0.0,6000,0,V1855
1856,D1856,In1856,I1856,Ambulance,1.0,8000,0,V1856
1857,D1857,In1857,I1857,Police,0.0,9000,0,V1857
1858,D1858,In1858,I1858,Ambulance,1.0,9000,0,V1858
1859,D1859,In1859,I1859,Police,1.0,2000,0,V1859
1860,D1860,In1860,I1860,Other,0.0,3000,0,V1860
1861,D1861,In1861,I1861,Ambulance,1.0,5000,0,V1861
1862,D1862,In1862,I1862,Ambulance,1.0,3000,0,V1862
1863,D1863,In1863,I1863,None,0.0,3000,0,V1863
1864,D1864,In1864,I1864,Ambulance,0.0,3000,0,V1864
1865,D1865,In1865,I1865,Ambulance,0.0,7000,0,V1865
1866,D1866,In1866,I1866,Ambulance,1.0,9000,0,V1866
1867,D1867,In1867,I1867,Ambulance,1.0,7000,0,V1867
1868,D1868,In1868,I1868,None,1.0,8000,0,V1868
1869,D1869,In1869,I1869,Police,0.0,5000,0,V1869
1870,D1870,In1870,I1870,None,1.0,10000,0,V1870
1871,D1871,In1871,I1871,Police,1.0,7000,0,V1871
1872,D1872,In1872,I1872,Ambulance,1.0,9000,0,V1872
1873,D1873,In1873,I1873,Police,0.0,8000,0,V1873
1874,D1874,In1874,I1874,None,1.0,10000,0,V1874
1875,D1875,In1875,I1875,Police,1.0,4000,0,V1875
1876,D1876,In1876,I1876,Ambulance,1.0,3000,0,V1876
1877,D1877,In1877,I1877,Police,1.0,1000,0,V1877
1878,D1878,In1878,I1878,None,0.0,2000,0,V1878
1879,D1879,In1879,I1879,None,0.0,1000,0,V1879
1880,D1880,In1880,I1880,Police,1.0,9000,0,V1880
1881,D1881,In1881,I1881,Ambulance,1.0,4000,0,V1881
1882,D1882,In1882,I1882,Ambulance,1.0,8000,0,V1882
1883,D1883,In1883,I1883,Ambulance,1.0,3000,0,V1883
1884,D1884,In1884,I1884,Ambulance,1.0,2000,0,V1884
1885,D1885,In1885,I1885,Ambulance,1.0,8000,0,V1885
1886,D1886,In1886,I1886,None,1.0,2000,0,V1886
1887,D1887,In1887,I1887,Ambulance,1.0,6000,0,V1887
1888,D1888,In1888,I1888,Ambulance,0.0,2000,0,V1888
1889,D1889,In1889,I1889,Ambulance,1.0,4000,0,V1889
1890,D1890,In1890,I1890,Other,1.0,9000,0,V1890
1891,D1891,In1891,I1891,Police,1.0,7000,0,V1891
1892,D1892,In1892,I1892,None,1.0,2000,0,V1892
1893,D1893,In1893,I1893,Ambulance,0.0,2000,0,V1893
1894,D1894,In1894,I1894,Other,1.0,4000,0,V1894
1895,D1895,In1895,I1895,Police,1.0,10000,0,V1895
1896,D1896,In1896,I1896,Police,1.0,5000,0,V1896
1897,D1897,In1897,I1897,None,1.0,3000,0,V1897
1898,D1898,In1898,I1898,Police,0.0,7000,0,V1898
1899,D1899,In1899,I1899,Ambulance,1.0,6000,0,V1899
1900,D1900,In1900,I1900,None,1.0,10000,0,V1900
1901,D1901,In1901,I1901,None,1.0,6000,0,V1901
1902,D1902,In1902,I1902,Police,1.0,3000,0,V1902
1903,D1903,In1903,I1903,Ambulance,1.0,1000,0,V1903
1904,D1904,In1904,I1904,Other,0.0,8000,0,V1904
1905,D1905,In1905,I1905,Ambulance,0.0,1000,0,V1905
1906,D1906,In1906,I1906,Police,1.0,1000,0,V1906
