IncidentID,accidentType,incidentSeverity,incidentTime,numVehiclesInvolved,numBodilyInjuries
I1286,Multi-vehicle Collision,Major Loss,9.0,3.0,0.0
I1287,Parked Car,Major Loss,14.0,1.0,1.0
I1288,Single Vehicle Collision,Minor Loss,1.0,1.0,0.0
I1289,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I1290,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1291,Multi-vehicle Collision,Total Loss,6.0,3.0,0.0
I1292,Multi-vehicle Collision,Major Loss,2.0,3.0,1.0
I1293,Vehicle Theft,Major Loss,15.0,1.0,1.0
I1294,Multi-vehicle Collision,Major Loss,8.0,3.0,1.0
I1295,Single Vehicle Collision,Major Loss,2.0,1.0,0.0
I1296,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I1297,Multi-vehicle Collision,Minor Loss,4.0,3.0,1.0
I1298,Vehicle Theft,Total Loss,11.0,1.0,1.0
I1299,Parked Car,Major Loss,11.0,1.0,1.0
I1300,Parked Car,Minor Loss,2.0,1.0,1.0
I1301,Vehicle Theft,Major Loss,23.0,1.0,1.0
I1302,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1303,Multi-vehicle Collision,Minor Loss,5.0,3.0,0.0
I1304,Multi-vehicle Collision,Major Loss,0.0,3.0,1.0
I1305,Multi-vehicle Collision,Minor Loss,3.0,3.0,1.0
I1306,Multi-vehicle Collision,Major Loss,19.0,3.0,1.0
I1307,Multi-vehicle Collision,Total Loss,8.0,3.0,0.0
I1308,Multi-vehicle Collision,Major Loss,4.0,3.0,1.0
I1309,Single Vehicle Collision,Major Loss,10.0,1.0,0.0
I1310,Multi-vehicle Collision,Total Loss,21.0,3.0,0.0
I1311,Single Vehicle Collision,Total Loss,1.0,1.0,0.0
I1312,Multi-vehicle Collision,Major Loss,12.0,3.0,0.0
I1313,Multi-vehicle Collision,Total Loss,16.0,3.0,1.0
I1314,Multi-vehicle Collision,Major Loss,15.0,2.0,1.0
I1315,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1316,Multi-vehicle Collision,Total Loss,14.0,4.0,1.0
I1317,Single Vehicle Collision,Minor Loss,13.0,1.0,1.0
I1318,Single Vehicle Collision,Total Loss,11.0,1.0,1.0
I1319,Vehicle Theft,Major Loss,0.0,1.0,0.0
I1320,Single Vehicle Collision,Major Loss,0.0,1.0,0.0
I1321,Multi-vehicle Collision,Major Loss,8.0,3.0,1.0
I1322,Multi-vehicle Collision,Minor Loss,17.0,4.0,0.0
I1323,Multi-vehicle Collision,Minor Loss,22.0,3.0,0.0
I1324,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I1325,Multi-vehicle Collision,Total Loss,4.0,3.0,0.0
I1326,Single Vehicle Collision,Minor Loss,5.0,1.0,0.0
I1327,Single Vehicle Collision,Major Loss,11.0,1.0,0.0
I1328,Single Vehicle Collision,Total Loss,16.0,1.0,1.0
I1329,Multi-vehicle Collision,Total Loss,11.0,3.0,0.0
I1330,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I1331,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
I1332,Single Vehicle Collision,Major Loss,16.0,1.0,0.0
I1333,Multi-vehicle Collision,Total Loss,3.0,3.0,0.0
I1334,Single Vehicle Collision,Major Loss,2.0,1.0,0.0
I1335,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1336,Single Vehicle Collision,Minor Loss,18.0,1.0,1.0
I1337,Multi-vehicle Collision,Minor Loss,17.0,3.0,1.0
I1338,Multi-vehicle Collision,Major Loss,8.0,3.0,1.0
I1339,Single Vehicle Collision,Major Loss,21.0,1.0,0.0
I1340,Multi-vehicle Collision,Major Loss,17.0,3.0,1.0
I1341,Multi-vehicle Collision,Minor Loss,19.0,3.0,1.0
I1342,Multi-vehicle Collision,Major Loss,3.0,4.0,1.0
I1343,Single Vehicle Collision,Major Loss,9.0,1.0,1.0
I1344,Multi-vehicle Collision,Major Loss,10.0,3.0,1.0
I1345,Single Vehicle Collision,Major Loss,18.0,1.0,1.0
I1346,Multi-vehicle Collision,Minor Loss,2.0,4.0,1.0
I1347,Single Vehicle Collision,Minor Loss,11.0,1.0,0.0
I1348,Multi-vehicle Collision,Total Loss,17.0,4.0,1.0
I1349,Single Vehicle Collision,Minor Loss,4.0,1.0,1.0
I1350,Parked Car,Total Loss,18.0,1.0,1.0
I1351,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I1352,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I1353,Single Vehicle Collision,Minor Loss,4.0,1.0,1.0
I1354,Single Vehicle Collision,Total Loss,0.0,1.0,1.0
I1355,Single Vehicle Collision,Major Loss,12.0,1.0,0.0
I1356,Single Vehicle Collision,Minor Loss,7.0,1.0,0.0
I1357,Multi-vehicle Collision,Minor Loss,0.0,3.0,1.0
I1358,Multi-vehicle Collision,Minor Loss,3.0,3.0,0.0
I1359,Multi-vehicle Collision,Minor Loss,5.0,2.0,1.0
I1360,Parked Car,Major Loss,8.0,1.0,1.0
I1361,Multi-vehicle Collision,Minor Loss,15.0,3.0,1.0
I1362,Vehicle Theft,Total Loss,21.0,1.0,1.0
I1363,Single Vehicle Collision,Total Loss,19.0,1.0,0.0
I1364,Single Vehicle Collision,Major Loss,15.0,1.0,0.0
I1365,Vehicle Theft,Minor Loss,17.0,1.0,0.0
I1366,Single Vehicle Collision,Major Loss,11.0,1.0,0.0
I1367,Single Vehicle Collision,Major Loss,15.0,1.0,1.0
I1368,Multi-vehicle Collision,Minor Loss,11.0,3.0,1.0
I1369,Vehicle Theft,Total Loss,11.0,1.0,0.0
I1370,Single Vehicle Collision,Total Loss,15.0,1.0,0.0
I1371,Single Vehicle Collision,Major Loss,19.0,1.0,1.0
I1372,Multi-vehicle Collision,Major Loss,19.0,4.0,1.0
I1373,Single Vehicle Collision,Total Loss,6.0,1.0,1.0
I1374,Single Vehicle Collision,Minor Loss,5.0,1.0,1.0
I1375,Multi-vehicle Collision,Total Loss,22.0,3.0,0.0
I1376,Multi-vehicle Collision,Total Loss,12.0,3.0,0.0
I1377,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I1378,Parked Car,Minor Loss,19.0,1.0,1.0
I1379,Single Vehicle Collision,Major Loss,4.0,1.0,1.0
I1380,Single Vehicle Collision,Major Loss,19.0,1.0,1.0
I1381,Vehicle Theft,Total Loss,20.0,1.0,1.0
I1382,Single Vehicle Collision,Minor Loss,17.0,1.0,1.0
I1383,Parked Car,Total Loss,14.0,1.0,1.0
I1384,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1385,Single Vehicle Collision,Minor Loss,6.0,1.0,0.0
I1386,Vehicle Theft,Minor Loss,15.0,1.0,0.0
I1387,Single Vehicle Collision,Total Loss,3.0,1.0,0.0
I1388,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I1389,Single Vehicle Collision,Total Loss,19.0,1.0,1.0
I1390,Multi-vehicle Collision,Major Loss,16.0,3.0,1.0
I1391,Multi-vehicle Collision,Total Loss,23.0,3.0,1.0
I1392,Single Vehicle Collision,Major Loss,7.0,1.0,1.0
I1393,Multi-vehicle Collision,Minor Loss,14.0,3.0,1.0
I1394,Vehicle Theft,Minor Loss,1.0,1.0,1.0
I1395,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I1396,Parked Car,Major Loss,9.0,1.0,0.0
I1397,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I1398,Multi-vehicle Collision,Major Loss,13.0,3.0,1.0
I1399,Multi-vehicle Collision,Major Loss,20.0,3.0,0.0
I1400,Multi-vehicle Collision,Minor Loss,6.0,3.0,0.0
I1401,Multi-vehicle Collision,Major Loss,22.0,4.0,0.0
I1402,Parked Car,Minor Loss,6.0,1.0,1.0
I1403,Multi-vehicle Collision,Total Loss,20.0,3.0,1.0
I1404,Parked Car,Total Loss,21.0,1.0,1.0
I1405,Vehicle Theft,Total Loss,19.0,1.0,1.0
I1406,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1407,Multi-vehicle Collision,Total Loss,15.0,3.0,1.0
I1408,Multi-vehicle Collision,Major Loss,12.0,2.0,1.0
I1409,Single Vehicle Collision,Total Loss,8.0,1.0,0.0
I1410,Multi-vehicle Collision,Major Loss,7.0,3.0,0.0
I1411,Multi-vehicle Collision,Minor Loss,4.0,3.0,1.0
I1412,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1413,Multi-vehicle Collision,Major Loss,15.0,3.0,1.0
I1414,Multi-vehicle Collision,Major Loss,20.0,3.0,1.0
I1415,Multi-vehicle Collision,Minor Loss,5.0,3.0,0.0
I1416,Multi-vehicle Collision,Major Loss,6.0,3.0,1.0
I1417,Multi-vehicle Collision,Major Loss,2.0,4.0,1.0
I1418,Multi-vehicle Collision,Total Loss,11.0,3.0,0.0
I1419,Multi-vehicle Collision,Minor Loss,16.0,3.0,1.0
I1420,Single Vehicle Collision,Total Loss,14.0,1.0,1.0
I1421,Parked Car,Total Loss,1.0,1.0,1.0
I1422,Parked Car,Major Loss,2.0,1.0,1.0
I1423,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I1424,Multi-vehicle Collision,Major Loss,4.0,3.0,1.0
I1425,Single Vehicle Collision,Total Loss,19.0,1.0,1.0
I1426,Single Vehicle Collision,Major Loss,20.0,1.0,0.0
I1427,Parked Car,Major Loss,14.0,1.0,1.0
I1428,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I1429,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1430,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I1431,Multi-vehicle Collision,Minor Loss,15.0,3.0,0.0
I1432,Single Vehicle Collision,Major Loss,9.0,1.0,1.0
I1433,Multi-vehicle Collision,Major Loss,21.0,3.0,1.0
I1434,Single Vehicle Collision,Total Loss,2.0,1.0,0.0
I1435,Single Vehicle Collision,Major Loss,16.0,1.0,1.0
I1436,Single Vehicle Collision,Total Loss,7.0,1.0,0.0
I1437,Single Vehicle Collision,Minor Loss,8.0,1.0,0.0
I1438,Multi-vehicle Collision,Major Loss,20.0,3.0,1.0
I1439,Single Vehicle Collision,Total Loss,6.0,1.0,0.0
I1440,Multi-vehicle Collision,Total Loss,21.0,3.0,0.0
I1441,Multi-vehicle Collision,Total Loss,3.0,3.0,0.0
I1442,Vehicle Theft,Minor Loss,6.0,1.0,0.0
I1443,Parked Car,Minor Loss,9.0,1.0,1.0
I1444,Multi-vehicle Collision,Major Loss,9.0,3.0,1.0
I1445,Multi-vehicle Collision,Total Loss,22.0,3.0,0.0
I1446,Multi-vehicle Collision,Minor Loss,13.0,2.0,1.0
I1447,Single Vehicle Collision,Minor Loss,17.0,1.0,1.0
I1448,Parked Car,Minor Loss,3.0,1.0,1.0
I1449,Parked Car,Major Loss,0.0,1.0,1.0
I1450,Vehicle Theft,Total Loss,4.0,1.0,0.0
I1451,Multi-vehicle Collision,Total Loss,11.0,3.0,0.0
I1452,Parked Car,Major Loss,6.0,1.0,0.0
I1453,Multi-vehicle Collision,Total Loss,11.0,3.0,1.0
I1454,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I1455,Parked Car,Major Loss,6.0,1.0,0.0
I1456,Multi-vehicle Collision,Total Loss,17.0,3.0,1.0
I1457,Single Vehicle Collision,Total Loss,16.0,1.0,0.0
I1458,Multi-vehicle Collision,Total Loss,19.0,2.0,1.0
I1459,Single Vehicle Collision,Major Loss,22.0,1.0,1.0
I1460,Vehicle Theft,Major Loss,6.0,1.0,1.0
I1461,Multi-vehicle Collision,Minor Loss,1.0,4.0,0.0
I1462,Multi-vehicle Collision,Total Loss,8.0,3.0,1.0
I1463,Multi-vehicle Collision,Major Loss,1.0,3.0,1.0
I1464,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I1465,Multi-vehicle Collision,Total Loss,1.0,3.0,1.0
I1466,Multi-vehicle Collision,Minor Loss,6.0,3.0,1.0
I1467,Single Vehicle Collision,Major Loss,6.0,1.0,0.0
I1468,Multi-vehicle Collision,Total Loss,9.0,4.0,1.0
I1469,Vehicle Theft,Major Loss,18.0,1.0,1.0
I1470,Multi-vehicle Collision,Major Loss,14.0,3.0,1.0
I1471,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I1472,Parked Car,Total Loss,3.0,1.0,1.0
I1473,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I1474,Vehicle Theft,Major Loss,11.0,1.0,1.0
I1475,Parked Car,Major Loss,23.0,1.0,1.0
I1476,Single Vehicle Collision,Major Loss,20.0,1.0,0.0
I1477,Single Vehicle Collision,Major Loss,9.0,1.0,0.0
I1478,Parked Car,Minor Loss,23.0,1.0,1.0
I1479,Parked Car,Major Loss,17.0,1.0,1.0
I1480,Single Vehicle Collision,Major Loss,12.0,1.0,1.0
I1481,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I1482,Multi-vehicle Collision,Major Loss,7.0,2.0,1.0
I1483,Multi-vehicle Collision,Minor Loss,19.0,3.0,1.0
I1484,Multi-vehicle Collision,Minor Loss,6.0,3.0,1.0
I1485,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I1486,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1487,Multi-vehicle Collision,Major Loss,21.0,2.0,1.0
I1488,Vehicle Theft,Minor Loss,4.0,1.0,1.0
I1489,Parked Car,Major Loss,15.0,1.0,0.0
I1490,Single Vehicle Collision,Major Loss,6.0,1.0,1.0
I1491,Multi-vehicle Collision,Minor Loss,3.0,4.0,0.0
I1492,Single Vehicle Collision,Minor Loss,1.0,1.0,0.0
I1493,Vehicle Theft,Major Loss,18.0,1.0,1.0
I1494,Multi-vehicle Collision,Major Loss,10.0,2.0,0.0
I1495,Single Vehicle Collision,Major Loss,6.0,1.0,1.0
I1496,Multi-vehicle Collision,Minor Loss,14.0,2.0,1.0
I1497,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I1498,Multi-vehicle Collision,Total Loss,20.0,3.0,0.0
I1499,Multi-vehicle Collision,Minor Loss,11.0,3.0,1.0
I1500,Single Vehicle Collision,Total Loss,8.0,1.0,1.0
I1501,Multi-vehicle Collision,Major Loss,13.0,3.0,1.0
I1502,Multi-vehicle Collision,Minor Loss,0.0,3.0,1.0
I1503,Single Vehicle Collision,Minor Loss,22.0,1.0,1.0
I1504,Single Vehicle Collision,Major Loss,5.0,1.0,1.0
I1505,Multi-vehicle Collision,Major Loss,9.0,3.0,1.0
I1506,Parked Car,Major Loss,4.0,1.0,1.0
I1507,Vehicle Theft,Total Loss,11.0,1.0,1.0
I1508,Multi-vehicle Collision,Total Loss,20.0,3.0,1.0
I1509,Multi-vehicle Collision,Total Loss,13.0,3.0,1.0
I1510,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I1511,Multi-vehicle Collision,Total Loss,19.0,3.0,1.0
I1512,Multi-vehicle Collision,Total Loss,22.0,3.0,0.0
I1513,Single Vehicle Collision,Total Loss,16.0,1.0,0.0
I1514,Single Vehicle Collision,Major Loss,23.0,1.0,1.0
I1515,Single Vehicle Collision,Major Loss,6.0,1.0,1.0
I1516,Single Vehicle Collision,Major Loss,10.0,1.0,1.0
I1517,Multi-vehicle Collision,Major Loss,23.0,3.0,0.0
I1518,Multi-vehicle Collision,Major Loss,19.0,3.0,1.0
I1519,Single Vehicle Collision,Minor Loss,22.0,1.0,1.0
I1520,Vehicle Theft,Minor Loss,3.0,1.0,1.0
I1521,Single Vehicle Collision,Total Loss,13.0,1.0,1.0
I1522,Multi-vehicle Collision,Total Loss,3.0,3.0,1.0
I1523,Multi-vehicle Collision,Minor Loss,4.0,2.0,1.0
I1524,Single Vehicle Collision,Total Loss,17.0,1.0,1.0
I1525,Multi-vehicle Collision,Total Loss,11.0,2.0,1.0
I1526,Multi-vehicle Collision,Minor Loss,22.0,3.0,1.0
I1527,Single Vehicle Collision,Major Loss,16.0,1.0,1.0
I1528,Parked Car,Total Loss,7.0,1.0,0.0
I1529,Multi-vehicle Collision,Minor Loss,3.0,3.0,1.0
I1530,Multi-vehicle Collision,Major Loss,8.0,3.0,1.0
I1531,Multi-vehicle Collision,Major Loss,23.0,3.0,1.0
I1532,Multi-vehicle Collision,Major Loss,7.0,3.0,0.0
I1533,Single Vehicle Collision,Total Loss,9.0,1.0,1.0
I1534,Multi-vehicle Collision,Total Loss,0.0,3.0,1.0
I1535,Multi-vehicle Collision,Minor Loss,17.0,3.0,0.0
I1536,Multi-vehicle Collision,Total Loss,13.0,3.0,0.0
I1537,Single Vehicle Collision,Minor Loss,0.0,1.0,1.0
I1538,Single Vehicle Collision,Minor Loss,23.0,1.0,1.0
I1539,Single Vehicle Collision,Total Loss,5.0,1.0,1.0
I1540,Parked Car,Total Loss,5.0,1.0,1.0
I1541,Multi-vehicle Collision,Major Loss,16.0,3.0,1.0
I1542,Single Vehicle Collision,Major Loss,12.0,1.0,0.0
I1543,Single Vehicle Collision,Minor Loss,22.0,1.0,0.0
I1544,Single Vehicle Collision,Major Loss,5.0,1.0,1.0
I1545,Parked Car,Major Loss,19.0,1.0,1.0
I1546,Multi-vehicle Collision,Total Loss,18.0,3.0,0.0
I1547,Single Vehicle Collision,Total Loss,10.0,1.0,1.0
I1548,Single Vehicle Collision,Total Loss,13.0,1.0,0.0
I1549,Single Vehicle Collision,Total Loss,12.0,1.0,1.0
I1550,Multi-vehicle Collision,Total Loss,19.0,3.0,0.0
I1551,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1552,Multi-vehicle Collision,Total Loss,6.0,3.0,1.0
I1553,Single Vehicle Collision,Total Loss,13.0,1.0,0.0
I1554,Single Vehicle Collision,Minor Loss,2.0,1.0,0.0
I1555,Single Vehicle Collision,Major Loss,5.0,1.0,0.0
I1556,Multi-vehicle Collision,Minor Loss,3.0,3.0,1.0
I1557,Multi-vehicle Collision,Total Loss,3.0,2.0,1.0
I1558,Multi-vehicle Collision,Major Loss,18.0,3.0,0.0
I1559,Single Vehicle Collision,Minor Loss,18.0,1.0,0.0
I1560,Vehicle Theft,Major Loss,13.0,1.0,0.0
I1561,Single Vehicle Collision,Minor Loss,13.0,1.0,1.0
I1562,Multi-vehicle Collision,Major Loss,8.0,4.0,1.0
I1563,Parked Car,Minor Loss,12.0,1.0,0.0
I1564,Vehicle Theft,Major Loss,20.0,1.0,1.0
I1565,Single Vehicle Collision,Total Loss,21.0,1.0,0.0
I1566,Parked Car,Total Loss,22.0,1.0,1.0
I1567,Single Vehicle Collision,Minor Loss,12.0,1.0,1.0
I1568,Parked Car,Minor Loss,9.0,1.0,1.0
I1569,Vehicle Theft,Total Loss,11.0,1.0,1.0
I1570,Parked Car,Major Loss,23.0,1.0,0.0
I1571,Parked Car,Total Loss,4.0,1.0,1.0
I1572,Multi-vehicle Collision,Major Loss,18.0,3.0,1.0
I1573,Multi-vehicle Collision,Total Loss,14.0,3.0,0.0
I1574,Multi-vehicle Collision,Minor Loss,23.0,3.0,1.0
I1575,Parked Car,Major Loss,19.0,1.0,1.0
I1576,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I1577,Multi-vehicle Collision,Total Loss,19.0,3.0,0.0
I1578,Vehicle Theft,Major Loss,19.0,1.0,1.0
I1579,Single Vehicle Collision,Minor Loss,8.0,1.0,1.0
I1580,Vehicle Theft,Major Loss,23.0,1.0,1.0
I1581,Multi-vehicle Collision,Major Loss,9.0,3.0,1.0
I1582,Single Vehicle Collision,Minor Loss,21.0,1.0,1.0
I1583,Single Vehicle Collision,Major Loss,13.0,1.0,1.0
I1584,Multi-vehicle Collision,Total Loss,12.0,3.0,1.0
I1585,Single Vehicle Collision,Minor Loss,23.0,1.0,0.0
I1586,Multi-vehicle Collision,Minor Loss,8.0,3.0,1.0
I1587,Multi-vehicle Collision,Major Loss,17.0,3.0,1.0
I1588,Multi-vehicle Collision,Total Loss,21.0,2.0,1.0
I1589,Multi-vehicle Collision,Total Loss,14.0,3.0,1.0
I1590,Vehicle Theft,Minor Loss,7.0,1.0,1.0
I1591,Single Vehicle Collision,Total Loss,7.0,1.0,1.0
I1592,Vehicle Theft,Major Loss,22.0,1.0,1.0
I1593,Single Vehicle Collision,Minor Loss,18.0,1.0,1.0
I1594,Single Vehicle Collision,Major Loss,1.0,1.0,0.0
I1595,Multi-vehicle Collision,Minor Loss,21.0,4.0,1.0
I1596,Parked Car,Major Loss,13.0,1.0,1.0
I1597,Multi-vehicle Collision,Minor Loss,17.0,3.0,1.0
I1598,Single Vehicle Collision,Major Loss,0.0,1.0,0.0
I1599,Multi-vehicle Collision,Total Loss,19.0,3.0,1.0
I1600,Parked Car,Total Loss,0.0,1.0,0.0
I1601,Multi-vehicle Collision,Major Loss,12.0,3.0,1.0
I1602,Multi-vehicle Collision,Minor Loss,18.0,3.0,1.0
I1603,Single Vehicle Collision,Major Loss,17.0,1.0,0.0
I1604,Multi-vehicle Collision,Major Loss,15.0,3.0,0.0
I1605,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I1606,Single Vehicle Collision,Major Loss,5.0,1.0,1.0
I1607,Multi-vehicle Collision,Total Loss,8.0,3.0,0.0
I1608,Multi-vehicle Collision,Total Loss,10.0,3.0,0.0
I1609,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1610,Multi-vehicle Collision,Total Loss,11.0,3.0,1.0
I1611,Single Vehicle Collision,Major Loss,2.0,1.0,0.0
I1612,Multi-vehicle Collision,Minor Loss,11.0,3.0,1.0
I1613,Parked Car,Total Loss,10.0,1.0,1.0
I1614,Multi-vehicle Collision,Minor Loss,17.0,3.0,0.0
I1615,Multi-vehicle Collision,Minor Loss,12.0,3.0,0.0
I1616,Multi-vehicle Collision,Major Loss,3.0,3.0,0.0
I1617,Single Vehicle Collision,Minor Loss,1.0,1.0,0.0
I1618,Single Vehicle Collision,Minor Loss,19.0,1.0,1.0
I1619,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I1620,Parked Car,Major Loss,0.0,1.0,0.0
I1621,Multi-vehicle Collision,Minor Loss,16.0,3.0,0.0
I1622,Single Vehicle Collision,Minor Loss,1.0,1.0,1.0
I1623,Single Vehicle Collision,Major Loss,13.0,1.0,1.0
I1624,Single Vehicle Collision,Minor Loss,4.0,1.0,1.0
I1625,Parked Car,Minor Loss,11.0,1.0,1.0
I1626,Vehicle Theft,Major Loss,23.0,1.0,1.0
I1627,Single Vehicle Collision,Total Loss,20.0,1.0,1.0
I1628,Single Vehicle Collision,Total Loss,2.0,1.0,1.0
I1629,Multi-vehicle Collision,Minor Loss,22.0,3.0,1.0
I1630,Multi-vehicle Collision,Major Loss,6.0,3.0,0.0
I1631,Multi-vehicle Collision,Major Loss,13.0,3.0,0.0
I1632,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I1633,Single Vehicle Collision,Minor Loss,22.0,1.0,1.0
I1634,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I1635,Single Vehicle Collision,Major Loss,19.0,1.0,0.0
I1636,Parked Car,Total Loss,15.0,1.0,1.0
I1637,Multi-vehicle Collision,Major Loss,19.0,3.0,1.0
I1638,Multi-vehicle Collision,Total Loss,10.0,3.0,1.0
I1639,Single Vehicle Collision,Minor Loss,6.0,1.0,0.0
I1640,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1641,Vehicle Theft,Total Loss,7.0,1.0,0.0
I1642,Parked Car,Major Loss,23.0,1.0,1.0
I1643,Parked Car,Minor Loss,9.0,1.0,1.0
I1644,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I1645,Multi-vehicle Collision,Major Loss,2.0,3.0,1.0
I1646,Multi-vehicle Collision,Major Loss,0.0,3.0,0.0
I1647,Single Vehicle Collision,Minor Loss,9.0,1.0,1.0
I1648,Single Vehicle Collision,Minor Loss,20.0,1.0,1.0
I1649,Vehicle Theft,Total Loss,12.0,1.0,0.0
I1650,Multi-vehicle Collision,Minor Loss,9.0,3.0,1.0
I1651,Single Vehicle Collision,Total Loss,13.0,1.0,0.0
I1652,Single Vehicle Collision,Major Loss,14.0,1.0,1.0
I1653,Multi-vehicle Collision,Minor Loss,10.0,3.0,1.0
I1654,Multi-vehicle Collision,Major Loss,1.0,4.0,1.0
I1655,Vehicle Theft,Major Loss,19.0,1.0,1.0
I1656,Multi-vehicle Collision,Total Loss,10.0,3.0,1.0
I1657,Single Vehicle Collision,Minor Loss,0.0,1.0,0.0
I1658,Multi-vehicle Collision,Minor Loss,14.0,4.0,1.0
I1659,Single Vehicle Collision,Minor Loss,13.0,1.0,0.0
I1660,Parked Car,Total Loss,10.0,1.0,1.0
I1661,Single Vehicle Collision,Major Loss,15.0,1.0,0.0
I1662,Vehicle Theft,Major Loss,21.0,1.0,0.0
I1663,Multi-vehicle Collision,Total Loss,4.0,3.0,1.0
I1664,Multi-vehicle Collision,Minor Loss,14.0,3.0,0.0
I1665,Multi-vehicle Collision,Minor Loss,12.0,3.0,1.0
I1666,Multi-vehicle Collision,Major Loss,18.0,3.0,1.0
I1667,Single Vehicle Collision,Total Loss,0.0,1.0,1.0
I1668,Multi-vehicle Collision,Minor Loss,21.0,3.0,1.0
I1669,Single Vehicle Collision,Major Loss,17.0,1.0,1.0
I1670,Single Vehicle Collision,Major Loss,16.0,1.0,1.0
I1671,Multi-vehicle Collision,Total Loss,15.0,2.0,1.0
I1672,Single Vehicle Collision,Major Loss,5.0,1.0,1.0
I1673,Single Vehicle Collision,Major Loss,21.0,1.0,1.0
I1674,Multi-vehicle Collision,Major Loss,9.0,4.0,0.0
I1675,Vehicle Theft,Total Loss,20.0,1.0,1.0
I1676,Single Vehicle Collision,Minor Loss,11.0,1.0,1.0
I1677,Single Vehicle Collision,Minor Loss,10.0,1.0,1.0
I1678,Single Vehicle Collision,Minor Loss,15.0,1.0,1.0
I1679,Multi-vehicle Collision,Major Loss,15.0,3.0,0.0
I1680,Multi-vehicle Collision,Major Loss,5.0,3.0,1.0
I1681,Multi-vehicle Collision,Minor Loss,17.0,3.0,1.0
I1682,Multi-vehicle Collision,Total Loss,1.0,3.0,0.0
I1683,Multi-vehicle Collision,Minor Loss,21.0,3.0,0.0
I1684,Single Vehicle Collision,Major Loss,11.0,1.0,1.0
I1685,Multi-vehicle Collision,Minor Loss,9.0,3.0,0.0
I1686,Single Vehicle Collision,Major Loss,15.0,1.0,0.0
I1687,Single Vehicle Collision,Minor Loss,7.0,1.0,1.0
I1688,Single Vehicle Collision,Major Loss,20.0,1.0,1.0
I1689,Parked Car,Major Loss,10.0,1.0,1.0
I1690,Multi-vehicle Collision,Major Loss,16.0,3.0,1.0
I1691,Vehicle Theft,Total Loss,0.0,1.0,1.0
I1692,Multi-vehicle Collision,Minor Loss,20.0,3.0,1.0
I1693,Single Vehicle Collision,Minor Loss,20.0,1.0,1.0
I1694,Multi-vehicle Collision,Minor Loss,15.0,3.0,1.0
I1695,Single Vehicle Collision,Minor Loss,17.0,1.0,1.0
I1696,Multi-vehicle Collision,Major Loss,21.0,3.0,1.0
I1697,Multi-vehicle Collision,Minor Loss,5.0,3.0,1.0
I1698,Multi-vehicle Collision,Total Loss,17.0,3.0,0.0
I1699,Single Vehicle Collision,Minor Loss,22.0,1.0,1.0
I1700,Vehicle Theft,Total Loss,17.0,1.0,1.0
I1701,Multi-vehicle Collision,Major Loss,16.0,3.0,0.0
I1702,Multi-vehicle Collision,Major Loss,22.0,3.0,1.0
I1703,Multi-vehicle Collision,Minor Loss,6.0,3.0,0.0
I1704,Multi-vehicle Collision,Minor Loss,19.0,3.0,1.0
I1705,Multi-vehicle Collision,Major Loss,10.0,2.0,1.0
I1706,Multi-vehicle Collision,Minor Loss,10.0,3.0,1.0
